4.802331030368804932e-01 -6.163986921310424805e-01 -3.287782430648803711e+00 1.848012685775756836e+00 -1.969376206398010254e+00 8.352488875389099121e-01 1.617586493492126465e+00 -9.887547492980957031e-01 -3.739887952804565430e+00 -4.026932239532470703e+00 2.912042140960693359e-01 8.928082585334777832e-01 1.488893628120422363e+00 -2.693799734115600586e+00 6.131237149238586426e-01 2.839025497436523438e+00 1.431444048881530762e+00 -1.952829480171203613e+00 3.986857414245605469e+00 -2.155420303344726562e+00 -2.577325999736785889e-01 -5.352803468704223633e-01 3.223363161087036133e-01 -3.141344785690307617e+00 -3.248788356781005859e+00 4.285137176513671875e+00 4.391953945159912109e+00 7.934142351150512695e-01 -2.590772151947021484e+00 6.265323162078857422e-01 -2.997480630874633789e+00 8.402239680290222168e-01 1.240996241569519043e+00 -1.700565934181213379e+00 -1.452155470848083496e+00 2.795650005340576172e+00 -8.125343918800354004e-01 3.461698770523071289e+00 -1.347295641899108887e+00
-4.079369068145751953e+00 4.220545768737792969e+00 -1.637114882469177246e+00 -2.678044319152832031e+00 -2.784429073333740234e+00 3.161720275878906250e+00 3.096884489059448242e+00 8.124186396598815918e-01 -6.214148998260498047e-01 2.594621181488037109e+00 -1.105785846710205078e+00 -1.528992891311645508e+00 3.369634628295898438e+00 -7.507155835628509521e-02 1.161237597465515137e+00 2.197605848312377930e+00 3.044912099838256836e+00 3.211238145828247070e+00 -1.866208553314208984e+00 -2.117417573928833008e+00 -1.047512531280517578e+00 -7.159755229949951172e-01 4.832320213317871094e+00 -2.493297100067138672e+00 -1.152546286582946777e+00 -3.410540521144866943e-01 2.294015884399414062e+00 2.402225255966186523e+00 -4.894984662532806396e-01 -1.722066283226013184e+00 1.559985995292663574e+00 3.277185678482055664e+00 1.412645101547241211e+00 7.507349252700805664e-01 3.016806602478027344e+00 -3.181056261062622070e+00 -1.044073104858398438e+00 7.198388576507568359e-01 6.618694067001342773e-01
-2.905737400054931641e+00 7.083629965782165527e-01 2.820048809051513672e+00 3.897240400314331055e+00 2.663273334503173828e+00 2.359393358230590820e+00 3.193324327468872070e+00 -8.156535029411315918e-01 -1.913627147674560547e+00 -3.389158964157104492e+00 -2.264441728591918945e+00 -6.351997852325439453e-01 -1.001735448837280273e+00 -3.758224964141845703e+00 1.675269380211830139e-02 5.264071822166442871e-01 -7.067095041275024414e-01 -9.295122623443603516e-01 -9.986144304275512695e-01 -2.027487516403198242e+00 -1.037008762359619141e+00 3.318864822387695312e+00 4.973554015159606934e-01 -9.481334686279296875e-01 -7.322211861610412598e-01 -1.402769088745117188e+00 2.432691812515258789e+00 -1.594315528869628906e+00 2.894080877304077148e+00 -3.048522233963012695e+00 -3.959525227546691895e-01 3.180695295333862305e+00 -1.342460155487060547e+00 2.082484006881713867e+00 -1.266528725624084473e+00 -3.491253614425659180e+00 2.787932395935058594e+00 4.492419242858886719e+00 3.480523586273193359e+00
-1.240149587392807007e-01 -3.150186061859130859e+00 9.437972903251647949e-01 1.670330166816711426e-01 -1.667530089616775513e-01 1.805186033248901367e+00 -2.255733489990234375e+00 -3.618140459060668945e+00 -1.675949215888977051e+00 9.996977448463439941e-02 -3.509338200092315674e-01 2.170924186706542969e+00 1.507801055908203125e+00 9.575708508491516113e-01 2.947786092758178711e+00 2.252399772405624390e-01 -4.676784992218017578e+00 -1.711745142936706543e+00 3.924994945526123047e+00 -5.837804079055786133e-01 -8.476007580757141113e-01 4.120232760906219482e-01 2.154324531555175781e+00 -4.093419075012207031e+00 -2.927612066268920898e+00 4.215474605560302734e+00 4.299968481063842773e-01 3.233446359634399414e+00 1.236214995384216309e+00 2.668239831924438477e+00 1.121573448181152344e+00 1.335073947906494141e+00 -9.993910789489746094e-01 2.244538068771362305e+00 1.366572499275207520e+00 2.280183315277099609e+00 1.144719958305358887e+00 1.289795279502868652e+00 3.273062035441398621e-02
3.957161664962768555e+00 1.266249418258666992e-01 2.070199012756347656e+00 -4.027657210826873779e-01 -1.180676341056823730e+00 -1.358881779015064240e-02 -3.990800678730010986e-01 -2.260257244110107422e+00 -2.023012340068817139e-01 3.507043719291687012e-01 5.839449763298034668e-01 -8.612496852874755859e-01 1.530797958374023438e+00 2.654675722122192383e+00 2.457489728927612305e+00 1.573252439498901367e+00 1.738460659980773926e+00 6.732059121131896973e-01 2.914664268493652344e+00 -5.884701013565063477e-01 2.407852888107299805e+00 -7.729451656341552734e-01 4.078764915466308594e+00 9.928514361381530762e-01 7.169266939163208008e-01 8.841753602027893066e-01 2.383995354175567627e-01 -3.075367450714111328e+00 -3.740299463272094727e+00 -2.024051189422607422e+00 -4.571001052856445312e+00 6.422853469848632812e-01 -2.137082368135452271e-01 -3.924238204956054688e+00 -1.721974730491638184e+00 2.990465879440307617e+00 2.364463806152343750e+00 1.758154273033142090e+00 2.729096174240112305e+00
1.467394471168518066e+00 -3.586353302001953125e+00 5.015738606452941895e-01 5.015342235565185547e-01 3.287470817565917969e+00 -3.076022148132324219e+00 2.434323787689208984e+00 -3.949120759963989258e+00 -1.792265921831130981e-01 2.248045355081558228e-01 2.146542549133300781e+00 -1.343403309583663940e-01 4.092134952545166016e+00 -1.340517520904541016e+00 2.448575258255004883e+00 -4.526037693023681641e+00 -1.454797267913818359e+00 -6.652793288230895996e-01 6.795424222946166992e-01 3.798816680908203125e+00 1.091146230697631836e+00 -2.328204959630966187e-01 2.669595241546630859e+00 -7.219401001930236816e-01 -2.487249135971069336e+00 4.905511438846588135e-01 -1.155809879302978516e+00 1.308033704757690430e+00 -6.251930594444274902e-01 6.956588625907897949e-01 1.002848267555236816e+00 5.476118326187133789e-01 -2.298260211944580078e+00 1.588954567909240723e+00 2.158605575561523438e+00 1.679905414581298828e+00 -2.642308712005615234e+00 2.783260822296142578e+00 3.792679309844970703e+00
3.442137956619262695e+00 3.184879541397094727e+00 -2.561605930328369141e+00 -1.989617824554443359e+00 3.442040383815765381e-01 -1.548410177230834961e+00 -3.496063470840454102e+00 -2.393096923828125000e+00 -2.576414644718170166e-01 5.742270350456237793e-01 -2.351918458938598633e+00 -4.539671421051025391e+00 -3.850458145141601562e+00 -7.593761682510375977e-01 2.428724527359008789e+00 4.353983879089355469e+00 8.070690929889678955e-02 -1.159336328506469727e+00 1.446272850036621094e+00 -2.068610340356826782e-01 5.793275237083435059e-01 2.004461050033569336e+00 1.585643291473388672e+00 -3.612161159515380859e+00 4.133820056915283203e+00 7.484304904937744141e-01 -1.738710165023803711e+00 2.170791149139404297e+00 3.459887742996215820e+00 2.970435023307800293e-01 -2.580239772796630859e+00 -9.202839136123657227e-01 -2.965302228927612305e+00 4.728399813175201416e-01 -3.371366739273071289e+00 -6.323208212852478027e-01 -3.387182354927062988e-01 -2.193648576736450195e+00 -1.122202396392822266e+00
1.631689667701721191e+00 1.755754351615905762e+00 -3.224880218505859375e+00 -8.644273132085800171e-02 -2.170923233032226562e+00 -1.146643161773681641e-01 1.717906713485717773e+00 2.750468492507934570e+00 -2.408276319503784180e+00 2.703375339508056641e+00 1.259635567665100098e+00 -1.465151906013488770e+00 -2.624974727630615234e+00 -1.227870583534240723e+00 -9.747608900070190430e-01 -2.281351804733276367e+00 1.625633955001831055e+00 -2.027463465929031372e-01 3.715528726577758789e+00 2.246401071548461914e+00 3.678541660308837891e+00 -1.447778344154357910e+00 -1.630205035209655762e+00 9.373197704553604126e-02 -3.360565900802612305e+00 -3.135917663574218750e+00 -3.037449121475219727e-01 -2.775293886661529541e-01 2.617913246154785156e+00 -1.197657346725463867e+00 3.008141517639160156e+00 3.351960897445678711e+00 -2.695250034332275391e+00 -7.066089510917663574e-01 2.536845922470092773e+00 3.670286238193511963e-01 4.720688331872224808e-03 -2.013237476348876953e+00 -4.149460315704345703e+00
-8.337029218673706055e-01 4.764723479747772217e-01 -4.494334757328033447e-01 6.335093975067138672e-01 3.691178321838378906e+00 -5.183365345001220703e-01 -1.478551626205444336e+00 1.776357412338256836e+00 -2.876144170761108398e+00 -3.191728293895721436e-01 1.993458986282348633e+00 2.114592552185058594e+00 1.895009167492389679e-02 -4.891912937164306641e-01 -4.869790077209472656e+00 3.126183509826660156e+00 2.488030672073364258e+00 -2.563351392745971680e+00 -2.862542390823364258e+00 -3.427318334579467773e+00 3.951892375946044922e+00 -2.988923788070678711e+00 -3.688050508499145508e-01 7.847598195075988770e-01 3.961220502853393555e+00 5.442670583724975586e-01 -1.781006813049316406e+00 -2.662532329559326172e+00 1.244871616363525391e+00 -2.010207176208496094e+00 -2.634862661361694336e+00 1.243329286575317383e+00 7.980149388313293457e-01 8.912155628204345703e-01 3.465421199798583984e-01 -2.358472198247909546e-01 8.685008287429809570e-01 1.541538983583450317e-01 -5.994029641151428223e-01
-9.253165125846862793e-02 3.025829076766967773e+00 -3.775293111801147461e+00 -3.976613521575927734e+00 5.129082679748535156e+00 2.343888044357299805e+00 -7.901471257209777832e-01 2.368817329406738281e+00 3.774133682250976562e+00 2.258028507232666016e+00 1.125579476356506348e+00 -4.747254371643066406e+00 -3.623200058937072754e-01 -6.287899613380432129e-01 4.857277572154998779e-01 -1.719857901334762573e-01 -2.467610120773315430e+00 3.922613620758056641e+00 -3.986535072326660156e-01 -1.343130588531494141e+00 -1.750510454177856445e+00 1.424328088760375977e+00 4.154495894908905029e-01 7.748621702194213867e-01 -1.469097018241882324e+00 4.939920902252197266e-01 -1.841010004281997681e-01 -9.680060744285583496e-01 -5.065476298332214355e-01 2.946660041809082031e+00 -1.394115209579467773e+00 -4.045084714889526367e-01 -2.855440974235534668e-01 6.014302372932434082e-01 4.229266941547393799e-01 -8.582147955894470215e-01 -1.223140001296997070e+00 3.809258699417114258e+00 -6.933880448341369629e-01
