1.443447232246398926e+00 1.885410308837890625e+00 -7.842862606048583984e-01 -2.096493959426879883e+00 1.036652088165283203e+00 2.192284345626831055e+00 -6.452628970146179199e-01 -5.707827568054199219e+00 1.406476348638534546e-01 3.509653329849243164e+00 -1.969273328781127930e+00 3.758787214756011963e-01 1.205022096633911133e+00 3.090846061706542969e+00 -1.116703510284423828e+00 -3.362681269645690918e-01 -4.399063587188720703e+00 -3.035303577780723572e-02 1.341433644294738770e+00 5.143706321716308594e+00 -8.505619764328002930e-01 -1.065612196922302246e+00 1.016153812408447266e+00 -9.678919613361358643e-02 -1.496163129806518555e+00 -3.073473572731018066e-01 -5.146251916885375977e-01 -4.751011848449707031e+00 -4.036334753036499023e-01 -1.388015627861022949e+00 -2.111381739377975464e-01 -3.762406706809997559e-01 -8.647990822792053223e-01 4.657250881195068359e+00 1.902563571929931641e-01 -1.030177354812622070e+00 3.788675367832183838e-02 -7.343326210975646973e-01 -1.216572046279907227e+00 -1.990677416324615479e-01
-1.344466805458068848e+00 7.912850379943847656e-01 -1.418824911117553711e+00 -2.577821314334869385e-01 2.406743526458740234e+00 -3.274444818496704102e+00 5.930719971656799316e-01 9.908859729766845703e-01 2.743213415145874023e+00 -5.334709644317626953e+00 -3.805510699748992920e-01 2.513840198516845703e+00 -4.595791995525360107e-01 4.955672264099121094e+00 1.058104634284973145e+00 1.373710036277770996e+00 -9.209090471267700195e-02 3.404804468154907227e+00 1.331919431686401367e+00 3.598178148269653320e+00 5.333415985107421875e+00 -3.245699644088745117e+00 -1.929708957672119141e+00 -1.577641963958740234e-01 8.137429356575012207e-01 2.344549179077148438e+00 -6.916664838790893555e-01 -3.101353645324707031e+00 9.218308329582214355e-02 9.275563359260559082e-01 2.235915184020996094e+00 1.112873911857604980e+00 7.204626202583312988e-01 -5.933248996734619141e-01 -9.181460738182067871e-01 6.636889576911926270e-01 1.955100178718566895e+00 -5.905821323394775391e-01 -3.215935230255126953e+00 -4.969012364745140076e-02
4.481198191642761230e-01 -4.688933372497558594e+00 -1.542558431625366211e+00 3.932363092899322510e-01 -1.903152227401733398e+00 -4.035509005188941956e-02 5.177727222442626953e+00 -2.585524916648864746e-01 -1.455459713935852051e+00 -1.521880507469177246e+00 4.513275623321533203e+00 2.410000264644622803e-01 1.116997599601745605e+00 -1.903341561555862427e-01 2.782818317413330078e+00 -3.108651399612426758e+00 3.370143845677375793e-02 1.828572273254394531e+00 3.024980306625366211e+00 -2.639286279678344727e+00 2.693594932556152344e+00 -7.129991054534912109e-01 3.535521030426025391e+00 1.408930182456970215e+00 -9.319046735763549805e-01 2.622742652893066406e+00 -1.866481781005859375e+00 3.143810749053955078e+00 -2.859094440937042236e-01 -4.026387631893157959e-02 -4.987577438354492188e+00 -6.725857853889465332e-01 -1.474270820617675781e+00 -3.991208672523498535e-01 1.352443844079971313e-01 -1.458476036787033081e-01 2.544179558753967285e-01 6.652116775512695312e-01 -1.507887721061706543e+00 -2.385628409683704376e-02
2.652955770492553711e+00 6.431822180747985840e-01 -1.667766690254211426e+00 -1.310240983963012695e+00 -1.110285162925720215e+00 3.569256067276000977e+00 -3.959889709949493408e-01 3.548339128494262695e+00 5.996875166893005371e-01 -1.950708270072937012e+00 5.207923412322998047e+00 -3.392898440361022949e-01 5.383011102676391602e-01 3.992952033877372742e-02 -4.359202384948730469e-01 6.196641325950622559e-01 1.027066349983215332e+00 -2.789412260055541992e+00 3.588865399360656738e-01 2.474452972412109375e+00 4.447582721710205078e+00 1.127155497670173645e-01 1.633957177400588989e-01 -1.380298495292663574e+00 -3.876532316207885742e+00 -2.604849338531494141e-01 -2.781404256820678711e+00 -1.072388768196105957e+00 -1.529677152633666992e+00 -2.967406213283538818e-01 -3.672769665718078613e-01 -8.625074625015258789e-01 1.594564795494079590e+00 3.651806831359863281e+00 4.017171382904052734e+00 1.220893636345863342e-01 2.484787464141845703e+00 1.688255906105041504e+00 -1.018424853682518005e-01 6.939191818237304688e-01
-9.000484943389892578e-01 4.198024749755859375e+00 -3.213107347488403320e+00 1.081488132476806641e+00 -3.239025592803955078e+00 -9.682549862191081047e-04 1.595670104026794434e+00 1.394370347261428833e-01 1.201139166951179504e-01 2.131698131561279297e+00 -6.037074327468872070e-01 -2.958328723907470703e+00 3.198298692703247070e+00 -1.489101886749267578e+00 -2.377199888229370117e+00 -1.000240087509155273e+00 -8.227208852767944336e-01 6.144492030143737793e-01 -3.854006528854370117e-01 -3.575060367584228516e+00 7.519318023696541786e-04 4.840557098388671875e+00 -2.906684637069702148e+00 -8.830444812774658203e-01 6.668223738670349121e-01 3.223167955875396729e-01 -4.820660591125488281e+00 -2.628539800643920898e+00 -2.943024933338165283e-01 -3.400882959365844727e+00 7.749992012977600098e-01 9.141429513692855835e-02 1.024013906717300415e-01 -6.351707130670547485e-02 -1.842472791671752930e+00 -2.768489360809326172e+00 6.412703394889831543e-01 -2.308038711547851562e+00 5.617854595184326172e-01 4.656410694122314453e+00
-3.492938876152038574e-01 6.083925962448120117e-01 -5.990854278206825256e-02 -2.036893926560878754e-02 -8.116806149482727051e-01 -3.556801974773406982e-01 1.161328911781311035e+00 4.625161290168762207e-01 6.776490807533264160e-02 7.426351308822631836e-01 3.089634478092193604e-01 4.772059440612792969e+00 3.047209680080413818e-01 -4.699549674987792969e+00 -2.470846176147460938e-01 -7.433125972747802734e-01 -2.009968161582946777e-01 1.171907067298889160e+00 -1.040403723716735840e+00 5.791982173919677734e+00 -4.982258975505828857e-01 3.831671774387359619e-01 9.145884960889816284e-02 -4.184256792068481445e-01 4.175584316253662109e+00 1.519821882247924805e+00 1.813212394714355469e+00 1.648226022720336914e+00 3.138299703598022461e+00 1.497951745986938477e+00 -1.555849194526672363e+00 3.367610275745391846e-01 7.810063362121582031e-01 -5.963402613997459412e-02 -4.217132091522216797e+00 8.349404931068420410e-01 -1.837801933288574219e-01 -4.079517841339111328e+00 1.370381712913513184e+00 -9.095011949539184570e-01
4.892509460449218750e+00 1.003070712089538574e+00 -1.201998591423034668e-01 2.149521827697753906e+00 1.169509172439575195e+00 -1.174800157546997070e+00 7.103211283683776855e-01 4.290200710296630859e+00 -1.407198786735534668e+00 1.442208051681518555e+00 -1.724864363670349121e+00 7.138713598251342773e-01 6.528919339179992676e-01 -1.488086134195327759e-01 1.114222288131713867e+00 1.131184577941894531e+00 -4.584305286407470703e+00 1.964523077011108398e+00 1.019083023071289062e+00 8.959942460060119629e-01 -2.414023876190185547e-01 -8.227795958518981934e-01 -7.865790724754333496e-01 -1.446702599525451660e+00 -3.970414996147155762e-01 2.439549207687377930e+00 -1.282008886337280273e+00 3.261922299861907959e-01 1.314328193664550781e+00 -2.782474040985107422e+00 2.058372735977172852e+00 -2.150121450424194336e+00 4.615366458892822266e+00 2.186269044876098633e+00 -4.499531388282775879e-01 5.018135547637939453e+00 3.581890463829040527e-01 -1.406972289085388184e+00 2.936490535736083984e+00 5.740423798561096191e-01
-8.694083094596862793e-01 -5.435055732727050781e+00 2.561342477798461914e+00 -5.899700522422790527e-01 -1.143725395202636719e+00 2.494637221097946167e-01 6.854475736618041992e-01 2.155286520719528198e-01 8.456447124481201172e-01 2.254575729370117188e+00 3.296605110168457031e+00 4.656228065490722656e+00 -3.611333608627319336e+00 -6.442357301712036133e-01 -1.414388179779052734e+00 1.308484077453613281e-01 1.155775547027587891e+00 -4.867956042289733887e-02 -3.808750867843627930e+00 -2.971253693103790283e-01 3.164707660675048828e+00 2.470271825790405273e+00 1.466912865638732910e+00 2.908371925354003906e+00 4.016910552978515625e+00 1.117405518889427185e-01 1.320629119873046875e+00 -3.458001017570495605e-01 -5.127667188644409180e-01 -4.977644443511962891e+00 1.010037899017333984e+00 1.999594449996948242e+00 8.419763445854187012e-01 3.125631213188171387e-01 8.095230162143707275e-02 1.132160425186157227e+00 3.870160579681396484e+00 -9.802559614181518555e-01 -9.990139007568359375e-01 2.960238158702850342e-01
1.021747589111328125e+00 -6.933217048645019531e-01 -1.320502638816833496e+00 3.930963754653930664e+00 -3.209204673767089844e+00 -2.648395299911499023e+00 -4.178694248199462891e+00 2.568623065948486328e+00 1.643529176712036133e+00 -1.572377562522888184e+00 -5.507027506828308105e-01 9.727657437324523926e-01 1.603628993034362793e-01 1.245864748954772949e+00 -4.126636311411857605e-03 3.991630792617797852e+00 -5.008264183998107910e-01 -4.158076345920562744e-01 1.575864911079406738e+00 -7.105708122253417969e-01 -5.137231945991516113e-01 1.013883233070373535e+00 -3.093602955341339111e-01 1.542048007249832153e-01 4.943981170654296875e+00 2.548975229263305664e+00 -6.975068449974060059e-01 3.022429943084716797e-01 -2.515635490417480469e-01 1.224377870559692383e+00 -4.822053432464599609e+00 -4.471533596515655518e-01 -3.791554450988769531e+00 3.789099693298339844e+00 -5.236040949821472168e-01 4.604845046997070312e+00 1.359630703926086426e+00 7.779645323753356934e-01 -8.620253205299377441e-01 -1.640117049217224121e+00
-7.945992983877658844e-03 2.000918686389923096e-01 -2.276969105005264282e-01 8.505855798721313477e-01 2.488950967788696289e+00 1.665749847888946533e-01 -1.860547661781311035e+00 4.067422449588775635e-02 -4.549640655517578125e+00 1.766222715377807617e+00 1.638088583946228027e+00 -3.036357879638671875e+00 -3.153188824653625488e-01 -1.553470492362976074e-01 -4.371161460876464844e-01 -4.834464788436889648e-01 -1.231013059616088867e+00 2.131381988525390625e+00 1.139452934265136719e+00 -3.481773376464843750e+00 5.388680934906005859e+00 2.088105827569961548e-01 -9.126419425010681152e-01 1.513346910476684570e+00 4.676273345947265625e+00 -1.125904098153114319e-01 -1.795709252357482910e+00 1.301594376564025879e+00 1.075492978096008301e+00 -1.061603188514709473e+00 -9.606238603591918945e-01 -3.838200092315673828e+00 5.826906561851501465e-01 2.612708806991577148e-01 -3.208459615707397461e+00 7.161565423011779785e-01 4.692214965820312500e+00 -2.073258399963378906e+00 7.167198061943054199e-01 3.078974962234497070e+00
