5.799999999999999600e-01
3.389999999999999680e-01
2.747999999999999887e-01
4.309999999999999942e-01
6.911000000000000476e-01
8.957999999999999297e-01
9.740000000000000879e-01
9.969199999999999173e-01
9.992666666666667474e-01
9.998571428571427777e-01
9.999750000000000583e-01
1.000000000000000000e+00
1.000000000000000000e+00
