-8.545921444892883301e-01 -3.873526453971862793e-01
6.355139613151550293e-02 -3.549695312976837158e-01
1.572947502136230469e-01 1.012588977813720703e+00
2.968585789203643799e-01 5.996406674385070801e-01
1.887378454208374023e+00 -3.522747755050659180e-01
-1.091554760932922363e+00 2.723069489002227783e-01
1.505292534828186035e+00 -2.308475017547607422e+00
-7.582981586456298828e-01 4.887022495269775391e+00
9.591766595840454102e-01 -9.631349444389343262e-01
6.709372043609619141e+00 -4.715768098831176758e-01
-1.348544359207153320e+00 4.283313453197479248e-01
4.062743484973907471e-01 2.560391128063201904e-01
2.682725191116333008e-01 -2.662141621112823486e-01
4.099635124206542969e+00 -4.006183743476867676e-01
-5.457252025604248047e+00 -1.296927452087402344e+00
-4.268129825592041016e+00 5.153537988662719727e-01
-3.157213032245635986e-01 1.165919844061136246e-02
-7.264100909233093262e-01 -3.439163565635681152e-01
-1.246016860008239746e+00 1.329328179359436035e+00
7.129191756248474121e-01 -3.787460327148437500e-01
-3.432928621768951416e-01 7.318356037139892578e-01
4.275547027587890625e+00 -2.885075807571411133e+00
4.859729111194610596e-01 -1.541615843772888184e+00
3.193503320217132568e-01 3.784737884998321533e-01
3.947551548480987549e-02 -5.094683766365051270e-01
1.615712791681289673e-01 2.631283402442932129e-01
-7.144684791564941406e-01 3.843863010406494141e-01
-1.955471187829971313e-01 4.786413162946701050e-02
-8.779509067535400391e-01 1.422846674919128418e+00
7.072227597236633301e-01 -9.765072464942932129e-01
9.789357781410217285e-01 -7.271941900253295898e-01
-6.043109297752380371e-01 3.028709292411804199e-01
1.366353988647460938e+00 4.156692624092102051e-01
-1.423995345830917358e-01 3.186900019645690918e-01
3.788971602916717529e-01 7.415415644645690918e-01
1.028014659881591797e+00 -6.811608672142028809e-01
-1.416043519973754883e+00 8.398321866989135742e-01
-8.530905842781066895e-01 2.002408960834145546e-03
-1.633045524358749390e-01 2.865903675556182861e-01
4.585518538951873779e-01 1.898520112037658691e+00
-8.390744328498840332e-01 1.021032094955444336e+00
-2.662558853626251221e-01 -1.191872954368591309e-01
9.674178063869476318e-02 -5.196027755737304688e-01
-1.190674424171447754e+00 -8.246345072984695435e-02
4.176811575889587402e-01 2.506766617298126221e-01
-4.374324083328247070e-01 3.455657064914703369e-01
1.974094629287719727e+00 -3.146023511886596680e+00
-2.080092906951904297e+00 -7.372190952301025391e-01
-2.097279876470565796e-01 -5.256489515304565430e-01
1.392379879951477051e+00 -7.516147494316101074e-01
-6.340344548225402832e-01 1.587214171886444092e-01
3.008746802806854248e-01 -8.149414658546447754e-01
-5.100564479827880859e+00 1.778456449508666992e+00
2.334492355585098267e-01 6.010733842849731445e-01
-8.371631503105163574e-01 -4.414427876472473145e-01
1.720925331115722656e+00 -6.405668258666992188e-01
1.112660318613052368e-01 -4.468475282192230225e-01
1.583778709173202515e-01 6.330141425132751465e-01
3.006771504878997803e-01 1.613536000251770020e+00
1.722435206174850464e-01 -9.402933716773986816e-02
-5.971953868865966797e-01 4.656572937965393066e-01
-1.782488971948623657e-01 2.341066598892211914e-01
1.058795675635337830e-01 -5.419788360595703125e-01
1.978919982910156250e+00 -4.525932073593139648e-01
1.383211255073547363e+00 -4.490974843502044678e-01
-1.264653354883193970e-01 7.624659538269042969e-01
3.458088040351867676e-01 -8.053042739629745483e-02
2.686950862407684326e-01 3.508692383766174316e-01
-1.203544259071350098e+00 -2.247500270605087280e-01
4.791268110275268555e-01 -2.152794122695922852e+00
4.957448840141296387e-01 8.763731718063354492e-01
1.890757121145725250e-02 -3.647223114967346191e-01
