-1.174057602882385254e+00 -5.357850551605224609e+00 -1.343217253684997559e+00 1.171857118606567383e+00
-4.545635282993316650e-01 -2.693017959594726562e+00 6.654112339019775391e+00 -5.673163414001464844e+00
-2.330685853958129883e-01 -1.890951275825500488e+00 -1.597071766853332520e+00 1.327556848526000977e+00
5.190620422363281250e+00 9.137292504310607910e-01 1.292092323303222656e+00 -4.318127036094665527e-01
-1.190433859825134277e+00 -1.254477500915527344e+00 6.449048519134521484e+00 2.137405157089233398e+00
-2.223875001072883606e-02 4.745504379272460938e+00 -2.811298608779907227e+00 -2.955423831939697266e+00
-3.134326934814453125e-01 4.032819569110870361e-01 6.153509616851806641e-01 3.707944229245185852e-02
-7.128264904022216797e-01 -5.055794715881347656e-01 -1.289598107337951660e+00 -9.271036386489868164e-01
-6.453114032745361328e+00 5.579435825347900391e+00 -4.110940933227539062e+00 -1.461151361465454102e+00
6.724882870912551880e-02 -5.927267074584960938e-01 3.594897091388702393e-01 9.503404498100280762e-01
-7.216426849365234375e+00 -5.112770557403564453e+00 -1.042258273810148239e-02 -5.943740844726562500e+00
9.651085734367370605e-02 3.450320243835449219e+00 7.386462688446044922e-01 -8.988429307937622070e-01
3.578034341335296631e-01 -2.963846683502197266e+00 -2.377291202545166016e+00 -6.679291725158691406e+00
5.393196582794189453e+00 -1.311922907829284668e+00 -2.181126832962036133e+00 2.717526912689208984e+00
4.543527603149414062e+00 7.665101885795593262e-01 -1.122234225273132324e+00 1.039893746376037598e+00
-1.708294153213500977e+00 -9.592833518981933594e-01 5.542600154876708984e-01 6.514709949493408203e+00
4.643875598907470703e+00 -2.598978042602539062e+00 -7.518401145935058594e+00 2.716664314270019531e+00
-1.081935763359069824e+00 7.335253238677978516e+00 -4.616508781909942627e-01 -1.854686379432678223e+00
-8.224788308143615723e-01 -1.363971829414367676e+00 -7.430687546730041504e-01 -3.599853515625000000e-01
4.316693305969238281e+00 1.492573857307434082e+00 3.631268739700317383e+00 -6.429908752441406250e+00
-1.693493723869323730e+00 -6.138818860054016113e-01 -1.226582765579223633e+00 -2.552249729633331299e-01
-1.411529064178466797e+00 2.114868402481079102e+00 2.307748794555664062e+00 5.496997833251953125e+00
-1.298669219017028809e+00 -3.188685774803161621e-01 -6.234633326530456543e-01 -3.996934294700622559e-01
1.312970221042633057e-01 -2.058752059936523438e+00 -6.394806385040283203e+00 -3.370431423187255859e+00
-7.022057056427001953e+00 -5.963440895080566406e+00 -4.472108364105224609e+00 7.103938460350036621e-01
-1.577215433120727539e+00 -3.042472600936889648e-01 -1.066860780119895935e-01 6.867652535438537598e-01
-6.424134254455566406e+00 6.114490509033203125e+00 -6.281854629516601562e+00 -4.287500083446502686e-01
3.189477443695068359e+00 9.942182898521423340e-02 -2.783581614494323730e-01 5.405647754669189453e-01
7.505958676338195801e-01 1.319334983825683594e+00 2.275602817535400391e+00 -1.613198518753051758e+00
-4.560495316982269287e-01 2.427222430706024170e-01 -2.470179945230484009e-01 9.188734292984008789e-01
1.026734471321105957e+00 5.495280265808105469e+00 3.572697043418884277e-01 5.940042495727539062e+00
-3.880040347576141357e-01 -6.187872409820556641e+00 1.799456477165222168e+00 -6.534930706024169922e+00
1.269786655902862549e-01 -4.396138489246368408e-01 5.156623840332031250e+00 -2.105376958847045898e+00
-6.918926239013671875e-01 -1.685999512672424316e+00 7.069283485412597656e+00 6.859390735626220703e+00
-2.852279901504516602e+00 1.436993241310119629e+00 -5.929174423217773438e-01 -1.067350149154663086e+00
-1.156744956970214844e+00 -6.292536735534667969e+00 -2.028343200683593750e+00 -7.254346013069152832e-01
6.684817314147949219e+00 6.020005941390991211e-01 -6.303983330726623535e-01 1.673746585845947266e+00
-5.903001427650451660e-01 6.785700917243957520e-01 2.861705064773559570e+00 -3.447612524032592773e-01
4.585534095764160156e+00 9.117172360420227051e-01 3.197856426239013672e+00 -2.926942892372608185e-02
2.050874948501586914e+00 1.907564282417297363e+00 -1.008539199829101562e+00 5.765543460845947266e+00
-2.324059724807739258e+00 5.340743541717529297e+00 -1.019424293190240860e-02 -6.703040003776550293e-01
-6.773090958595275879e-01 5.909078598022460938e+00 7.704536914825439453e-01 4.154367446899414062e-01
-6.193834781646728516e+00 2.981817007064819336e+00 -1.298066258430480957e+00 -6.456017494201660156e-01
-9.801081418991088867e-01 5.171334370970726013e-02 -3.062023222446441650e-01 5.128103494644165039e-01
1.322472810745239258e+00 -4.072940945625305176e-01 -5.085361480712890625e+00 -1.519332289695739746e+00
-1.866917133331298828e+00 -4.578957557678222656e-01 -5.489181876182556152e-01 -2.274541705846786499e-01
-1.366730451583862305e+00 1.277002971619367599e-02 -3.959412872791290283e-01 5.989019274711608887e-01
-8.412956595420837402e-01 -5.228359103202819824e-01 3.618462085723876953e-01 -2.361572265625000000e+00
3.129580616950988770e-01 -5.398868083953857422e+00 2.042597532272338867e+00 2.938629150390625000e+00
6.061804294586181641e+00 -5.106220245361328125e-01 2.327750205993652344e+00 -2.051962375640869141e+00
