1.345211505889892578e+00 1.896746277809143066e+00 6.733331084251403809e-01 3.567861020565032959e-01 -1.534247756004333496e+00 1.655919194221496582e+00 -1.587891876697540283e-01 4.327852427959442139e-01
1.391870021820068359e+00 2.007944285869598389e-01 1.465569734573364258e-01 -1.534291625022888184e+00 -2.513696849346160889e-01 9.147729724645614624e-02 1.187355637550354004e+00 9.763612151145935059e-01
-1.104702353477478027e+00 -6.824918389320373535e-01 7.225809097290039062e-01 -7.028064131736755371e-01 1.640840172767639160e+00 -5.898959636688232422e+00 2.498763054609298706e-01 1.333155393600463867e+00
2.621553242206573486e-01 1.034394264221191406e+00 3.543674468994140625e+00 -6.112539291381835938e+00 -5.072662830352783203e+00 6.468971252441406250e+00 -1.729926586151123047e+00 4.203559875488281250e+00
-4.418510437011718750e+00 4.677616953849792480e-01 -3.582606911659240723e-01 -5.667192935943603516e+00 -5.097241401672363281e-01 5.726354718208312988e-01 5.986012220382690430e-01 -3.995366096496582031e-01
3.171048879623413086e+00 1.302262544631958008e+00 -1.597241878509521484e+00 1.026592850685119629e+00 -2.653748691082000732e-01 -6.394703388214111328e-01 -1.966276288032531738e+00 -4.501103460788726807e-01
-2.595420598983764648e+00 7.912574410438537598e-01 -2.811770915985107422e+00 -1.477020502090454102e+00 -1.655872821807861328e+00 1.003154635429382324e+00 9.257256388664245605e-01 -1.399094820022583008e+00
-5.742926597595214844e+00 -6.688317775726318359e+00 -7.346521615982055664e-01 1.418143868446350098e+00 -5.896514415740966797e+00 -3.206060409545898438e+00 -5.391584038734436035e-01 7.191295176744461060e-02
2.512140750885009766e+00 -4.793557524681091309e-01 -5.418985366821289062e+00 5.314880609512329102e-01 1.177715301513671875e+00 -2.817481994628906250e+00 1.407258629798889160e+00 7.349195480346679688e-01
-5.175986766815185547e+00 -2.208414793014526367e+00 -7.873301506042480469e-01 -6.676095962524414062e+00 2.207512378692626953e+00 1.845433712005615234e-01 6.440796375274658203e+00 1.692299723625183105e+00
2.757223844528198242e+00 2.639059424400329590e-01 3.900257825851440430e+00 2.113783121109008789e+00 3.053812980651855469e+00 -9.332445859909057617e-01 6.337366104125976562e-01 8.972527384757995605e-01
-5.760163784027099609e+00 6.290574073791503906e+00 1.831655383110046387e+00 -2.676174879074096680e+00 -7.871295809745788574e-01 -3.541209697723388672e-01 -1.314821600914001465e+00 -6.976171731948852539e-01
1.306970357894897461e+00 -1.978930681943893433e-01 -4.925920009613037109e+00 -3.970258682966232300e-02 5.890798568725585938e+00 -1.505946874618530273e+00 -9.003241658210754395e-01 -5.392324924468994141e+00
-1.514738559722900391e+00 3.987240791320800781e-01 1.099010467529296875e+00 -1.651635050773620605e+00 1.259091615676879883e+00 8.205540776252746582e-01 2.578619241714477539e+00 -8.403060436248779297e-01
5.027675151824951172e+00 1.789256334304809570e+00 -8.695002794265747070e-01 2.690396070480346680e+00 8.247953653335571289e-01 6.584755778312683105e-01 -1.520680546760559082e+00 -9.452437758445739746e-01
2.501244783401489258e+00 -1.224932789802551270e+00 7.904397845268249512e-01 4.749947071075439453e+00 -1.099186420440673828e+00 -2.403798341751098633e+00 2.246578693389892578e+00 -1.945308089256286621e+00
-2.389972448348999023e+00 -3.662494659423828125e+00 -4.599775314331054688e+00 6.133379459381103516e+00 6.462110042572021484e+00 -2.458026856184005737e-01 8.467076420783996582e-01 2.699050426483154297e+00
2.974084913730621338e-01 6.924958825111389160e-01 6.314099431037902832e-01 2.810475230216979980e-01 1.643334984779357910e+00 8.481590151786804199e-01 -1.018449664115905762e+00 1.903379678726196289e+00
4.504797935485839844e+00 -4.178115844726562500e+00 6.385118961334228516e+00 1.197459459304809570e+00 2.326001077890396118e-01 1.149273037910461426e+00 3.675232172012329102e+00 2.726834535598754883e+00
