-5.178637504577636719e-01 2.878748178482055664e-01 6.176185607910156250e+00
4.077706813812255859e+00 1.056359291076660156e+00 -3.876730427145957947e-02
-9.115194082260131836e-01 -9.093371629714965820e-01 6.424630641937255859e+00
6.023615837097167969e+00 1.041387081146240234e+00 -5.433024406433105469e+00
9.654179960489273071e-02 -3.686957657337188721e-01 -1.394044756889343262e-01
-3.373199999332427979e-01 1.077098488807678223e+00 3.740719258785247803e-01
5.547717586159706116e-02 1.885514497756958008e+00 6.233742833137512207e-02
1.991080194711685181e-01 3.300042152404785156e-01 9.043344259262084961e-01
-2.057425975799560547e+00 -1.406195759773254395e+00 -5.331351161003112793e-01
1.334323763847351074e+00 3.068450450897216797e+00 1.685600399971008301e+00
-4.910168051719665527e-01 -1.703483760356903076e-01 -3.389414399862289429e-02
-4.675799608230590820e-02 1.597428321838378906e+00 -6.069588661193847656e+00
6.671530008316040039e-01 1.105666041374206543e+00 1.302054047584533691e+00
4.490780353546142578e+00 -2.314998865127563477e+00 6.523860454559326172e+00
4.673537254333496094e+00 -9.336737990379333496e-01 5.824359655380249023e-01
1.681699156761169434e-01 -5.069854736328125000e+00 -1.933879964053630829e-02
-1.340434420853853226e-03 -5.447040557861328125e+00 5.226934432983398438e+00
-6.020818710327148438e+00 6.931474208831787109e+00 -1.582283258438110352e+00
1.305707991123199463e-01 -2.463005632162094116e-01 5.045627951622009277e-01
1.095323562622070312e+00 3.922110557556152344e+00 -1.706204891204833984e+00
-4.581324100494384766e+00 -7.557273507118225098e-01 1.468342244625091553e-01
-4.101081192493438721e-01 6.400693655014038086e-01 -2.750703096389770508e-01
-8.163348436355590820e-01 -5.670830607414245605e-01 -2.496697306632995605e-01
3.680390119552612305e-01 -1.747563108801841736e-02 5.371239185333251953e-01
-1.949265480041503906e+00 -1.696879506111145020e+00 1.534111618995666504e+00
-6.006038784980773926e-01 -2.398349046707153320e+00 1.183070763945579529e-01
-6.242822647094726562e+00 -5.677063465118408203e+00 3.305899798870086670e-01
7.724223732948303223e-01 4.983463138341903687e-02 3.591335415840148926e-01
2.345838308334350586e+00 6.979691028594970703e+00 -5.064840793609619141e+00
7.222604155540466309e-01 -2.569707036018371582e-01 7.511452436447143555e-01
8.088439702987670898e-02 7.921398162841796875e+00 2.098754644393920898e-01
-6.422072649002075195e-01 -8.702021837234497070e-02 1.926033198833465576e-01
6.836776733398437500e+00 8.090752363204956055e-01 -6.308885097503662109e+00
1.353386044502258301e+00 -5.057215690612792969e-01 2.564335763454437256e-01
-1.816173553466796875e+00 -3.557106554508209229e-01 -2.625582218170166016e-01
3.432472050189971924e-02 -4.506479740142822266e+00 3.419290184974670410e-01
6.637908935546875000e+00 -3.054153360426425934e-02 1.804545760154724121e+00
-3.086718916893005371e-01 2.599942386150360107e-01 -1.078774809837341309e+00
1.447577714920043945e+00 2.096585184335708618e-01 4.303000271320343018e-01
1.289302706718444824e+00 -8.427141308784484863e-01 4.001547396183013916e-01
-4.672877788543701172e+00 1.341992974281311035e+00 -3.653308629989624023e+00
-5.536046624183654785e-01 -5.325787067413330078e+00 -6.166056156158447266e+00
-6.358735561370849609e+00 -5.174539089202880859e+00 -5.688191890716552734e+00
-3.269572854042053223e-01 1.012883901596069336e+00 4.651132225990295410e-01
9.600986838340759277e-01 1.656350851058959961e+00 1.982496976852416992e+00
-8.024239540100097656e-01 -8.300765752792358398e-01 -1.182536408305168152e-01
-5.951574325561523438e+00 4.635897636413574219e+00 7.397903919219970703e+00
-9.375004172325134277e-01 1.872551441192626953e+00 3.614180088043212891e-01
1.902228236198425293e+00 1.413173675537109375e-01 7.327230572700500488e-01
5.361773490905761719e+00 1.292456865310668945e+00 1.195203736424446106e-01
