-2.705228567123413086e+00 2.735260248184204102e+00 2.832535505294799805e+00 3.536453247070312500e+00 3.183926641941070557e-01 -9.078605771064758301e-01 -2.581408023834228516e+00 -3.096302747726440430e+00 9.280105233192443848e-01 -4.385850131511688232e-01 1.227801918983459473e+00 1.599435806274414062e+00 -2.410003423690795898e+00 -2.571444399654865265e-02 2.079178333282470703e+00 2.978203058242797852e+00 1.625004261732101440e-01 1.833957195281982422e+00 -6.453408002853393555e-01 -2.375258684158325195e+00 2.805728912353515625e-01 1.149160146713256836e+00 -3.041352748870849609e+00 2.648630857467651367e+00 -6.861404776573181152e-01 -8.388999104499816895e-01 3.772213220596313477e+00 -8.040050417184829712e-02 -1.301690787076950073e-01 -1.879420131444931030e-01 -5.393980816006660461e-02 -2.936872720718383789e+00 -1.453284978866577148e+00 -1.260924339294433594e-01 3.342527866363525391e+00 -9.859674572944641113e-01 4.675802290439605713e-01 -3.061463356018066406e+00 -2.563747882843017578e+00 1.534294009208679199e+00 -6.352583765983581543e-01 -5.066885799169540405e-02 -1.220501422882080078e+00 -1.383281707763671875e+00 -3.737023174762725830e-01 -3.904888391494750977e+00 -1.682569622993469238e+00 -1.449003696441650391e+00 -8.940890431404113770e-02 -1.184883475303649902e+00 2.592744588851928711e+00 -2.384683936834335327e-01 1.658715963363647461e+00
1.127990245819091797e+00 1.532630205154418945e+00 -2.085345983505249023e+00 1.151395082473754883e+00 1.408887952566146851e-01 6.578232049942016602e-01 -8.273246884346008301e-01 -2.547400295734405518e-01 3.129085540771484375e+00 -4.553155899047851562e+00 1.806833982467651367e+00 8.601886630058288574e-01 -1.015916347503662109e+00 3.072203159332275391e+00 2.053420543670654297e+00 -2.028998136520385742e+00 -8.019035458564758301e-01 2.139684110879898071e-01 -2.105216503143310547e+00 -1.502796411514282227e+00 8.905091881752014160e-01 1.873201727867126465e+00 1.297012686729431152e+00 -4.839096963405609131e-01 -3.166955471038818359e+00 -2.297263860702514648e+00 1.512607812881469727e+00 2.220652103424072266e+00 -1.300708293914794922e+00 7.753536105155944824e-01 2.983484029769897461e+00 1.453894853591918945e+00 -2.490209817886352539e+00 -1.805392861366271973e+00 -2.054027318954467773e+00 -1.932920336723327637e+00 9.462465047836303711e-01 3.381609916687011719e+00 4.015413522720336914e-01 -1.448904573917388916e-01 -2.704904794692993164e+00 1.013623714447021484e+00 -3.229769706726074219e+00 -2.959591627120971680e+00 -1.999794960021972656e+00 -3.335966825485229492e+00 3.613550662994384766e-01 -2.346596717834472656e+00 1.288674235343933105e+00 5.268234014511108398e-01 9.170564413070678711e-01 -7.974201440811157227e-01 1.013473868370056152e+00
4.383020401000976562e-01 -1.843529582023620605e+00 8.438727259635925293e-01 -1.045549988746643066e+00 3.252366930246353149e-02 -1.010476469993591309e+00 6.288532614707946777e-01 -2.482223659753799438e-01 -3.810563087463378906e+00 3.347560644149780273e+00 2.421790838241577148e+00 -2.257370710372924805e+00 6.484545767307281494e-02 2.039804697036743164e+00 3.776064515113830566e-01 1.826764822006225586e+00 -6.386672854423522949e-01 -9.117555618286132812e-01 -9.452173709869384766e-01 -6.443700790405273438e-01 2.376687049865722656e+00 1.051306352019309998e-01 -1.942097306251525879e+00 -7.802244424819946289e-01 3.355383634567260742e+00 -2.678041458129882812e+00 2.450518608093261719e+00 1.385086297988891602e+00 -5.010015368461608887e-01 1.232972979545593262e+00 -4.344508349895477295e-01 1.513219833374023438e+00 -2.307746410369873047e+00 6.912220120429992676e-01 -3.533785104751586914e+00 3.539284467697143555e+00 -1.184273719787597656e+00 1.799619674682617188e+00 -3.043399453163146973e-01 1.861672520637512207e+00 -3.866129875183105469e+00 -4.310413360595703125e+00 -4.146769344806671143e-01 3.170958995819091797e+00 1.319406270980834961e+00 1.099678054451942444e-01 3.855935931205749512e-01 1.329151868820190430e+00 -2.726192235946655273e+00 -1.072875380516052246e+00 6.271722912788391113e-01 5.967268943786621094e-01 1.336005926132202148e+00
-4.517539501190185547e+00 1.574634671211242676e+00 -2.461998939514160156e+00 -1.887623667716979980e-01 -9.229329824447631836e-01 7.182335257530212402e-01 1.380022406578063965e+00 8.103522658348083496e-01 8.223161101341247559e-01 -1.293533921241760254e+00 -3.862031400203704834e-01 -1.496716141700744629e+00 -1.461157202720642090e-01 2.565132141113281250e+00 4.482788443565368652e-01 5.004231333732604980e-01 -1.734266281127929688e-01 2.345967739820480347e-01 2.585673332214355469e-01 -4.052328765392303467e-01 1.262561202049255371e+00 4.271738052368164062e+00 3.892608404159545898e+00 -1.171740651130676270e+00 2.138661384582519531e+00 -2.721999406814575195e+00 -3.419761955738067627e-01 9.069033265113830566e-01 2.403514623641967773e+00 2.721212506294250488e-01 9.172907471656799316e-01 5.923854112625122070e-01 -1.161309957504272461e+00 2.500228404998779297e+00 1.483011364936828613e+00 -2.957509040832519531e+00 -2.426068305969238281e+00 -1.473980665206909180e+00 1.417655110359191895e+00 -2.641587972640991211e+00 -8.992296457290649414e-01 -7.740694284439086914e-01 -1.824753582477569580e-01 2.382910400629043579e-01 -2.184473991394042969e+00 -1.417583465576171875e+00 2.870563030242919922e+00 -2.461524248123168945e+00 -9.459999799728393555e-01 3.454779386520385742e-01 -1.559613227844238281e+00 4.425450325012207031e+00 -3.221659898757934570e+00
1.896118164062500000e+00 5.029532313346862793e-02 1.304876804351806641e-01 -1.498649358749389648e+00 3.488307476043701172e+00 3.648958921432495117e+00 1.504991769790649414e+00 3.161334991455078125e+00 -1.005475044250488281e+00 5.239614248275756836e-01 -1.479202806949615479e-01 2.523289203643798828e+00 -1.157680392265319824e+00 2.482980251312255859e+00 -3.158446788787841797e+00 -6.231305599212646484e-01 -5.776458978652954102e-01 2.338468283414840698e-01 1.739156544208526611e-01 -2.171500205993652344e+00 1.019813537597656250e+00 -5.590119361877441406e-01 -8.680061101913452148e-01 1.181590080261230469e+00 3.491227149963378906e+00 3.325323760509490967e-01 7.949184179306030273e-01 1.503916501998901367e+00 -1.399556249380111694e-01 -6.409759521484375000e-01 6.723804473876953125e-01 -7.708505988121032715e-01 2.256699055433273315e-01 1.176892876625061035e+00 5.776671227067708969e-03 -2.927112102508544922e+00 -1.981163263320922852e+00 -1.019056141376495361e-01 4.139004230499267578e+00 -2.281846761703491211e+00 -4.160397946834564209e-01 -1.285123348236083984e+00 -1.713848829269409180e+00 -8.886584043502807617e-01 1.691448241472244263e-01 3.820057213306427002e-01 -9.988218545913696289e-01 6.169944405555725098e-01 -8.084000945091247559e-01 -2.447160720825195312e+00 -4.745666027069091797e+00 1.583625793457031250e+00 -2.330172061920166016e+00
8.858140110969543457e-01 1.741372197866439819e-01 7.526086568832397461e-01 -3.296124458312988281e+00 -1.014218572527170181e-02 -3.588055670261383057e-01 1.239201664924621582e+00 3.008950471878051758e+00 -2.387670516967773438e+00 2.407629013061523438e+00 5.455229431390762329e-02 1.062296271324157715e+00 -1.169968008995056152e+00 -3.396032154560089111e-01 -1.600102305412292480e+00 1.691450595855712891e+00 -2.887564182281494141e+00 -3.298897266387939453e+00 3.502764225006103516e+00 -3.181032657623291016e+00 -3.522192478179931641e+00 -9.757577776908874512e-01 1.091652154922485352e+00 -1.369373321533203125e+00 -9.521115571260452271e-02 2.609932899475097656e+00 5.035450458526611328e-01 2.869446516036987305e+00 6.244438886642456055e-01 1.543550610542297363e+00 -3.301726341247558594e+00 -3.798716068267822266e-01 -2.685970306396484375e+00 7.641770243644714355e-01 -3.067503273487091064e-01 2.326624631881713867e+00 1.038608431816101074e+00 6.128898262977600098e-01 6.663408279418945312e-01 -2.663333892822265625e+00 -1.257621049880981445e-01 1.892689704895019531e+00 -2.317584455013275146e-01 1.702872872352600098e+00 5.744018033146858215e-02 1.659516572952270508e+00 3.418845176696777344e+00 -9.624777436256408691e-01 1.505120158195495605e+00 -7.503260970115661621e-01 -1.823676705360412598e+00 7.575579881668090820e-01 3.167945146560668945e+00
2.369104146957397461e+00 -4.749767780303955078e+00 2.306102037429809570e+00 2.255534172058105469e+00 -1.780011458322405815e-03 -4.615157246589660645e-01 -7.524458169937133789e-01 3.469628810882568359e+00 1.282785892486572266e+00 -2.903857231140136719e-01 -5.461689233779907227e-01 -4.003773331642150879e-01 -9.907082319259643555e-01 2.239668369293212891e+00 4.860858246684074402e-02 -2.465956449508666992e+00 8.776410818099975586e-01 -5.232630372047424316e-01 1.785135984420776367e+00 -3.307119369506835938e+00 3.128105103969573975e-01 2.899869345128536224e-02 -2.560362517833709717e-01 -6.931960582733154297e-01 2.557875633239746094e+00 -3.294624090194702148e+00 1.863818168640136719e+00 2.861673831939697266e+00 2.937479734420776367e+00 1.411091923713684082e+00 3.978867232799530029e-01 1.283886671066284180e+00 3.225032985210418701e-01 2.050339221954345703e+00 3.021289825439453125e+00 -2.745240628719329834e-01 6.221785545349121094e-01 -4.475763812661170959e-02 2.002314031124114990e-01 4.258936405181884766e+00 -1.362763524055480957e+00 1.497957855463027954e-01 4.222401380538940430e-01 1.903620481491088867e+00 -4.324150085449218750e+00 -1.628232717514038086e+00 1.589745044708251953e+00 -1.756014525890350342e-01 1.125613808631896973e+00 3.468954265117645264e-01 9.896522164344787598e-01 -1.220732033252716064e-01 2.636468410491943359e+00
2.337558746337890625e+00 -4.240797460079193115e-01 1.188535332679748535e+00 7.317938804626464844e-01 -2.860322237014770508e+00 -5.210757851600646973e-01 1.445761561393737793e+00 -3.404337644577026367e+00 9.084922075271606445e-01 1.221995353698730469e-01 -5.646428465843200684e-01 -5.285564064979553223e-01 -5.592775940895080566e-01 1.276707172393798828e+00 4.634501338005065918e-01 3.363013267517089844e+00 -3.767760470509529114e-02 -2.414360523223876953e+00 -1.076056957244873047e+00 -1.156814396381378174e-01 -1.458642840385437012e+00 2.046174526214599609e+00 2.511741399765014648e+00 -2.385329008102416992e-01 1.458761692047119141e+00 -8.262093067169189453e-01 1.223115682601928711e+00 -2.841947793960571289e+00 4.103261530399322510e-01 -1.706416606903076172e+00 2.833479166030883789e+00 -3.585957288742065430e+00 -3.087058067321777344e+00 3.913031578063964844e+00 5.057620406150817871e-01 3.873797655105590820e+00 2.125451564788818359e+00 -7.416983246803283691e-01 -3.120808601379394531e+00 -9.506810903549194336e-01 -4.698552787303924561e-01 2.155338823795318604e-01 -9.838390946388244629e-01 -1.082157015800476074e+00 2.739153802394866943e-01 -1.503612160682678223e+00 7.988578677177429199e-01 9.579222202301025391e-01 6.971408426761627197e-02 1.090009137988090515e-02 -1.584603905677795410e+00 1.637047529220581055e+00 2.739805936813354492e+00
1.379033088684082031e+00 -1.448063731193542480e+00 -1.217963218688964844e+00 1.799817085266113281e+00 1.691587328910827637e+00 -7.874197363853454590e-01 -3.344645738601684570e+00 -1.133535981178283691e+00 2.488098144531250000e+00 6.113445162773132324e-01 3.947948515415191650e-01 -8.850727677345275879e-01 1.482350111007690430e+00 2.632337331771850586e+00 8.159550428390502930e-01 1.950279712677001953e+00 2.407035589218139648e+00 2.280809402465820312e+00 6.947561353445053101e-02 -2.163545608520507812e+00 -4.083958148956298828e+00 -3.155436217784881592e-01 -2.828133821487426758e+00 1.654337644577026367e+00 1.059814810752868652e+00 3.649476289749145508e+00 -2.915940999984741211e+00 -2.962914228439331055e+00 -4.209369719028472900e-01 -2.660745859146118164e+00 1.063490986824035645e+00 -1.282871723175048828e+00 9.183549880981445312e-01 -3.897430300712585449e-01 1.682314395904541016e+00 -2.730279922485351562e+00 -1.412413358688354492e+00 2.043864488601684570e+00 -1.312901452183723450e-02 1.116146370768547058e-01 6.068674325942993164e-01 -3.997465670108795166e-01 1.765425324440002441e+00 1.870716214179992676e+00 4.600517153739929199e-01 3.178117573261260986e-01 -1.396087527275085449e+00 3.706304788589477539e+00 -1.737985014915466309e+00 -2.352469921112060547e+00 1.870639085769653320e+00 -3.481771230697631836e+00 1.692110598087310791e-01
-2.123738050460815430e+00 -1.580180883407592773e+00 -7.371743321418762207e-01 -6.908205896615982056e-02 2.810510635375976562e+00 -1.772473812103271484e+00 -3.922105431556701660e-01 1.929231643676757812e+00 -2.489538788795471191e-01 3.923358917236328125e-01 8.615702390670776367e-01 -1.194093823432922363e+00 1.856842398643493652e+00 9.514442086219787598e-01 1.634923815727233887e-01 -2.156322956085205078e+00 -1.705687761306762695e+00 -2.141197681427001953e+00 3.440454304218292236e-01 5.740447640419006348e-01 -2.182817935943603516e+00 1.721665263175964355e+00 -9.295398592948913574e-01 7.613070607185363770e-01 1.641615629196166992e+00 -6.933849304914474487e-02 2.467432498931884766e+00 2.572770357131958008e+00 -3.398363590240478516e-01 -3.593192338943481445e+00 1.723125278949737549e-01 3.365092754364013672e+00 -2.686743497848510742e+00 -3.011199474334716797e+00 1.179143428802490234e+00 3.913148880004882812e+00 -3.132268667221069336e+00 -1.241230964660644531e+00 4.507621228694915771e-01 2.633866965770721436e-01 -1.302641153335571289e+00 1.503858804702758789e+00 -1.486484527587890625e+00 2.466028451919555664e+00 -3.850406885147094727e+00 6.372100710868835449e-01 -1.073306441307067871e+00 -5.724301338195800781e-01 1.778938651084899902e+00 1.015670299530029297e+00 7.728441357612609863e-01 4.907631397247314453e+00 -2.065870523452758789e+00
