6.150730609893798828e+00 -1.154774951934814453e+01 -2.790143728256225586e+00 5.312817096710205078e-01 9.234300613403320312e+00 6.554160118103027344e+00 3.918860197067260742e+00 3.154234170913696289e+00 4.637887001037597656e+00 1.689629554748535156e+00 -6.510330677032470703e+00 -6.614443778991699219e+00 2.417788267135620117e+00 -3.046559095382690430e+00 -9.408244132995605469e+00 -5.908776283264160156e+00 -5.787833213806152344e+00 -9.289675354957580566e-01 -6.021488666534423828e+00 -4.762946605682373047e+00
-6.971197128295898438e+00 1.535875082015991211e+00 -9.148196220397949219e+00 2.952723503112792969e+00 5.974902629852294922e+00 3.302106142044067383e+00 7.700399160385131836e-01 3.526467323303222656e+00 2.482322931289672852e+00 3.180753231048583984e+00 4.014741897583007812e+00 7.872055768966674805e-01 2.106342554092407227e+00 -9.124531745910644531e+00 -1.033032608032226562e+01 -1.225353527069091797e+01 -6.543918251991271973e-01 5.457376003265380859e+00 -2.903516530990600586e+00 -9.992930412292480469e+00
2.197256326675415039e+00 -1.446022891998291016e+01 2.266124010086059570e+00 -1.456944108009338379e+00 -2.362306356430053711e+00 -5.562305927276611328e+00 8.830095291137695312e+00 3.279691696166992188e+00 3.627407073974609375e+00 -5.128417968750000000e+00 -6.476283073425292969e-01 5.055658817291259766e-01 6.569830417633056641e+00 -3.368188858032226562e+00 -2.491101264953613281e+00 -8.011499404907226562e+00 3.994094133377075195e+00 9.341853857040405273e-01 -4.530922412872314453e+00 -5.587859630584716797e+00
-3.259702682495117188e+00 5.547486782073974609e+00 1.998034596443176270e+00 7.965031266212463379e-02 4.472992897033691406e+00 -9.607373237609863281e+00 -3.982489705085754395e-01 1.045448780059814453e+01 4.299067974090576172e+00 -3.615389823913574219e+00 4.068696498870849609e+00 1.663892507553100586e+00 1.839595913887023926e+00 2.568510293960571289e+00 -2.173157930374145508e+00 -1.279255580902099609e+01 6.231261491775512695e-01 -1.261838722229003906e+01 4.019886553287506104e-01 -9.694721221923828125e+00
7.602228164672851562e+00 -2.792039155960083008e+00 -1.479017639160156250e+01 3.699102878570556641e+00 4.399657726287841797e+00 1.482261419296264648e+00 2.163014173507690430e+00 1.836881279945373535e+00 6.588279724121093750e+00 -1.001196575164794922e+01 -3.145183324813842773e+00 -2.148180484771728516e+00 1.442028641700744629e+00 -8.649743080139160156e+00 1.298604369163513184e+00 -1.047484111785888672e+01 -1.694312214851379395e+00 7.237796306610107422e+00 -3.335330724716186523e+00 -4.761647224426269531e+00
9.748561978340148926e-01 3.025316715240478516e+00 5.220171928405761719e+00 6.081892967224121094e+00 4.712266921997070312e+00 2.434967994689941406e+00 -1.875172615051269531e+00 6.808162689208984375e+00 8.275177955627441406e+00 -8.368649482727050781e+00 -6.412611007690429688e+00 -4.231181621551513672e+00 9.601685404777526855e-01 -3.670822143554687500e+00 -1.328539562225341797e+01 -7.040663719177246094e+00 1.261661171913146973e+00 -1.943817615509033203e+00 -6.742515563964843750e+00 -9.985487937927246094e+00
-1.193414020538330078e+01 2.275285959243774414e+00 -4.156427860260009766e+00 3.347952842712402344e+00 1.177484035491943359e+00 -2.005089521408081055e+00 9.427434802055358887e-01 2.238922595977783203e+00 9.446756243705749512e-01 2.164449453353881836e+00 -1.033330249786376953e+01 -9.533353805541992188e+00 1.164740467071533203e+01 -7.409973740577697754e-01 1.533735275268554688e+00 -5.014569759368896484e+00 3.902389049530029297e+00 -2.839452326297760010e-01 -6.919527530670166016e+00 -7.326900959014892578e+00
-1.871217370033264160e+00 2.233278155326843262e-01 2.668313503265380859e+00 -3.911970615386962891e+00 -5.793155670166015625e+00 -5.963032841682434082e-01 7.048241138458251953e+00 1.043421649932861328e+01 7.991938114166259766e+00 -3.478833913803100586e+00 -9.240543365478515625e+00 -1.436663985252380371e+00 -2.346240282058715820e+00 -6.102459907531738281e+00 -3.395693778991699219e+00 -7.135839939117431641e+00 -2.874710261821746826e-01 -4.521580696105957031e+00 -8.530739784240722656e+00 -2.647280216217041016e+00
-2.381602048873901367e+00 7.533983707427978516e+00 7.499916553497314453e-01 -8.528163909912109375e+00 -3.493307828903198242e+00 8.871847152709960938e+00 1.635970830917358398e+00 2.552948713302612305e+00 1.095342636108398438e+00 -6.729908943176269531e+00 -8.029150009155273438e+00 -1.705507785081863403e-01 8.161742210388183594e+00 -4.222974777221679688e+00 -7.193429470062255859e+00 -6.635059356689453125e+00 9.047143161296844482e-03 -1.360944390296936035e+00 6.015811562538146973e-01 -1.146791362762451172e+01
-6.909117221832275391e+00 -5.785911560058593750e+00 6.909907460212707520e-01 1.101058840751647949e+00 4.400249004364013672e+00 -8.276632308959960938e+00 4.915279865264892578e+00 5.941079139709472656e+00 2.918139219284057617e+00 -4.130362510681152344e+00 3.613515615463256836e+00 1.178469777107238770e+00 8.273026466369628906e+00 -1.811373472213745117e+00 -1.091924285888671875e+01 -3.056036233901977539e+00 -2.536615848541259766e+00 -2.501728057861328125e+00 -3.334959745407104492e+00 -1.022708797454833984e+01
-1.559969425201416016e+00 1.549479514360427856e-01 -4.418268203735351562e+00 8.831474781036376953e-01 -5.950695991516113281e+00 -3.662634134292602539e+00 8.317964553833007812e+00 7.825812816619873047e+00 1.852016806602478027e+00 -7.294390678405761719e+00 1.309962987899780273e+00 -6.401452064514160156e+00 3.796916723251342773e+00 -4.175376892089843750e+00 5.123765468597412109e-01 -1.153091716766357422e+01 1.000996208190917969e+01 -1.783911943435668945e+00 -3.769404172897338867e+00 -2.561015605926513672e+00
5.984300613403320312e+00 2.237637996673583984e+00 -9.400461196899414062e+00 -2.547929286956787109e+00 2.540558338165283203e+00 4.944941699504852295e-01 1.353620886802673340e-01 3.013743877410888672e+00 -7.306472659111022949e-01 4.957240104675292969e+00 -8.781340599060058594e+00 -2.164484500885009766e+00 5.532112598419189453e+00 4.204415798187255859e+00 -6.897931575775146484e+00 -8.621031761169433594e+00 -6.576191782951354980e-01 2.737274885177612305e+00 -1.474634647369384766e+01 -1.692429542541503906e+00
