-6.751816868782043457e-01 2.556225776672363281e+00 4.753763675689697266e-01 -2.196768671274185181e-01 -2.369816005229949951e-01 2.527940034866333008e+00 3.476267814636230469e+00 9.305282831192016602e-01 3.269263982772827148e+00 -1.414695143699645996e+00
4.982132911682128906e-01 3.555313110351562500e+00 -6.467472314834594727e-01 -2.457358092069625854e-01 -1.064145565032958984e+00 4.832163453102111816e-01 -7.698219269514083862e-02 -7.198185920715332031e-01 8.167552947998046875e-01 -3.724140167236328125e+00
-2.361577510833740234e+00 -4.202124595642089844e+00 6.852372288703918457e-01 -2.599966049194335938e+00 -1.030734300613403320e+00 2.084852457046508789e+00 3.486398458480834961e-01 1.907083392143249512e+00 6.900770124047994614e-03 -2.136481404304504395e-01
-9.566209316253662109e-01 2.909945249557495117e-01 1.597063899040222168e+00 1.752304196357727051e+00 -4.573254585266113281e-01 1.105140969157218933e-01 4.473622322082519531e+00 1.670268535614013672e+00 -3.189261257648468018e-01 1.614661812782287598e-01
3.062999725341796875e+00 2.370396852493286133e+00 1.168019026517868042e-01 -1.806237101554870605e-01 1.349269151687622070e+00 1.151191592216491699e-01 4.134708404541015625e+00 -1.501569747924804688e-01 2.615881204605102539e+00 7.838795781135559082e-01
-9.978681206703186035e-01 8.228620141744613647e-02 -8.389287590980529785e-01 4.149885475635528564e-01 1.542442202568054199e+00 1.371219992637634277e+00 3.928099155426025391e+00 4.264152526855468750e+00 -2.570064067840576172e+00 2.002120167016983032e-01
-2.994323253631591797e+00 8.564524650573730469e-01 1.860808372497558594e+00 4.131564140319824219e+00 -8.116413950920104980e-01 -1.221954107284545898e+00 -2.040662288665771484e+00 8.032009601593017578e-01 4.489118576049804688e+00 4.698022902011871338e-01
-2.872495889663696289e+00 1.512474179267883301e+00 -2.197757363319396973e-01 -1.097425580024719238e+00 -1.322665929794311523e+00 -2.569313645362854004e-01 -3.345129728317260742e+00 -1.154157400131225586e+00 -9.941208362579345703e-01 -6.648947000503540039e-01
2.719623565673828125e+00 -7.268291898071765900e-03 2.384057790040969849e-01 -3.498143553733825684e-01 -3.874499797821044922e-01 2.828799724578857422e+00 -2.925974130630493164e+00 -1.688230037689208984e+00 -1.371464133262634277e-01 1.078391551971435547e+00
-1.252142548561096191e+00 -1.046286344528198242e+00 -2.109987258911132812e+00 4.231833934783935547e+00 -7.540225386619567871e-01 8.973392844200134277e-01 -2.306056499481201172e+00 -2.086403846740722656e+00 -3.318979740142822266e+00 -8.923773169517517090e-01
-4.042464494705200195e-01 -1.058983683586120605e+00 1.130433797836303711e+00 3.310935497283935547e+00 1.625537991523742676e+00 -6.549727916717529297e-02 -4.603105485439300537e-01 -1.737886309623718262e+00 -6.251674890518188477e-01 -1.273934006690979004e+00
2.720974683761596680e+00 -3.368763327598571777e-01 -2.735781669616699219e-01 -3.355664491653442383e+00 3.605592727661132812e+00 1.152649879455566406e+00 -3.478597640991210938e+00 -3.451526165008544922e+00 -1.038770794868469238e+00 -3.737549304962158203e+00
-4.447035491466522217e-01 2.158389091491699219e-01 -3.080179452896118164e+00 6.828536391258239746e-01 -1.609316110610961914e+00 5.818961858749389648e-01 -1.404726386070251465e+00 -2.401237010955810547e+00 -2.829260110855102539e+00 -9.383441209793090820e-01
2.301303386688232422e+00 -1.437285304069519043e+00 -3.770876824855804443e-01 -4.635999798774719238e-01 2.759456157684326172e+00 3.015670061111450195e+00 1.854070663452148438e+00 -1.119400635361671448e-01 -2.184250831604003906e+00 -2.922690510749816895e-01
8.942466974258422852e-01 6.205012202262878418e-01 3.554906606674194336e+00 -4.451498389244079590e-01 -7.714477777481079102e-01 -3.349074423313140869e-01 -1.847694754600524902e+00 9.819727540016174316e-01 2.541306972503662109e+00 4.781157016754150391e+00
4.733264446258544922e-02 -2.579502575099468231e-02 -1.680445551872253418e+00 1.148007869720458984e+00 6.641657948493957520e-01 1.212466135621070862e-01 -9.910859465599060059e-01 -2.629877567291259766e+00 4.050350189208984375e+00 7.375912070274353027e-01
1.968003392219543457e+00 -3.413460254669189453e-01 1.138548851013183594e+00 3.480836153030395508e+00 4.955720603466033936e-01 6.930128484964370728e-02 1.249265819787979126e-01 1.759046167135238647e-01 3.173885941505432129e-01 4.809930622577667236e-01
1.333417177200317383e+00 2.842204332351684570e+00 1.550304293632507324e-01 -4.421559810638427734e+00 -8.672465682029724121e-01 -2.847909927368164062e-01 -4.991886913776397705e-01 2.198935598134994507e-01 -4.922180175781250000e-01 -1.598272770643234253e-01
3.106099367141723633e+00 -1.887592971324920654e-01 5.546282529830932617e-01 6.808533072471618652e-01 -7.681335806846618652e-01 -1.423025727272033691e-01 -1.904876828193664551e-01 4.124257564544677734e-01 1.252668976783752441e+00 1.690699815750122070e+00
3.211419582366943359e+00 -4.367340803146362305e-01 2.566301822662353516e+00 -7.413430809974670410e-01 -1.029341816902160645e-01 -2.275377064943313599e-01 6.282526999711990356e-02 9.130388498306274414e-01 -9.631413817405700684e-01 5.236943721771240234e+00
-2.757872819900512695e+00 -3.071435213088989258e+00 1.572103738784790039e+00 5.799823403358459473e-01 1.678330153226852417e-01 1.047590970993041992e+00 -8.034284412860870361e-02 4.900670349597930908e-01 1.563275575637817383e+00 -1.199707150459289551e+00
1.139785766601562500e+00 -1.296358585357666016e+00 1.971581131219863892e-01 6.081556677818298340e-01 3.639108240604400635e-01 -2.173573970794677734e+00 -7.620164752006530762e-01 3.942993640899658203e+00 -1.608924746513366699e+00 -1.514734745025634766e+00
-2.771310091018676758e+00 -1.584827303886413574e-01 -1.603918075561523438e+00 -3.356391191482543945e+00 -3.331674575805664062e+00 -4.894230365753173828e-01 -1.883013695478439331e-01 1.068832278251647949e+00 1.459956884384155273e+00 -5.857443213462829590e-01
