1.532482385635375977e+00 4.695964813232421875e+00 -2.452254533767700195e+00 -4.005696773529052734e+00 -5.699771046638488770e-01 -3.997939825057983398e+00 3.427779674530029297e+00 1.926725983619689941e+00 -4.630331516265869141e+00 -5.996149063110351562e+00 -1.558820724487304688e+00 -6.103695631027221680e-01 5.625599622726440430e-01 -1.108215928077697754e+00 -1.720802426338195801e+00 -4.462653994560241699e-01 2.043696641921997070e+00 2.173671722412109375e+00 9.970842003822326660e-01 3.140670061111450195e-01 1.081981658935546875e+00 -6.200050711631774902e-01 2.678243398666381836e+00 -2.175990581512451172e+00 2.460664749145507812e+00 -7.725831270217895508e-01 3.805307865142822266e+00 -1.251457929611206055e+00 3.095777273178100586e+00 -3.101181507110595703e+00 -5.851102828979492188e+00 -2.910508394241333008e+00 -1.232276558876037598e+00 -1.706088900566101074e+00 3.070995330810546875e+00 -1.072838902473449707e-01 1.940164685249328613e+00 -2.216668367385864258e+00 7.255039811134338379e-01 2.193156242370605469e+00 -1.397921204566955566e+00 -2.042900085449218750e+00 -1.533648729324340820e+00 -3.095936536788940430e+00 -9.627278447151184082e-01
-1.056727886199951172e+00 -9.105879664421081543e-01 -3.320461034774780273e+00 -3.211245298385620117e+00 -2.571253299713134766e+00 -7.174499630928039551e-01 4.287971973419189453e+00 -3.406659364700317383e+00 -2.117232084274291992e+00 -4.508866786956787109e+00 -3.146125793457031250e+00 -3.067597150802612305e+00 2.565874576568603516e+00 -8.536430597305297852e-01 1.458789467811584473e+00 1.002877116203308105e+00 1.609883546829223633e+00 6.217204570770263672e+00 1.691228985786437988e+00 3.345723390579223633e+00 1.091047048568725586e+00 -2.301272392272949219e+00 2.271469980478286743e-01 -1.279783368110656738e+00 -3.950750589370727539e+00 4.265973865985870361e-01 -2.193131893873214722e-01 2.854402922093868256e-02 1.019364237785339355e+00 2.136051416397094727e+00 -3.583004236221313477e+00 -8.884255290031433105e-01 4.301451742649078369e-01 1.785944819450378418e+00 5.804532170295715332e-01 8.784518390893936157e-02 -5.294987201690673828e+00 1.046197533607482910e+00 -7.814732193946838379e-01 4.525323867797851562e+00 -4.808756709098815918e-01 -3.756693601608276367e+00 -8.775991387665271759e-03 1.590309143066406250e+00 -4.925050258636474609e+00
2.741973400115966797e+00 1.258165985345840454e-01 -4.699330806732177734e+00 -7.200303077697753906e-01 -5.043308258056640625e+00 -2.308638334274291992e+00 -1.730022281408309937e-01 1.058158159255981445e+00 1.800496578216552734e+00 -3.104896068572998047e+00 -6.123236656188964844e+00 -9.745267219841480255e-03 5.116238594055175781e-01 -8.661956787109375000e-01 9.531977772712707520e-01 1.446668744087219238e+00 -1.343413591384887695e+00 -8.007031679153442383e-01 2.459761381149291992e+00 -3.844789266586303711e-01 -2.561251640319824219e+00 2.880873441696166992e+00 -1.150296568870544434e+00 -3.299474954605102539e+00 1.662293314933776855e+00 -3.499211788177490234e+00 1.250725150108337402e+00 -2.367002367973327637e-01 4.689951896667480469e+00 -5.650078058242797852e-01 -3.310642480850219727e+00 -2.366607666015625000e+00 1.777968883514404297e+00 -4.910068809986114502e-01 6.950146198272705078e+00 -1.861094117164611816e+00 1.369142532348632812e+00 2.050206184387207031e+00 1.999440550804138184e+00 -2.001344203948974609e+00 6.907864809036254883e-01 -5.965782642364501953e+00 -1.442319989204406738e+00 1.190529108047485352e+00 -2.708515644073486328e+00
-3.075021743774414062e+00 -6.688131093978881836e-01 -1.363193035125732422e+00 1.922867655754089355e+00 -3.409731388092041016e-01 -5.438681602478027344e+00 3.722595930099487305e+00 1.635391950607299805e+00 -3.683994770050048828e+00 -1.096170663833618164e+00 9.301260709762573242e-01 -3.438733816146850586e-01 -2.390652894973754883e+00 2.067203760147094727e+00 1.105444192886352539e+00 -7.159227728843688965e-01 2.050661802291870117e+00 3.013116717338562012e-01 3.191105127334594727e+00 3.837395429611206055e+00 2.623152732849121094e+00 2.374527454376220703e+00 1.020733714103698730e+00 -3.274114131927490234e+00 -3.544154167175292969e+00 -5.708544731140136719e+00 2.748670578002929688e+00 6.636219024658203125e-01 2.580946445465087891e+00 -2.675522327423095703e+00 -4.440824985504150391e+00 2.520398378372192383e+00 1.926995515823364258e+00 -4.250579833984375000e+00 -6.098217368125915527e-01 -1.501235127449035645e+00 7.588428854942321777e-01 3.075959205627441406e+00 -2.814619243144989014e-01 -2.024650335311889648e+00 -3.198190450668334961e+00 6.781091690063476562e-01 -1.678349256515502930e+00 -4.293192863464355469e+00 -3.528493404388427734e+00
1.887586712837219238e+00 1.391932487487792969e+00 -1.366217136383056641e+00 -2.579184293746948242e+00 -7.567661404609680176e-01 -1.479189157485961914e+00 4.330514430999755859e+00 -1.307538628578186035e+00 -7.931783795356750488e-01 2.230971097946166992e+00 -3.775277376174926758e+00 -3.341130495071411133e+00 -3.884652376174926758e+00 3.911041021347045898e+00 -4.284228980541229248e-01 7.892820835113525391e-01 4.513196349143981934e-01 -5.912400484085083008e-01 1.823597073554992676e+00 5.262213706970214844e+00 7.260260581970214844e-01 -4.716790199279785156e+00 -1.258523464202880859e+00 -5.617485046386718750e+00 -1.051846295595169067e-01 -2.847426414489746094e+00 7.896960377693176270e-01 -1.175226449966430664e+00 3.465700626373291016e+00 3.952082633972167969e+00 -3.058333158493041992e+00 -1.490889430046081543e+00 -3.485719263553619385e-01 7.781317830085754395e-01 -1.780064344406127930e+00 -2.753684997558593750e+00 2.343479990959167480e-01 1.612083435058593750e+00 -3.078240156173706055e+00 -2.368225574493408203e+00 -2.910403490066528320e+00 -1.505561947822570801e+00 4.636994361877441406e+00 4.849141836166381836e-01 -2.184616565704345703e+00
-1.748844146728515625e+00 1.531211256980895996e+00 -4.820361614227294922e+00 -2.017751216888427734e+00 -1.645765662193298340e+00 -5.272664070129394531e+00 2.112581253051757812e+00 -2.804503917694091797e+00 -1.435959815979003906e+00 -7.401433467864990234e+00 2.103611230850219727e+00 -2.889144897460937500e+00 -7.647952437400817871e-02 -3.943016290664672852e+00 -1.035519361495971680e+00 -4.942482471466064453e+00 1.692103981971740723e+00 2.003096818923950195e+00 2.510410308837890625e+00 3.482591152191162109e+00 1.619828939437866211e+00 2.327086210250854492e+00 1.794480085372924805e+00 3.790566325187683105e-01 3.243458271026611328e+00 -2.128262281417846680e+00 -1.146945431828498840e-01 2.175724029541015625e+00 -2.223761081695556641e+00 2.291770696640014648e+00 -2.532077074050903320e+00 -5.890517830848693848e-01 4.610823690891265869e-01 -2.873528718948364258e+00 -9.185104966163635254e-01 -2.810012102127075195e+00 2.245534658432006836e+00 -6.896084547042846680e-01 1.941865205764770508e+00 1.544150590896606445e+00 3.315344810485839844e+00 -3.699598312377929688e+00 -1.646079182624816895e+00 2.949248313903808594e+00 -6.325422525405883789e-01
-2.145302534103393555e+00 -7.008969187736511230e-01 -1.997527956962585449e+00 2.897768497467041016e+00 9.200033545494079590e-01 -6.291384696960449219e-01 7.501153945922851562e-01 -1.338289618492126465e+00 -6.503529071807861328e+00 -1.974950551986694336e+00 -2.183820724487304688e+00 -4.522165954113006592e-01 4.454473495483398438e+00 -3.067347764968872070e+00 -2.291144847869873047e+00 3.450904130935668945e+00 -2.813082635402679443e-01 3.684715330600738525e-01 3.471462249755859375e+00 2.676076292991638184e-01 4.225586652755737305e-01 -1.624050021171569824e+00 -2.227734327316284180e+00 -2.472612142562866211e+00 4.218629598617553711e-01 1.595902919769287109e+00 1.105467677116394043e+00 -1.267483234405517578e+00 4.420273780822753906e+00 1.129776358604431152e+00 -1.964566469192504883e+00 -6.173210144042968750e-01 4.543790817260742188e-01 -5.771286964416503906e+00 -7.188293337821960449e-01 -2.667263746261596680e+00 2.458806991577148438e+00 -1.544986605644226074e+00 3.842233896255493164e+00 -2.157460451126098633e+00 -5.376557111740112305e-01 -1.483461976051330566e+00 4.492519855499267578e+00 -2.210374355316162109e+00 -4.182904243469238281e+00
-7.482010722160339355e-01 2.641889810562133789e+00 -2.994255542755126953e+00 2.160340070724487305e+00 -5.968611240386962891e+00 -2.253696680068969727e+00 6.868194341659545898e-01 1.723064661026000977e+00 -9.857558608055114746e-01 -6.081715822219848633e-01 -4.146691799163818359e+00 -3.762359544634819031e-02 -6.339623928070068359e-01 -1.909528732299804688e+00 9.130067229270935059e-01 -2.299368679523468018e-01 1.638547778129577637e+00 -3.656255602836608887e-01 3.729263305664062500e+00 2.143830299377441406e+00 5.145854949951171875e+00 -3.541449546813964844e+00 3.177034616470336914e+00 8.950752615928649902e-01 -1.822951287031173706e-01 1.684150218963623047e+00 -1.387045741081237793e+00 -1.780303716659545898e+00 3.741712808609008789e+00 1.836996912956237793e+00 -3.465995073318481445e+00 7.221193611621856689e-02 2.246164083480834961e+00 -8.844594955444335938e-01 -2.927370548248291016e+00 -5.420450210571289062e+00 -3.656860589981079102e+00 7.656047344207763672e-01 1.526182889938354492e+00 -2.955902099609375000e+00 -5.792178630828857422e+00 -2.993570566177368164e+00 -2.118134737014770508e+00 4.868669211864471436e-01 2.011108636856079102e+00
-2.307021856307983398e+00 -2.591602087020874023e+00 -4.465832710266113281e+00 2.721072196960449219e+00 -6.675892472267150879e-01 5.276467800140380859e-01 -2.688687801361083984e+00 9.778199791908264160e-01 -6.172028183937072754e-01 -2.737907171249389648e-01 -2.287602186203002930e+00 -1.241750359535217285e+00 -4.188301086425781250e+00 -1.949886918067932129e+00 2.372547686100006104e-01 -2.359050661325454712e-01 1.704208493232727051e+00 2.035123586654663086e+00 -8.112635016441345215e-01 1.231512308120727539e+00 -1.783019542694091797e+00 -6.787801384925842285e-01 -4.033533096313476562e+00 -4.029460430145263672e+00 3.006205797195434570e+00 -2.337582349777221680e+00 1.617824309505522251e-03 3.228719711303710938e+00 2.790240049362182617e+00 -1.359887599945068359e+00 -5.545814990997314453e+00 2.767098188400268555e+00 1.985826730728149414e+00 1.677505016326904297e+00 -1.485866069793701172e+00 -1.261635780334472656e+00 1.641050130128860474e-01 5.890390872955322266e+00 2.402390956878662109e+00 -1.541135668754577637e+00 -1.491840779781341553e-01 -2.472048521041870117e+00 -1.680673956871032715e-01 4.073660373687744141e+00 -3.714026927947998047e+00
3.724249303340911865e-01 -1.394221782684326172e+00 -1.605563759803771973e+00 7.277611494064331055e-01 -1.811570167541503906e+00 -4.231557846069335938e-01 2.054225683212280273e+00 -1.093419194221496582e+00 2.155986130237579346e-01 -7.920909523963928223e-01 9.750009179115295410e-01 4.415579736232757568e-01 2.596878111362457275e-01 -1.096414923667907715e+00 -2.631721019744873047e+00 -2.516383826732635498e-01 3.323752880096435547e+00 5.426731109619140625e+00 2.953962802886962891e+00 2.108832120895385742e+00 -2.463442087173461914e+00 1.027961373329162598e+00 1.578431010246276855e+00 -4.833268523216247559e-01 1.417082309722900391e+00 -2.527148723602294922e+00 1.481945991516113281e+00 -6.022718548774719238e-01 4.869383335113525391e+00 -2.682986021041870117e+00 -2.529211044311523438e+00 -3.572210073471069336e+00 -2.436020970344543457e-01 2.289113998413085938e+00 -6.370766639709472656e+00 -2.418749570846557617e+00 3.713396787643432617e+00 -1.483314633369445801e-01 -4.656103134155273438e+00 -1.281046628952026367e+00 1.661245226860046387e+00 -7.513539791107177734e+00 -2.278886318206787109e+00 -7.720919251441955566e-01 -4.425770759582519531e+00
