1.897811174392700195e+00 -2.544099092483520508e+00 -4.829056739807128906e+00 -5.942485332489013672e+00 3.690469026565551758e+00 -4.325541257858276367e-01 -8.808653950691223145e-01 -2.916833162307739258e+00 9.568364143371582031e+00 -2.079717874526977539e+00 -8.793262839317321777e-01 -1.549589157104492188e+00 -1.188385367393493652e+00 -4.583548545837402344e+00 -1.548516988754272461e+00 -7.330430984497070312e+00 -6.239776015281677246e-01 -2.603581190109252930e+00 3.128041267395019531e+00 1.312764763832092285e+00 -3.159370183944702148e+00 -8.266185760498046875e+00 2.318892002105712891e+00 1.610705137252807617e+00 -7.795411944389343262e-01 4.754978179931640625e+00 -7.176269292831420898e-01 -8.518041610717773438e+00 -4.187847137451171875e+00 6.521188735961914062e+00
-5.787640571594238281e+00 1.646703034639358521e-01 -1.044787693023681641e+01 8.588900566101074219e-01 5.926054477691650391e+00 6.985068798065185547e+00 9.110813736915588379e-01 2.650369405746459961e+00 4.906817913055419922e+00 -4.356330871582031250e+00 -7.330284595489501953e+00 2.064405918121337891e+00 -2.530148194637149572e-04 -4.054714202880859375e+00 -4.255210399627685547e+00 2.796881675720214844e+00 1.004171133041381836e+00 -2.497685700654983521e-01 7.472477853298187256e-02 -3.772449731826782227e+00 -1.764768600463867188e+00 -6.928571701049804688e+00 -2.569871664047241211e+00 -1.088471770286560059e+00 2.625298023223876953e+00 3.107896327972412109e+00 -6.182188987731933594e+00 3.509467363357543945e+00 -2.367434501647949219e+00 5.234112739562988281e+00
7.911922931671142578e+00 -7.336683273315429688e+00 -1.087524127960205078e+01 -1.806790828704833984e+00 3.738153457641601562e+00 -1.015446543693542480e+00 -3.091332197189331055e+00 1.476063370704650879e+00 5.662507534027099609e+00 2.306253910064697266e+00 -3.430481910705566406e+00 1.234091877937316895e+00 -9.398854970932006836e-01 -3.490049600601196289e+00 -3.369925975799560547e+00 1.945075869560241699e+00 5.392238140106201172e+00 -4.684141159057617188e+00 -2.187473297119140625e+00 -4.459979534149169922e+00 7.620900273323059082e-01 -9.686153411865234375e+00 -2.894055843353271484e+00 -7.571046948432922363e-01 -3.349140405654907227e+00 2.101041316986083984e+00 9.486335515975952148e-02 -3.002470016479492188e+00 2.258384943008422852e+00 5.460518360137939453e+00
3.849123477935791016e+00 -2.169171124696731567e-01 -3.792138099670410156e+00 -1.728178262710571289e+00 1.461215615272521973e+00 6.682997345924377441e-01 5.709214210510253906e+00 -1.360068656504154205e-02 6.597325801849365234e+00 -4.369179248809814453e+00 4.441048502922058105e-01 4.415362358093261719e+00 -2.773008584976196289e+00 -3.343636989593505859e+00 3.260461330413818359e+00 -7.045733332633972168e-01 -3.017825841903686523e+00 8.307250738143920898e-01 3.566949844360351562e+00 -3.498624086380004883e+00 -1.090568637847900391e+01 -2.377960920333862305e+00 -5.409426689147949219e+00 -6.111965179443359375e+00 -3.136588335037231445e+00 6.538830757141113281e+00 5.812075138092041016e+00 -1.259892225265502930e+00 -1.048679256439208984e+01 -1.442624568939208984e+00
2.017827481031417847e-01 -4.229201793670654297e+00 -2.299141645431518555e+00 -2.014417648315429688e+00 3.242439031600952148e+00 -5.707590103149414062e+00 -4.573097229003906250e+00 -3.033926725387573242e+00 9.697401046752929688e+00 4.003206253051757812e+00 5.260918736457824707e-01 -2.045397758483886719e+00 -6.593226909637451172e+00 1.896922469139099121e+00 -2.812119245529174805e+00 -3.361726999282836914e-01 -5.697133541107177734e+00 -3.655404090881347656e+00 2.329274654388427734e+00 -3.765891194343566895e-01 -3.294896364212036133e+00 -7.159107685089111328e+00 5.214046955108642578e+00 -5.310520648956298828e+00 1.515936493873596191e+00 4.806681871414184570e-01 -1.908304333686828613e+00 7.309111118316650391e+00 -1.365717887878417969e+00 3.026467323303222656e+00
4.485115051269531250e+00 -5.541775226593017578e+00 -1.073366832733154297e+01 9.643029570579528809e-01 7.347367405891418457e-01 9.159448623657226562e+00 -5.153312683105468750e+00 -3.655821681022644043e-01 3.348026752471923828e+00 4.614530563354492188e+00 3.165372610092163086e+00 1.555942654609680176e+00 2.119966030120849609e+00 2.145101308822631836e+00 -7.722199440002441406e+00 -2.539077997207641602e+00 -3.503466367721557617e+00 1.837358593940734863e+00 -2.742051124572753906e+00 -2.782672405242919922e+00 5.006299495697021484e+00 -8.284845352172851562e+00 1.488098740577697754e+00 -5.369286060333251953e+00 1.485183238983154297e+00 -3.405999422073364258e+00 -6.986480951309204102e-01 -4.789005756378173828e+00 -1.823922991752624512e+00 1.400804996490478516e+00
4.791324615478515625e+00 -2.076826095581054688e+00 1.874683618545532227e+00 1.494345784187316895e+00 3.169351339340209961e+00 -5.493547916412353516e-01 -4.194156825542449951e-01 3.686069011688232422e+00 1.912460923194885254e+00 3.711893081665039062e+00 8.339988708496093750e+00 -1.853324532508850098e+00 -3.189194202423095703e-01 -3.221811056137084961e+00 -3.605078697204589844e+00 -2.999442338943481445e+00 -3.306055545806884766e+00 3.373752832412719727e-01 -3.123020172119140625e+00 -6.470379352569580078e+00 -8.113240242004394531e+00 -9.231503486633300781e+00 3.228253364562988281e+00 -3.751271963119506836e+00 -6.212600708007812500e+00 -1.260753035545349121e+00 -2.080857038497924805e+00 9.938177466392517090e-01 -3.648705005645751953e+00 3.530775308609008789e+00
5.006901621818542480e-01 -9.047243595123291016e-01 -6.715116977691650391e+00 -1.347526431083679199e+00 3.725947856903076172e+00 -2.256763875484466553e-01 4.406578838825225830e-01 3.374174594879150391e+00 6.276458263397216797e+00 -3.224776983261108398e+00 4.881680011749267578e+00 -6.266333460807800293e-01 -6.079859137535095215e-01 -7.167336940765380859e+00 -5.205761909484863281e+00 5.114735960960388184e-01 1.536420106887817383e+00 6.485434055328369141e+00 -5.264861583709716797e+00 -1.723868727684020996e+00 -7.418793678283691406e+00 -4.017745971679687500e+00 -9.351397752761840820e-01 -8.241793513298034668e-01 -8.076869010925292969e+00 -5.946958065032958984e-01 -3.129406929016113281e+00 -2.717169284820556641e+00 3.767210721969604492e+00 5.523276805877685547e+00
-2.662026405334472656e+00 2.359163045883178711e+00 -4.447430610656738281e+00 3.722108364105224609e+00 2.524304151535034180e+00 6.472256183624267578e+00 -4.989893734455108643e-01 -6.022908210754394531e+00 3.915239810943603516e+00 3.092843770980834961e+00 1.024864673614501953e+00 -8.962035179138183594e-01 -5.264576435089111328e+00 -3.561854362487792969e+00 -8.977617025375366211e-01 -7.012782573699951172e+00 -2.841867446899414062e+00 -1.998579978942871094e+00 5.545261859893798828e+00 1.145277738571166992e+00 -3.865668296813964844e+00 -2.644959211349487305e+00 -8.252539634704589844e+00 -2.843094825744628906e+00 -6.126235961914062500e+00 3.415117263793945312e+00 -6.945826530456542969e+00 -3.104491718113422394e-02 8.727698922157287598e-01 5.693347454071044922e+00
5.525486946105957031e+00 -6.916530132293701172e+00 3.706718981266021729e-01 -3.094464302062988281e+00 -2.818563938140869141e+00 -3.249046325683593750e+00 -2.399101495742797852e+00 -3.145748004317283630e-02 3.765226602554321289e+00 7.572207450866699219e-01 -4.855528831481933594e+00 1.865507960319519043e-01 -1.593446254730224609e+00 -2.377744674682617188e+00 -8.611680984497070312e+00 -3.449548244476318359e+00 -1.392255723476409912e-01 1.271015167236328125e+01 1.842633724212646484e+00 6.740917563438415527e-01 -6.476042270660400391e-01 -7.150374412536621094e+00 -3.599551200866699219e+00 -2.483043909072875977e+00 -1.279372453689575195e+00 3.986705064773559570e+00 -1.983254313468933105e+00 -1.437039256095886230e+00 1.202330589294433594e+00 7.405633926391601562e-01
