4.898979485566356575e-03,3.709447398198280343e-02,2.939387691339810996e-02,1.599999999999997258e-02,1.019803902718557920e-02,4.000000000000003553e-03,4.000000000000003553e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.898979485566360044e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-03,3.969886648255841616e-02,2.315167380558044372e-02,3.487119154832538093e-02,3.611094017053555899e-02,2.966479394838263117e-02,1.939071942966529710e-02,1.356465996625054807e-02,8.000000000000007105e-03,1.720465053408526748e-02,7.483314773547889397e-03,8.000000000000007105e-03,4.898979485566360044e-03,4.898979485566360044e-03,8.000000000000007105e-03,4.898979485566360044e-03,4.000000000000003553e-03,4.898979485566360044e-03,0.000000000000000000e+00,4.000000000000003553e-03
0.000000000000000000e+00,1.200000000000000198e-02,2.638181191654584076e-02,2.653299832284320217e-02,7.183313998427190428e-02,4.833218389437829443e-02,3.286335345030995392e-02,1.720465053408523279e-02,3.878143885933061502e-02,1.854723699099142253e-02,2.332380757938118734e-02,1.356465996625054807e-02,9.797958971132720088e-03,1.326649916142161149e-02,4.898979485566360044e-03,7.483314773547889397e-03,9.797958971132721823e-03,4.000000000000003553e-03,4.898979485566360044e-03,4.898979485566360911e-03
0.000000000000000000e+00,4.000000000000000083e-03,2.315167380558045065e-02,1.356465996625054113e-02,5.564171097297421903e-02,4.833218389437829443e-02,3.709447398198280343e-02,2.244994432064366732e-02,2.154065922853799081e-02,8.000000000000007105e-03,1.095445115010333127e-02,1.095445115010333301e-02,9.797958971132720088e-03,1.939071942966533180e-02,4.000000000000004420e-03,8.000000000000007105e-03,6.324555320336763993e-03,4.000000000000003553e-03,8.000000000000007105e-03,8.000000000000007105e-03
0.000000000000000000e+00,0.000000000000000000e+00,4.898979485566355707e-03,2.653299832284319523e-02,4.270831300812525516e-02,5.344155686354955942e-02,1.673320053068152319e-02,3.655133376499416359e-02,2.416609194718914028e-02,8.000000000000007105e-03,1.673320053068148502e-02,1.549193338482968314e-02,8.944271909999166464e-03,7.483314773547889397e-03,1.356465996625054980e-02,8.000000000000007105e-03,4.000000000000003553e-03,8.000000000000007105e-03,4.898979485566360911e-03,8.944271909999166464e-03
0.000000000000000000e+00,0.000000000000000000e+00,4.898979485566355707e-03,2.059126028197400329e-02,4.498888751680796272e-02,2.925747767665557580e-02,3.059411708155673412e-02,3.666060555964670981e-02,1.356465996625054807e-02,2.449489742783175772e-02,2.039607805437111676e-02,1.624807680927193437e-02,1.019803902718557920e-02,7.483314773547889397e-03,8.000000000000007105e-03,4.000000000000003553e-03,1.356465996625054807e-02,0.000000000000000000e+00,8.000000000000007105e-03,4.898979485566360911e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.326649916142160282e-02,3.162277660168379134e-02,3.136877428271625523e-02,3.286335345030994698e-02,1.019803902718557920e-02,4.841487374764080753e-02,2.870540018881462957e-02,1.999999999999997613e-02,9.797958971132720088e-03,9.797958971132720088e-03,7.483314773547889397e-03,1.166190378969061102e-02,4.898979485566360044e-03,7.483314773547889397e-03,4.898979485566360044e-03,4.000000000000003553e-03,8.000000000000007105e-03
0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000083e-03,1.496662954709576665e-02,4.409081537009720830e-02,5.782732917920384991e-02,2.481934729198169431e-02,3.346640106136299780e-02,2.039607805437112717e-02,2.785677655436822470e-02,1.624807680927193437e-02,2.059126028197402064e-02,7.483314773547889397e-03,7.483314773547889397e-03,4.898979485566360911e-03,4.000000000000003553e-03,8.000000000000007105e-03,4.898979485566360044e-03,4.898979485566360044e-03,4.000000000000003553e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.788854381999831558e-02,3.709447398198281037e-02,4.445222154178573443e-02,5.607138307550476458e-02,2.481934729198168738e-02,1.469693845669908100e-02,1.095445115010333127e-02,1.469693845669908273e-02,1.166190378969061102e-02,8.000000000000007105e-03,4.000000000000004420e-03,8.944271909999166464e-03,9.797958971132720088e-03,4.898979485566360911e-03,4.898979485566360911e-03,4.000000000000003553e-03,4.898979485566360044e-03
0.000000000000000000e+00,0.000000000000000000e+00,4.898979485566356575e-03,8.000000000000000167e-03,3.382306905057552715e-02,3.826225293941797750e-02,4.029888335921975873e-02,3.006659275674578718e-02,1.833030277982333756e-02,1.599999999999996564e-02,1.166190378969061102e-02,1.264911064067352972e-02,7.483314773547889397e-03,1.624807680927193437e-02,1.166190378969061102e-02,8.000000000000007105e-03,4.898979485566360044e-03,4.000000000000003553e-03,8.000000000000007105e-03,4.898979485566360044e-03
