-1.627138614654541016e+00 2.646246433258056641e+00 2.694364786148071289e+00 9.994670748710632324e-01 -7.302691340446472168e-01 -2.515228033065795898e+00 3.671322762966156006e-01 -1.381924271583557129e+00 -2.610827088356018066e-01 7.194702625274658203e-01 6.768063902854919434e-01 -3.377655029296875000e+00 2.376595973968505859e+00 1.548815250396728516e+00 -1.001434445381164551e+00 3.465588986873626709e-01 -8.920408487319946289e-01 -9.808620810508728027e-01 -2.780286788940429688e+00 2.092464447021484375e+00 -3.142601490020751953e+00 -3.469119310379028320e+00 -3.184524536132812500e+00 6.325284838676452637e-01 -9.036515951156616211e-01 1.028185367584228516e+00 7.695155739784240723e-01 -1.922642230987548828e+00 1.369632840156555176e+00 -3.073251724243164062e+00 -1.092774629592895508e+00 -3.236268043518066406e+00 3.566995143890380859e+00 9.155851006507873535e-01 9.891746640205383301e-01 -1.855967640876770020e+00 -8.907625079154968262e-01
-2.633061408996582031e+00 3.662504255771636963e-02 8.353329300880432129e-01 -2.231620073318481445e+00 -1.161215305328369141e+00 2.499918937683105469e+00 -4.257056236267089844e+00 1.597775340080261230e+00 -1.132958412170410156e+00 3.724009096622467041e-01 5.567069053649902344e-01 -1.447185277938842773e+00 2.556280374526977539e+00 -1.529319882392883301e+00 -3.617079496383666992e+00 7.475217580795288086e-01 -1.889846086502075195e+00 -1.778422117233276367e+00 -1.871802330017089844e+00 1.685522556304931641e+00 -1.209499716758728027e+00 -3.633901119232177734e+00 -8.892676830291748047e-01 -2.511132657527923584e-01 1.621102929115295410e+00 -1.467612981796264648e+00 3.209967315196990967e-01 4.391974449157714844e+00 -7.451821565628051758e-01 -2.067436695098876953e+00 1.294175624847412109e+00 -4.571569859981536865e-01 -1.836534976959228516e+00 3.151260375976562500e+00 1.509456396102905273e+00 1.795664429664611816e+00 -1.418644070625305176e+00
-2.304299592971801758e+00 -3.993530511856079102e+00 -2.724767029285430908e-01 -2.479072958230972290e-01 4.227442264556884766e+00 -1.978381037712097168e+00 -1.210690498352050781e+00 2.850975751876831055e+00 -3.738357305526733398e+00 6.405943036079406738e-01 2.012729883193969727e+00 -3.203351497650146484e+00 -7.913833856582641602e-01 1.081468462944030762e+00 2.875822544097900391e+00 -8.351038098335266113e-01 -7.691934108734130859e-01 -2.702486276626586914e+00 -1.175135254859924316e+00 -2.042136669158935547e+00 -2.361567258834838867e+00 -1.376814126968383789e+00 -2.912694931030273438e+00 8.965417146682739258e-01 -1.232335925102233887e+00 2.577578306198120117e+00 4.539074003696441650e-01 -1.632176280021667480e+00 1.096155762672424316e+00 9.892697334289550781e-01 -1.825308203697204590e-01 1.310994982719421387e+00 3.369373381137847900e-01 2.419746875762939453e+00 6.246884465217590332e-01 5.448548793792724609e-01 -2.688720464706420898e+00
-1.939961314201354980e+00 -8.401038050651550293e-01 -5.662093162536621094e-01 -2.377076387405395508e+00 5.164646148681640625e+00 -3.901615381240844727e+00 7.079958915710449219e-01 1.407484769821166992e+00 -2.428579330444335938e+00 9.754734635353088379e-01 2.406036376953125000e+00 -1.074008584022521973e+00 1.002750277519226074e+00 -8.773627877235412598e-01 2.608038425445556641e+00 -3.880538463592529297e+00 -2.496132850646972656e+00 -1.823358893394470215e+00 -1.793563961982727051e+00 2.304262518882751465e-01 -3.449919074773788452e-02 -1.168317914009094238e+00 -8.408405780792236328e-01 6.895135641098022461e-01 -1.236239075660705566e+00 8.009667992591857910e-01 -1.850408673286437988e+00 -1.215480089187622070e+00 3.226150989532470703e+00 5.093619823455810547e-01 -6.732463240623474121e-01 -2.416941225528717041e-01 -5.053038001060485840e-01 2.231379747390747070e+00 -1.396974325180053711e+00 1.456406235694885254e+00 -3.083686351776123047e+00
-2.616974830627441406e+00 -2.224552631378173828e+00 2.912749052047729492e+00 -3.621661424636840820e+00 -4.398925602436065674e-02 -1.093725323677062988e+00 -3.088838577270507812e+00 2.227731704711914062e+00 -2.060672521591186523e+00 2.017696380615234375e+00 -8.959347009658813477e-01 -1.460409402847290039e+00 -4.852496683597564697e-01 -2.144777774810791016e+00 1.309402227401733398e+00 2.274726867675781250e+00 -6.465206742286682129e-01 -2.073427438735961914e+00 1.338467717170715332e+00 -1.994754314422607422e+00 -9.648473262786865234e-01 -1.640098690986633301e+00 -3.119716167449951172e+00 -1.089469194412231445e+00 2.014570951461791992e+00 1.203872323036193848e+00 -6.800252199172973633e-01 -2.802948713302612305e+00 3.679906427860260010e-01 -1.869667023420333862e-01 1.916519999504089355e+00 1.171935439109802246e+00 2.100309371948242188e+00 2.106774806976318359e+00 3.563955783843994141e+00 -1.945554852485656738e+00 -3.392501592636108398e+00
-1.741460680961608887e+00 -3.833099603652954102e+00 -7.396935820579528809e-01 -6.507021784782409668e-01 1.671657443046569824e+00 -8.511682599782943726e-02 -4.370695352554321289e-01 1.832568168640136719e+00 -1.880822539329528809e+00 -9.422793239355087280e-02 -9.358845949172973633e-01 -9.914198517799377441e-01 -2.450783014297485352e+00 7.287093997001647949e-02 -6.900911927223205566e-01 6.931223869323730469e-01 -1.906890049576759338e-02 -1.621101021766662598e+00 -5.385362505912780762e-01 -2.809970140457153320e+00 -1.765946507453918457e+00 -9.327443242073059082e-01 -1.985026836395263672e+00 -1.243618726730346680e+00 1.776310086250305176e+00 1.641869664192199707e+00 5.712307095527648926e-01 4.579876959323883057e-01 -1.688022613525390625e-01 2.015855073928833008e+00 2.485161304473876953e+00 -5.209903120994567871e-01 -1.494377136230468750e+00 1.498960375785827637e+00 3.466389477252960205e-01 -8.773241043090820312e-01 -1.498424053192138672e+00
-1.696264743804931641e+00 1.856648921966552734e+00 2.121205568313598633e+00 -4.948609352111816406e+00 -4.216665402054786682e-02 -1.176317453384399414e+00 -2.553281307220458984e+00 -3.904260993003845215e-01 1.707732379436492920e-01 8.552207350730895996e-01 -1.646585613489151001e-01 8.139661550521850586e-01 1.092139482498168945e+00 -5.101058006286621094e+00 -7.989984750747680664e-01 -1.127940058708190918e+00 -2.947653770446777344e+00 -1.135886311531066895e+00 1.085678458213806152e+00 8.742691874504089355e-01 2.293689727783203125e+00 -1.672015190124511719e-01 -8.621944785118103027e-01 -1.023601412773132324e+00 2.400920152664184570e+00 -1.650868296623229980e+00 -3.280083417892456055e+00 -1.003458499908447266e+00 1.434578776359558105e+00 -8.590327501296997070e-01 1.279695391654968262e+00 -8.455699682235717773e-02 7.072861194610595703e-01 7.807897925376892090e-01 1.834027290344238281e+00 9.127911925315856934e-01 -2.895616292953491211e+00
-1.548747062683105469e+00 9.791930913925170898e-01 2.329293638467788696e-01 -7.655200362205505371e-01 7.685670256614685059e-01 8.817306756973266602e-01 -2.171363592147827148e+00 7.008141279220581055e-01 -2.059373378753662109e+00 -1.751646697521209717e-01 2.414303064346313477e+00 -7.995573282241821289e-01 2.020242929458618164e+00 -1.067627787590026855e+00 -3.006831645965576172e+00 -2.029319763183593750e+00 -2.562801837921142578e+00 -9.768221974372863770e-01 -3.178192377090454102e+00 2.297336101531982422e+00 -7.984965443611145020e-01 -1.752507328987121582e+00 8.895363211631774902e-01 1.130865454673767090e+00 -4.126002192497253418e-01 -2.211750268936157227e+00 -8.857621550559997559e-01 3.908637285232543945e+00 -3.424900472164154053e-01 -2.156223773956298828e+00 -1.607897996902465820e+00 -1.149362802505493164e+00 -2.917773723602294922e+00 1.875173449516296387e+00 -1.660833954811096191e+00 2.161858558654785156e+00 2.913795411586761475e-02
-3.254056930541992188e+00 1.668678283691406250e+00 1.145778417587280273e+00 -1.102126359939575195e+00 1.126781553030014038e-01 -2.107644528150558472e-01 3.850165903568267822e-01 9.346697926521301270e-01 -1.017909169197082520e+00 -1.738577604293823242e+00 -1.173169016838073730e+00 -2.086214542388916016e+00 1.386702537536621094e+00 -8.441785573959350586e-01 -2.048313617706298828e+00 -3.817371129989624023e-01 -6.459889411926269531e-01 -3.553138017654418945e+00 -8.040797114372253418e-01 7.455264925956726074e-01 -2.092479705810546875e+00 -3.549231767654418945e+00 -3.751518487930297852e+00 -2.307036399841308594e+00 4.717825889587402344e+00 9.952930808067321777e-01 -3.440814018249511719e-01 2.107353687286376953e+00 1.435378432273864746e+00 5.271651148796081543e-01 4.642841339111328125e+00 -4.550150871276855469e+00 3.494678437709808350e-01 2.901543855667114258e+00 -1.178990975022315979e-01 1.031467318534851074e+00 -2.069211483001708984e+00
-2.064388990402221680e+00 1.997850418090820312e+00 1.457476854324340820e+00 -5.685786008834838867e-01 -6.617567539215087891e-01 6.109990924596786499e-02 -2.715539455413818359e+00 2.151275873184204102e+00 -3.563641071319580078e+00 -2.421667337417602539e+00 2.909263610839843750e+00 -2.366605520248413086e+00 2.508981704711914062e+00 -1.444443911314010620e-01 4.113089561462402344e+00 -2.129384517669677734e+00 2.646044790744781494e-01 -3.570669651031494141e+00 4.607177376747131348e-01 7.070258259773254395e-01 -2.266391038894653320e+00 -2.569684028625488281e+00 -2.748980522155761719e+00 1.758468747138977051e+00 -1.019583106040954590e+00 -1.191137671470642090e+00 -1.585432052612304688e+00 -1.498451232910156250e+00 6.473263353109359741e-02 -3.409967899322509766e+00 -2.157516956329345703e+00 1.474457383155822754e+00 2.418317556381225586e+00 3.986882567405700684e-01 1.067972302436828613e+00 3.076327323913574219e+00 -1.484368324279785156e+00
