2.093519210815429688e+01 -1.689905738830566406e+01 -3.964875221252441406e+00 1.514413833618164062e+00 2.494654417037963867e+00 4.036618232727050781e+00 -2.433726692199707031e+01
4.668169975280761719e+00 4.211686134338378906e+00 -9.475312232971191406e+00 2.407560348510742188e+00 5.116439342498779297e+00 -6.121788501739501953e+00 2.801131963729858398e+00
-1.609033584594726562e+01 -4.979649066925048828e+00 1.870579528808593750e+01 -1.055999755859375000e+01 9.841634750366210938e+00 2.518740177154541016e+00 -1.915335297584533691e+00
-4.355633735656738281e+00 -2.887071037292480469e+01 1.180206871032714844e+01 -5.476846218109130859e+00 -3.911778926849365234e+00 8.626116752624511719e+00 -1.057361412048339844e+01
-4.769567966461181641e+00 5.043964982032775879e-01 -6.667041778564453125e+00 4.134749412536621094e+00 3.558065414428710938e+00 1.300008773803710938e+01 -2.219913673400878906e+01
-6.253920555114746094e+00 -1.906681632995605469e+01 1.062826156616210938e+01 1.268569087982177734e+01 -2.106875228881835938e+01 -1.397124958038330078e+01 -1.268013858795166016e+01
2.327123403549194336e+00 -1.754223823547363281e+01 -7.359725475311279297e+00 4.450093269348144531e+00 -1.805527687072753906e+01 1.411413574218750000e+01 1.504057502746582031e+01
-2.506587982177734375e+00 -2.084055662155151367e+00 1.086631584167480469e+01 -1.132296562194824219e+01 -1.013045597076416016e+01 7.316262245178222656e+00 -8.568169593811035156e+00
1.383283233642578125e+01 7.175823211669921875e+00 -2.343118667602539062e+01 -8.891596794128417969e+00 -5.542788982391357422e+00 -3.125082969665527344e+00 2.089487266540527344e+01
-6.449643135070800781e+00 -1.677536392211914062e+01 -4.814629554748535156e+00 -1.359367561340332031e+01 1.653953552246093750e+01 -6.560790538787841797e-01 4.962266445159912109e+00
-1.936772727966308594e+01 -7.561213970184326172e+00 -6.856057167053222656e+00 1.101757812500000000e+01 1.193751049041748047e+01 5.056687831878662109e+00 4.209733009338378906e+00
-2.659396886825561523e+00 -1.061022663116455078e+01 -1.421911525726318359e+01 -1.176584529876708984e+01 1.648442649841308594e+01 7.526365280151367188e+00 -1.021908664703369141e+01
