-4.696765422821044922e+00 4.078466072678565979e-02 1.054630279541015625e-01 2.664974212646484375e+00 4.484642982482910156e+00 -1.176986336708068848e+00 2.085736751556396484e+00 1.437166452407836914e+00 -1.070381045341491699e+00 -7.325212955474853516e-01 -2.116115570068359375e+00 6.833589076995849609e-01 -2.094409704208374023e+00 1.962947249412536621e-01 1.769968271255493164e+00 -1.838828474283218384e-01 1.341635465621948242e+00 -4.780585765838623047e+00 -4.923598766326904297e+00 3.002044200897216797e+00 -3.795011043548583984e+00 3.850510358810424805e+00 -1.627214431762695312e+00 3.500328958034515381e-01 -4.936043262481689453e+00
9.076141715049743652e-01 -2.572318077087402344e+00 -9.298439621925354004e-01 9.644373059272766113e-01 2.968868970870971680e+00 4.587340652942657471e-01 -1.403162240982055664e+00 -4.847210407257080078e+00 -1.682647943496704102e+00 -4.110553741455078125e+00 -3.472276687622070312e+00 1.681626915931701660e+00 -4.034368515014648438e+00 4.882964611053466797e+00 -2.006007432937622070e-01 3.273362398147583008e+00 1.177490711212158203e+00 -3.679830551147460938e+00 -3.555609941482543945e+00 -1.074994087219238281e+00 3.374912500381469727e+00 -8.691302537918090820e-01 -2.786203026771545410e-01 8.416425585746765137e-01 -3.342270374298095703e+00
4.004216194152832031e-02 1.336274504661560059e+00 -5.094669818878173828e+00 -1.482958078384399414e+00 9.702636599540710449e-01 -1.140376687049865723e+00 4.037708759307861328e+00 -2.547559499740600586e+00 -1.927961468696594238e+00 -1.288353800773620605e+00 -1.754039645195007324e+00 -2.185675859451293945e+00 -3.941815376281738281e+00 2.415012717247009277e-01 1.829938530921936035e+00 -1.325893402099609375e-01 3.409301757812500000e+00 -3.063765764236450195e+00 -2.976074695587158203e+00 1.185520410537719727e+00 -2.146389484405517578e+00 -1.533079981803894043e+00 4.096049785614013672e+00 1.178902864456176758e+00 -3.040390729904174805e+00
2.166205883026123047e+00 -1.517692804336547852e+00 3.275729343295097351e-02 4.290686130523681641e+00 3.064739227294921875e+00 2.629136800765991211e+00 8.422653675079345703e-01 4.041140526533126831e-02 -6.501478195190429688e+00 -2.488862276077270508e+00 -8.976188898086547852e-01 -1.841306567192077637e+00 2.211687088012695312e+00 -1.192147493362426758e+00 4.057126522064208984e+00 -1.423376560211181641e+00 -3.420163393020629883e+00 -4.490641593933105469e+00 -2.965015411376953125e+00 8.461385369300842285e-01 -1.425153732299804688e+00 2.596008062362670898e+00 -1.846747040748596191e+00 -2.392097711563110352e+00 -3.279994487762451172e+00
-1.338020205497741699e+00 2.870441377162933350e-01 8.018897771835327148e-01 2.109891414642333984e+00 -4.112714529037475586e-01 -1.970878720283508301e+00 -4.305536746978759766e+00 2.066598176956176758e+00 3.411330938339233398e+00 -4.113537311553955078e+00 -1.942176699638366699e+00 -3.163494467735290527e-01 5.179963260889053345e-02 -1.460675358772277832e+00 -7.915546894073486328e-01 3.525105416774749756e-01 1.191759824752807617e+00 -3.514633178710937500e+00 -2.870305538177490234e+00 1.189662218093872070e+00 -2.458291292190551758e+00 3.806797266006469727e-01 -1.637673377990722656e+00 3.737768888473510742e+00 -3.430358886718750000e+00
1.353023290634155273e+00 -1.526185154914855957e+00 -4.351779937744140625e+00 -9.402284622192382812e-01 -9.699084609746932983e-02 -1.370016932487487793e-01 -1.166974067687988281e+00 -3.788593769073486328e+00 -1.931312680244445801e+00 -4.284925937652587891e+00 -3.109123706817626953e+00 -8.674557805061340332e-01 -3.648224472999572754e-01 3.242932081222534180e+00 1.336989283561706543e+00 3.182048559188842773e+00 2.411238431930541992e+00 -2.442791461944580078e+00 -1.725031852722167969e+00 -2.377367496490478516e+00 2.372832536697387695e+00 -3.166037321090698242e+00 2.097298383712768555e+00 4.310091435909271240e-01 -2.062330722808837891e+00
-4.266497611999511719e+00 -2.705693721771240234e+00 1.257720947265625000e+00 6.023233532905578613e-01 5.477641105651855469e+00 -1.355672478675842285e+00 1.501620173454284668e+00 -1.860655903816223145e+00 -2.313079357147216797e+00 -5.520129799842834473e-01 -2.626639366149902344e+00 2.222659111022949219e+00 -2.964816808700561523e+00 2.945060491561889648e+00 3.172973692417144775e-01 5.700764656066894531e-01 4.074456095695495605e-01 -2.462153196334838867e+00 -2.805097818374633789e+00 9.782319664955139160e-01 -7.829217314720153809e-01 2.439393758773803711e+00 -2.770517110824584961e+00 -2.078661203384399414e+00 -2.916226863861083984e+00
3.018892288208007812e+00 2.299798011779785156e+00 -3.541536092758178711e+00 2.867830038070678711e+00 -2.271314620971679688e+00 2.292585849761962891e+00 -1.989360809326171875e+00 4.260918870568275452e-02 -3.719478845596313477e-01 -4.606763839721679688e+00 -9.833991527557373047e-01 -4.223805904388427734e+00 1.780502200126647949e+00 -1.436124563217163086e+00 1.853812694549560547e+00 1.320299386978149414e+00 6.627680063247680664e-01 -4.453846931457519531e+00 -3.282849550247192383e+00 1.178854107856750488e+00 -1.782367944717407227e+00 -9.476262927055358887e-01 5.481193065643310547e-01 2.330331087112426758e+00 -3.656726837158203125e+00
-2.356232106685638428e-01 2.005426883697509766e+00 -2.618338584899902344e+00 3.929217338562011719e+00 -9.018747806549072266e-01 6.068972587585449219e+00 1.857946276664733887e+00 -4.093456268310546875e+00 -3.013358116149902344e+00 -1.893308639526367188e+00 -1.278468608856201172e+00 -4.858397006988525391e+00 -2.388479948043823242e+00 1.079735517501831055e+00 7.724748253822326660e-01 2.706199645996093750e+00 1.397295236587524414e+00 -3.798322439193725586e+00 -3.118609905242919922e+00 3.739027500152587891e+00 -2.093685150146484375e+00 2.184252023696899414e+00 -3.430453062057495117e+00 -3.258142471313476562e+00 -1.825519919395446777e+00
-4.883254528045654297e+00 -5.048180818557739258e-01 2.228383064270019531e+00 2.293736696243286133e+00 1.493438601493835449e+00 -1.196592450141906738e+00 -2.394876241683959961e+00 3.390349149703979492e+00 1.732272028923034668e+00 -2.220854997634887695e+00 -2.341001272201538086e+00 -7.673033475875854492e-01 1.120427966117858887e+00 -1.095564603805541992e+00 1.358754277229309082e+00 -6.520050168037414551e-01 1.164845108985900879e+00 -3.100244283676147461e+00 -2.764574527740478516e+00 2.291629791259765625e+00 -4.471363067626953125e+00 2.768112182617187500e+00 -4.610729694366455078e+00 -2.786021679639816284e-02 -2.069355964660644531e+00
