-1.316905736923217773e+00 -8.696064949035644531e+00 -2.671636104583740234e+00 3.864154338836669922e+00 2.275251969695091248e-02 -2.800570726394653320e+00 -1.065576934814453125e+01 -6.933130264282226562e+00 2.526358127593994141e+00 1.113226795196533203e+01 -5.306705474853515625e+00 6.824525833129882812e+00
-3.987802743911743164e+00 -9.176098704338073730e-01 -1.892824530601501465e+00 -5.087174892425537109e+00 1.858720183372497559e+00 5.516225844621658325e-02 -6.281581878662109375e+00 -5.015265941619873047e+00 1.147100925445556641e+01 7.647253036499023438e+00 -4.422417163848876953e+00 -7.772077083587646484e+00
3.521692514419555664e+00 -7.380481719970703125e+00 3.206398963928222656e+00 -8.323431015014648438e+00 -1.237811684608459473e+00 -7.791988849639892578e+00 -3.197160243988037109e+00 -6.793681621551513672e+00 7.113622665405273438e+00 2.535893619060516357e-01 1.370698451995849609e+00 -2.582533836364746094e+00
-2.084944099187850952e-01 -2.196232318878173828e+00 3.548638582229614258e+00 3.253357648849487305e+00 -1.060189247131347656e+01 -1.073482799530029297e+01 -1.169065117835998535e+00 1.462691068649291992e+00 3.111211776733398438e+00 -2.843595981597900391e+00 2.708059310913085938e+00 3.637119770050048828e+00
2.991614043712615967e-01 -2.359549522399902344e+00 4.831186294555664062e+00 -6.356135845184326172e+00 -7.758461952209472656e+00 4.642505645751953125e+00 -6.159887790679931641e+00 -3.491208314895629883e+00 -4.376203536987304688e+00 -2.046824216842651367e+00 3.156169414520263672e+00 7.343239784240722656e+00
-8.054304122924804688e+00 -9.610131263732910156e+00 4.015945434570312500e+00 3.079099416732788086e+00 -6.907386302947998047e+00 6.097336769104003906e+00 -5.714128971099853516e+00 -1.087698698043823242e+00 5.035678863525390625e+00 4.576308727264404297e+00 -2.396196842193603516e+00 -2.282073974609375000e+00
-1.309545397758483887e+00 -9.997288703918457031e+00 3.693905591964721680e+00 1.238319277763366699e+00 -6.284987926483154297e+00 -1.583946585655212402e+00 -7.291652202606201172e+00 6.774314045906066895e-01 -2.489477872848510742e+00 4.448097229003906250e+00 6.115751266479492188e+00 -4.697028398513793945e-01
9.987977981567382812e+00 -6.510107040405273438e+00 -5.755064487457275391e+00 -8.580518364906311035e-01 4.368391990661621094e+00 5.690199851989746094e+00 -5.997851848602294922e+00 -9.026973724365234375e+00 -5.454756736755371094e+00 1.921683907508850098e+00 -4.268295288085937500e+00 4.715012550354003906e+00
1.266871929168701172e+00 1.296298265457153320e+00 5.895065784454345703e+00 4.866792678833007812e+00 -7.768500804901123047e+00 -2.984249114990234375e+00 -8.146027565002441406e+00 -1.312647247314453125e+01 -7.696387767791748047e-01 7.333666801452636719e+00 -1.003569737076759338e-01 -4.175161838531494141e+00
-1.636858582496643066e+00 -2.002001762390136719e+00 3.722539186477661133e+00 2.016268491744995117e+00 -6.561539173126220703e+00 -8.336659431457519531e+00 -2.056256294250488281e+00 -5.004452228546142578e+00 7.975336551666259766e+00 6.856831073760986328e+00 -4.417034149169921875e+00 -4.872699260711669922e+00
1.662965536117553711e+00 -1.224354982376098633e+00 4.638507366180419922e+00 -3.401854038238525391e-01 -3.033936738967895508e+00 5.278836727142333984e+00 8.069856643676757812e+00 -2.090721130371093750e+00 -7.969824790954589844e+00 -1.345502948760986328e+01 -2.688916586339473724e-02 -3.416841983795166016e+00
-3.857858896255493164e+00 9.157690048217773438e+00 2.150495648384094238e-01 3.568325757980346680e+00 5.793313503265380859e+00 -4.089594841003417969e+00 -6.193380355834960938e+00 -7.571573257446289062e+00 -6.593196392059326172e+00 9.686902761459350586e-01 -8.541066169738769531e+00 -1.191044926643371582e+00
-2.606682062149047852e+00 9.972841143608093262e-01 3.688728809356689453e+00 -6.072885036468505859e+00 4.733324050903320312e+00 1.004360580444335938e+01 -7.414998531341552734e+00 -3.714588642120361328e+00 -3.998880624771118164e+00 -2.818858385086059570e+00 -8.964099884033203125e+00 -1.216921210289001465e-01
1.644158601760864258e+00 3.708494663238525391e+00 -7.976594924926757812e+00 4.536284923553466797e+00 1.903879880905151367e+00 5.415536403656005859e+00 -3.928338050842285156e+00 3.674250602722167969e+00 -8.774235725402832031e+00 -1.238630533218383789e+00 -9.111063003540039062e+00 -2.491240978240966797e+00
-5.828961372375488281e+00 8.766807317733764648e-01 -4.547014087438583374e-02 -6.015171527862548828e+00 -8.328444480895996094e+00 6.804052829742431641e+00 -5.877407550811767578e+00 2.936321735382080078e+00 -3.005762815475463867e+00 2.867299318313598633e+00 -1.475940346717834473e+00 3.426662921905517578e+00
-6.084306240081787109e+00 5.378026962280273438e+00 -3.630107164382934570e+00 -5.832148075103759766e+00 -1.361624717712402344e+00 5.948217868804931641e+00 -1.237940043210983276e-01 5.877359390258789062e+00 -6.424511909484863281e+00 -2.517123222351074219e+00 -2.681336879730224609e+00 -3.485572338104248047e+00
2.212971687316894531e+00 1.247826766967773438e+01 -2.407579660415649414e+00 -8.597653508186340332e-01 1.257203102111816406e+00 -5.079823017120361328e+00 -3.208136081695556641e+00 -5.816794872283935547e+00 -1.409071445465087891e+01 4.161846935749053955e-01 1.592753887176513672e+00 1.882538676261901855e+00
-3.100120544433593750e+00 6.121468544006347656e+00 5.490028858184814453e+00 2.297428622841835022e-02 -4.459531784057617188e+00 1.968230128288269043e+00 -5.379180610179901123e-02 -8.957771301269531250e+00 -4.207918167114257812e+00 -8.857171058654785156e+00 -5.245799064636230469e+00 4.439498901367187500e+00
