-1.345258235931396484e+00 -1.994321584701538086e+00
2.654076337814331055e+00 -5.642108321189880371e-01
1.310531997680664062e+01 7.086760711669921875e+01
-5.561791896820068359e+00 2.243155479431152344e+00
-5.106956958770751953e-01 -3.486489951610565186e-01
4.867500686645507812e+01 -2.067139053344726562e+01
3.109308624267578125e+01 5.603909683227539062e+01
-4.227445125579833984e+00 5.148893356323242188e+00
-3.632241964340209961e+00 -9.033167266845703125e+01
2.777297401428222656e+01 1.985653281211853027e+00
6.389961624145507812e+01 -2.940091133117675781e+01
-1.037371516227722168e+00 1.972267985343933105e+00
-2.210265845060348511e-01 2.453086137771606445e+00
1.708202809095382690e-01 -5.879721045494079590e-01
-1.926362156867980957e+00 -2.791440725326538086e+00
6.937771606445312500e+01 1.063456535339355469e+01
1.594459724426269531e+01 7.897938728332519531e+00
1.101002025604248047e+01 -1.038428421020507812e+02
-6.151233291625976562e+01 3.411288833618164062e+01
-9.248083829879760742e-01 -5.960583686828613281e-01
-2.312470245361328125e+01 5.695205688476562500e+00
-1.068105125427246094e+01 1.806219291687011719e+01
2.692728340625762939e-01 2.759922444820404053e-01
-3.401356220245361328e+00 1.140363693237304688e+00
7.571552395820617676e-01 -4.295130968093872070e-01
-4.032267379760742188e+01 -3.809408950805664062e+01
-3.932200193405151367e+00 2.459511607885360718e-01
-9.748937988281250000e+01 -3.146503257751464844e+01
-6.307013988494873047e+00 -6.829613208770751953e+00
1.306941390037536621e+00 -1.807066440582275391e+00
-3.770121765136718750e+01 -8.724134063720703125e+01
1.944178009033203125e+01 8.411149978637695312e+00
5.700820088386535645e-01 1.149019837379455566e+00
-3.170934617519378662e-01 -2.013072967529296875e+00
1.713727116584777832e+00 -5.712635517120361328e+00
-6.471434783935546875e+01 1.938479042053222656e+01
7.285128235816955566e-01 -4.068243801593780518e-01
-9.371159362792968750e+01 4.666984558105468750e+01
6.389908981323242188e+01 -6.384933853149414062e+01
-6.756183624267578125e+00 -1.028662014007568359e+01
-1.233915328979492188e+01 7.525804901123046875e+01
6.015819072723388672e+00 -1.978842163085937500e+01
1.255932998657226562e+01 -3.707361602783203125e+01
-4.113255310058593750e+01 7.441253662109375000e+01
8.069286942481994629e-01 1.195859789848327637e+00
2.809899139404296875e+01 2.021359920501708984e+00
-1.139769911766052246e+00 -2.044915676116943359e+00
4.285527801513671875e+01 -4.426095199584960938e+01
-9.394172668457031250e+01 -9.006220817565917969e+00
-6.188564375042915344e-02 4.265068054199218750e+01
