1.661607503890991211e+00 -2.559647858142852783e-01 5.227258205413818359e-01 6.338626861572265625e+00 1.530335545539855957e-01 4.188914597034454346e-01 1.704690158367156982e-01 1.059638977050781250e+00 1.987237334251403809e+00 5.445431470870971680e-01 3.401060104370117188e+00 -4.210765063762664795e-01 4.073736667633056641e+00 4.940373301506042480e-01 -7.757724076509475708e-02 -2.220857381820678711e+00 1.262416958808898926e+00 -7.110375881195068359e+00 1.549848318099975586e+00 -1.498276740312576294e-01 1.730421543121337891e+00 6.374615192413330078e+00 -3.341377377510070801e-01 -6.523345708847045898e-01
-8.607257604598999023e-01 -8.325062990188598633e-01 -1.718264818191528320e+00 -1.021127343177795410e+00 -1.330893635749816895e+00 -5.191192150115966797e+00 2.406176477670669556e-01 4.494309902191162109e+00 6.973251700401306152e-01 6.007762551307678223e-01 4.261504650115966797e+00 -6.432954311370849609e+00 1.676849126815795898e+00 -6.588639616966247559e-01 2.783933281898498535e-01 -2.917862236499786377e-01 2.918115139007568359e+00 -2.623823404312133789e+00 5.923173427581787109e+00 -3.612111330032348633e+00 -3.347854375839233398e+00 -6.157673835754394531e+00 -2.216871500015258789e+00 1.477221608161926270e+00
-7.430785894393920898e-01 5.115813612937927246e-01 -2.953321456909179688e+00 5.316761493682861328e+00 5.885276794433593750e-01 1.306855797767639160e+00 -6.646726131439208984e-01 -1.448644995689392090e+00 1.899162769317626953e+00 -5.679433822631835938e+00 6.797884702682495117e-01 1.585996627807617188e+00 -6.158020496368408203e+00 3.465408563613891602e+00 2.052505016326904297e+00 6.215494632720947266e+00 -1.380046010017395020e+00 4.949615955352783203e+00 6.749511718750000000e+00 -1.161826133728027344e+00 2.336885929107666016e+00 3.142460584640502930e-01 1.731749653816223145e+00 1.772754192352294922e+00
6.935819983482360840e-01 -2.105441331863403320e+00 5.719752311706542969e+00 5.981958508491516113e-01 -1.345651626586914062e+00 -9.930174350738525391e-01 -6.624727249145507812e+00 -1.014970541000366211e+00 -1.331324458122253418e+00 1.285395585000514984e-03 1.598600625991821289e+00 -3.706533014774322510e-01 3.271537065505981445e+00 1.963886857032775879e+00 2.164493322372436523e+00 -1.136243581771850586e+00 -6.836324334144592285e-01 1.106606364250183105e+00 3.275205492973327637e-01 3.190724179148674011e-02 6.886672496795654297e+00 -4.530019462108612061e-01 1.424303770065307617e+00 -2.044740915298461914e+00
1.338307410478591919e-01 -5.497144699096679688e+00 -7.465962171554565430e-01 1.856908917427062988e+00 2.295965433120727539e+00 -8.806275725364685059e-01 7.414456009864807129e-01 -1.233789324760437012e+00 -4.058989524841308594e+00 -4.546208381652832031e-01 1.746280789375305176e+00 -2.263169765472412109e+00 -1.717175960540771484e+00 -1.309284329414367676e+00 -2.674910426139831543e-01 7.123024463653564453e+00 4.125632762908935547e+00 3.991263151168823242e+00 -5.145035266876220703e+00 3.812858164310455322e-01 1.206075176596641541e-01 -3.870646238327026367e+00 4.625336170196533203e+00 -5.739080429077148438e+00
6.383715152740478516e+00 -4.260688781738281250e+00 2.017617225646972656e+00 -1.083005428314208984e+00 1.360471367835998535e+00 -1.154489994049072266e+00 -1.528549790382385254e-01 1.616524100303649902e+00 1.268659710884094238e+00 -1.084446430206298828e+00 6.392515182495117188e+00 1.343514472246170044e-01 6.086103916168212891e+00 -2.670120000839233398e+00 4.945034027099609375e+00 -4.645136833190917969e+00 8.744090050458908081e-02 1.924999833106994629e+00 1.243579864501953125e+00 -6.540170669555664062e+00 -4.596044421195983887e-01 7.584940791130065918e-01 5.032066345214843750e+00 -6.244049221277236938e-02
-2.055907845497131348e-01 -6.109777927398681641e+00 5.006755352020263672e+00 -8.689684867858886719e-01 4.726865291595458984e-01 -1.873843908309936523e+00 -2.288478851318359375e+00 2.459440946578979492e+00 -3.442459583282470703e+00 -2.857006490230560303e-01 -4.903343915939331055e-01 -6.228958129882812500e+00 -7.786047458648681641e-01 -6.459204673767089844e+00 2.476948976516723633e+00 1.024652838706970215e+00 -1.924723863601684570e+00 2.810215473175048828e+00 -7.567939162254333496e-01 4.873639345169067383e-01 7.121846079826354980e-01 -1.728330999612808228e-01 2.517412900924682617e-01 -5.687474608421325684e-01
8.724005818367004395e-01 -3.093564033508300781e+00 6.229230880737304688e+00 3.445926904678344727e-01 -2.316832780838012695e+00 6.694160461425781250e+00 9.172666072845458984e-01 2.526562452316284180e+00 1.542180418968200684e+00 -2.402205705642700195e+00 -1.153317451477050781e+00 5.600122213363647461e-01 -2.169974327087402344e+00 4.190392017364501953e+00 -9.863184690475463867e-01 -1.158874034881591797e+00 7.534876465797424316e-01 -5.493184089660644531e+00 2.126965999603271484e+00 -1.833009004592895508e+00 4.854479432106018066e-01 -6.700420856475830078e+00 6.096358776092529297e+00 -9.010218977928161621e-01
-1.620180368423461914e+00 -8.527636528015136719e-01 -4.693983793258666992e-01 -8.087571263313293457e-01 -5.592602491378784180e-01 8.805679082870483398e-01 -4.848123550415039062e+00 6.448619365692138672e+00 -6.521845459938049316e-01 6.568851470947265625e+00 6.521147727966308594e+00 3.181783258914947510e-01 -1.260090351104736328e+00 -2.182428166270256042e-02 -4.305537641048431396e-01 6.366792917251586914e-01 1.744736909866333008e+00 1.545801401138305664e+00 -6.080832958221435547e+00 6.557413339614868164e-01 -1.691273212432861328e+00 -4.940978586673736572e-01 4.084122553467750549e-02 7.806706428527832031e-02
-6.426694393157958984e+00 8.228389620780944824e-01 1.060629367828369141e+00 6.069086551666259766e+00 -5.482268519699573517e-03 2.045111656188964844e+00 1.404758989810943604e-01 1.889372944831848145e+00 -6.103638648986816406e+00 -2.679971158504486084e-01 -7.932341098785400391e-02 -3.137987375259399414e+00 -7.994744777679443359e-01 -3.786157816648483276e-02 3.277102112770080566e-01 5.454626560211181641e+00 2.143953800201416016e+00 8.093281984329223633e-01 1.950738549232482910e+00 1.908454298973083496e+00 -3.694546222686767578e-01 -6.336753845214843750e+00 5.743722319602966309e-01 -4.318233489990234375e+00
