2.258146852254867554e-01 -7.579409480094909668e-01 2.079716205596923828e+00 6.097677350044250488e-01 -1.411609292030334473e+00
-9.202016144990921021e-02 7.600456476211547852e-01 -3.897010385990142822e-01 6.124855950474739075e-02 4.498906433582305908e-01
-2.228778898715972900e-01 -3.684076368808746338e-01 -1.627594947814941406e+00 2.346486300230026245e-01 7.009083032608032227e-01
-1.482136607170104980e+00 -1.219782710075378418e+00 4.538308829069137573e-02 -1.384691596031188965e-01 -1.578665077686309814e-01
-1.306346058845520020e+00 1.494402647018432617e+00 -2.580938339233398438e-01 -1.618845343589782715e+00 -7.014408707618713379e-01
4.463914334774017334e-01 1.159539222717285156e+00 6.936499383300542831e-03 7.200953364372253418e-01 1.035619616508483887e+00
-1.762502551078796387e+00 -5.452925339341163635e-02 1.456117630004882812e+00 -5.855261683464050293e-01 3.362065553665161133e-01
-1.113272905349731445e+00 1.436727285385131836e+00 1.620979666709899902e+00 4.003780484199523926e-01 -7.411989569664001465e-01
-1.022905230522155762e+00 -1.381880521774291992e+00 -1.129728674888610840e+00 -1.988688707351684570e-01 1.647305339574813843e-01
-3.665872514247894287e-01 -7.670460939407348633e-01 -6.146260499954223633e-01 -1.670629829168319702e-01 2.602557241916656494e-01
-9.025310277938842773e-01 -1.566074043512344360e-01 1.280124187469482422e+00 2.391574621200561523e+00 2.089270651340484619e-01
8.379830718040466309e-01 -9.089415669441223145e-01 -9.425584077835083008e-01 5.987150669097900391e-01 -1.042243242263793945e+00
-2.981410741806030273e+00 -6.254339814186096191e-01 6.912038922309875488e-01 -1.095548391342163086e+00 1.186627864837646484e+00
-2.334799766540527344e-01 -2.487730979919433594e-01 -3.832137584686279297e-01 -1.459543686360120773e-02 -8.579971790313720703e-01
-1.217819690704345703e+00 -9.880319237709045410e-02 -1.796067476272583008e+00 -6.506269574165344238e-01 -4.356549084186553955e-01
3.391565084457397461e-01 -1.090379595756530762e+00 -3.811452165246009827e-02 8.759397268295288086e-01 -3.377695381641387939e-01
-8.410559296607971191e-01 -1.972104787826538086e+00 1.564198255538940430e+00 -1.273459494113922119e-01 1.053392171859741211e+00
8.275534510612487793e-01 4.665064811706542969e-01 1.148399949073791504e+00 1.648470908403396606e-01 -4.325559735298156738e-01
-3.711590766906738281e-01 5.956739187240600586e-01 1.569239735603332520e+00 -8.768193125724792480e-01 3.439769446849822998e-01
5.975171923637390137e-01 2.969871461391448975e-02 -6.628424525260925293e-01 -5.377770066261291504e-01 5.002727508544921875e-01
-5.917789936065673828e-01 1.231481973081827164e-02 6.810704469680786133e-01 3.881210088729858398e-01 9.813312292098999023e-01
-2.163951635360717773e+00 -2.272773534059524536e-01 9.370365738868713379e-02 -4.497722163796424866e-02 -1.333843708038330078e+00
-7.034969329833984375e-01 -4.143850505352020264e-01 -4.298938810825347900e-01 1.145440816879272461e+00 1.390082836151123047e+00
-4.334946572780609131e-01 -1.070770978927612305e+00 4.915505349636077881e-01 9.262790679931640625e-01 -2.817315757274627686e-01
-1.385298371315002441e+00 -9.978377819061279297e-01 -1.075256466865539551e+00 -7.671211957931518555e-01 5.095539093017578125e-01
-6.181427240371704102e-01 -4.232325255870819092e-01 -7.323491573333740234e-01 1.284855246543884277e+00 -4.133097529411315918e-01
-5.132083967328071594e-02 1.007141709327697754e+00 -1.870169639587402344e+00 5.820532441139221191e-01 1.812552452087402344e+00
3.899653553962707520e-01 -6.198855638504028320e-01 7.288185358047485352e-01 -1.325688004493713379e+00 -1.872114539146423340e-01
5.007252693176269531e-01 -2.776346504688262939e-01 6.642763614654541016e-01 -4.665158987045288086e-01 2.630203068256378174e-01
-1.366226792335510254e+00 3.638513386249542236e-01 -7.353528738021850586e-01 -1.452932357788085938e+00 -3.975699096918106079e-02
-5.773634314537048340e-01 -4.118720591068267822e-01 -1.793719887733459473e+00 8.174847364425659180e-01 3.341765403747558594e-01
1.119606018066406250e+00 -3.605453372001647949e-01 -4.942541718482971191e-01 -1.056915760040283203e+00 -9.491149187088012695e-01
-1.595297455787658691e+00 -2.609537839889526367e+00 -1.691255718469619751e-01 -5.192716121673583984e-01 -1.188323736190795898e+00
1.855774283409118652e+00 1.429211020469665527e+00 8.321714997291564941e-01 -6.320161819458007812e-01 -8.600798845291137695e-01
-5.513797402381896973e-01 -4.006672799587249756e-01 9.605087041854858398e-01 -6.850801110267639160e-01 -6.565664410591125488e-01
-6.940133571624755859e-01 5.669163465499877930e-01 1.101908311247825623e-01 -9.517681598663330078e-02 -4.418622851371765137e-01
-2.334010414779186249e-02 -2.602383852005004883e+00 6.891902089118957520e-01 -2.019596338272094727e+00 2.632086277008056641e-01
8.766586184501647949e-01 -7.689306139945983887e-01 1.881068110466003418e+00 1.040082454681396484e+00 6.822656840085983276e-02
8.036900758743286133e-01 -1.018290638923645020e+00 -7.967733740806579590e-01 -9.857707619667053223e-01 1.214627623558044434e+00
1.785223484039306641e+00 1.404675841331481934e+00 3.209664821624755859e-01 -2.001814842224121094e-01 -9.722226262092590332e-01
5.827390551567077637e-01 1.379357099533081055e+00 4.082327783107757568e-01 -6.623556017875671387e-01 -4.183639883995056152e-01
3.339646756649017334e-01 -1.112048864364624023e+00 -8.124830126762390137e-01 9.814048409461975098e-01 1.470976471900939941e+00
-2.011805325746536255e-01 1.459090113639831543e+00 -4.111975729465484619e-01 -6.309296935796737671e-02 -5.191050171852111816e-01
-2.559406496584415436e-02 -1.586103677749633789e+00 3.041075766086578369e-01 8.408235013484954834e-02 -6.019231081008911133e-01
2.125418037176132202e-01 1.903096437454223633e+00 7.509574890136718750e-01 1.380820274353027344e+00 -8.015462756156921387e-01
-6.060688495635986328e-01 -9.331542849540710449e-01 1.257893323898315430e+00 -1.523097604513168335e-01 9.971421957015991211e-01
-8.118789196014404297e-01 7.163270115852355957e-01 1.132547736167907715e+00 -6.589260697364807129e-01 -9.402341395616531372e-02
1.349883198738098145e+00 6.662135124206542969e-01 -6.651703715324401855e-01 7.995046377182006836e-01 -6.204671859741210938e-01
-8.099387884140014648e-01 -2.111609935760498047e+00 6.097413897514343262e-01 -7.510197162628173828e-01 -2.153239488601684570e+00
1.706844121217727661e-01 2.237127065658569336e+00 1.172049045562744141e+00 -1.577424764633178711e+00 -3.738657534122467041e-01
-4.477596282958984375e-01 1.505660057067871094e+00 -1.896958231925964355e+00 7.090682983398437500e-01 4.660502970218658447e-01
-1.065437674522399902e+00 5.184421539306640625e-01 3.751806914806365967e-01 2.034577846527099609e+00 -1.419182300567626953e+00
5.778588652610778809e-01 -7.350286245346069336e-01 -1.222452521324157715e+00 -5.439341068267822266e-01 -1.321202963590621948e-01
6.605917811393737793e-01 1.812182366847991943e-01 -2.808504402637481689e-01 3.420524895191192627e-01 -5.800523161888122559e-01
-5.009139180183410645e-01 -8.100173473358154297e-01 2.389783114194869995e-01 -8.246658444404602051e-01 -5.656121969223022461e-01
-6.523997336626052856e-02 2.332393527030944824e-01 9.999715089797973633e-01 2.148455619812011719e+00 5.456386804580688477e-01
-1.141210913658142090e+00 -3.949964419007301331e-02 1.699691414833068848e+00 -3.358859717845916748e-01 -2.105157822370529175e-01
-1.699249148368835449e+00 4.725050628185272217e-01 2.420760631561279297e+00 4.088614881038665771e-01 6.500170826911926270e-01
7.684159278869628906e-01 2.422067075967788696e-01 -2.370759695768356323e-01 -2.648931264877319336e+00 5.265060067176818848e-01
1.004105135798454285e-01 1.507205009460449219e+00 -6.597378849983215332e-02 3.439689576625823975e-01 -1.097768187522888184e+00
-4.463717043399810791e-01 2.067673951387405396e-01 3.739463984966278076e-01 5.352872014045715332e-01 3.191263377666473389e-01
5.639644861221313477e-01 -1.579518198966979980e+00 -3.955515474081039429e-02 -8.689371943473815918e-01 -1.365803241729736328e+00
1.038166999816894531e+00 -8.871670365333557129e-01 -1.029204130172729492e+00 -1.236094832420349121e+00 -3.790246248245239258e-01
-1.612247467041015625e+00 1.845779418945312500e+00 6.142655014991760254e-01 -8.361129760742187500e-01 8.232235908508300781e-01
6.943640112876892090e-02 7.074291110038757324e-01 1.189846038818359375e+00 -1.715597152709960938e+00 6.141012907028198242e-02
-1.105392813682556152e+00 -7.974157929420471191e-01 1.205418825149536133e+00 2.752865254878997803e-01 1.727557182312011719e+00
4.060704708099365234e-01 5.815073847770690918e-01 -4.242410659790039062e-01 8.939732909202575684e-01 -9.557165503501892090e-01
-6.486914753913879395e-01 2.958720624446868896e-01 -3.591024279594421387e-01 -8.368561267852783203e-01 1.158540725708007812e+00
-2.000997513532638550e-01 9.655002951622009277e-01 7.549978047609329224e-02 2.418901026248931885e-01 -6.995474100112915039e-01
5.607726573944091797e-01 1.200048446655273438e+00 1.199140667915344238e+00 -9.807105064392089844e-01 -2.180878818035125732e-01
