-2.341777086257934570e+00 3.976750969886779785e-01 1.820620775222778320e+00 2.746492862701416016e+00 6.394010186195373535e-01 2.823728561401367188e+00
1.407065391540527344e+00 -3.716590404510498047e-01 3.285242080688476562e+00 1.037855386734008789e+00 1.465841174125671387e+00 1.485117793083190918e+00
-3.263032913208007812e+00 -8.236718922853469849e-02 -2.049856901168823242e+00 1.323604881763458252e-01 2.369238995015621185e-02 -1.119566082954406738e+00
-4.015193879604339600e-01 8.321302533149719238e-01 1.751226067543029785e+00 8.127579092979431152e-01 1.026931047439575195e+00 8.279605507850646973e-01
1.704110264778137207e+00 4.612617790699005127e-01 1.387177944183349609e+00 3.632390022277832031e+00 1.545859456062316895e+00 1.516777396202087402e+00
1.654643297195434570e+00 -5.104696154594421387e-01 -2.804203033447265625e-01 -3.531590998172760010e-01 2.757988452911376953e+00 1.463690876960754395e+00
-1.174155831336975098e+00 2.283307313919067383e+00 3.823047161102294922e+00 7.966846227645874023e-01 -2.630729913711547852e+00 -5.556375980377197266e-01
-5.360615253448486328e-01 2.487877607345581055e-01 8.568686246871948242e-01 3.661689162254333496e-01 -6.300977468490600586e-01 -8.246026635169982910e-01
-1.016258001327514648e+00 -2.508251368999481201e-01 -2.591843843460083008e+00 -1.039244771003723145e+00 -1.300340890884399414e+00 -4.002543091773986816e-01
-4.255944192409515381e-01 -1.538351774215698242e+00 1.256003856658935547e+00 -2.809665679931640625e+00 -2.799948453903198242e+00 -1.142495989799499512e+00
1.171425700187683105e+00 1.797386258840560913e-01 8.164694905281066895e-02 -2.305653572082519531e+00 -9.021564126014709473e-01 -5.294839739799499512e-01
2.754601478576660156e+00 -2.067824602127075195e+00 -1.623643159866333008e+00 -1.176744937896728516e+00 -2.931613683700561523e+00 2.524820327758789062e+00
-8.267096877098083496e-01 -2.995169162750244141e+00 1.861271619796752930e+00 -4.421604275703430176e-01 -1.056173920631408691e+00 -3.058697283267974854e-01
1.764163136482238770e+00 -1.132404208183288574e+00 -2.165498495101928711e+00 -5.436549186706542969e-01 1.767816543579101562e+00 1.576265215873718262e+00
-1.500119805335998535e+00 5.634396672248840332e-01 -7.045973539352416992e-01 3.618268072605133057e-01 5.146081373095512390e-02 -7.110851407051086426e-01
7.751365303993225098e-01 -4.412154257297515869e-01 2.685507535934448242e-01 -4.073475301265716553e-02 8.588804304599761963e-02 -2.131767272949218750e+00
-1.119240999221801758e+00 2.895588636398315430e+00 5.166904926300048828e-01 -3.762753009796142578e-01 -5.365418195724487305e-01 -6.767683625221252441e-01
1.560700684785842896e-01 -6.908177584409713745e-02 -5.947946310043334961e-01 2.759566783905029297e+00 -7.162727117538452148e-01 2.683097839355468750e+00
6.119683980941772461e-01 5.002119541168212891e-01 -1.323552608489990234e+00 9.140723198652267456e-02 7.073503732681274414e-01 5.124178528785705566e-01
-1.541491746902465820e+00 6.976455450057983398e-01 -3.354245662689208984e+00 6.104648113250732422e-01 -3.191547691822052002e-01 3.449213206768035889e-01
-3.886729180812835693e-01 4.128948688507080078e+00 -5.027590990066528320e-01 -2.445883035659790039e+00 1.237878918647766113e+00 -1.027501821517944336e+00
-1.001044154167175293e+00 -5.958202108740806580e-02 5.822183489799499512e-01 -1.926984548568725586e+00 4.384397268295288086e-01 -1.605165719985961914e+00
2.072367221117019653e-01 4.041309356689453125e-01 -6.220572069287300110e-02 6.124545335769653320e-01 4.021678447723388672e+00 -8.001921772956848145e-01
-5.413544178009033203e-01 -6.098327636718750000e-01 3.147214651107788086e-01 1.101867794990539551e+00 -5.380929708480834961e-01 1.464808434247970581e-01
