1.463462829589843750e+00 -1.719911247491836548e-01 3.725241497159004211e-02 9.816144704818725586e-01 -4.852246940135955811e-01 5.585512612015008926e-03 7.195178866386413574e-01 -6.163070797920227051e-01 -8.653969764709472656e-01
-6.845584511756896973e-01 8.732075691223144531e-01 1.328345656394958496e+00 2.193730920553207397e-01 1.527324970811605453e-02 -1.599793314933776855e+00 9.550278186798095703e-01 9.947343468666076660e-01 1.238300561904907227e+00
-2.989457249641418457e-01 -1.107720613479614258e+00 -7.837209850549697876e-02 -4.347129464149475098e-01 2.984848059713840485e-02 4.993040263652801514e-01 1.529239296913146973e+00 -1.550785779953002930e+00 -1.890930235385894775e-01
3.467423617839813232e-01 1.527102708816528320e+00 2.281429916620254517e-01 -1.628220438957214355e+00 -1.286099314689636230e+00 1.360811352729797363e+00 1.276497125625610352e+00 1.273583889007568359e+00 -6.196025013923645020e-01
-1.121654510498046875e-01 1.469670414924621582e+00 -2.394291639328002930e+00 9.010311961174011230e-02 3.868080377578735352e-01 -1.346251010894775391e+00 -8.855264186859130859e-01 1.023264646530151367e+00 4.199080467224121094e-01
2.948617935180664062e-01 -4.982839226722717285e-01 -3.553122282028198242e-01 6.198359131813049316e-01 6.263684034347534180e-01 8.209534883499145508e-01 -4.350065886974334717e-01 -1.985468864440917969e+00 -5.400688052177429199e-01
1.189981579780578613e+00 3.962505459785461426e-01 4.380564391613006592e-01 -5.581194534897804260e-02 6.483015418052673340e-01 4.319816231727600098e-01 -5.160267353057861328e-01 -7.335889339447021484e-01 3.768862783908843994e-02
-1.357646733522415161e-01 1.105689048767089844e+00 -1.316502809524536133e+00 -1.716698646545410156e+00 1.093271255493164062e+00 -1.462635546922683716e-01 5.506170988082885742e-01 -8.542127609252929688e-01 1.205530285835266113e+00
-9.770755767822265625e-01 7.580499053001403809e-01 -7.205476164817810059e-01 9.729688763618469238e-01 -8.638278841972351074e-01 -1.394896864891052246e+00 -5.373318195343017578e-01 2.356205284595489502e-01 1.200254773721098900e-04
2.479771971702575684e-01 -1.730775952339172363e+00 -1.642337441444396973e-01 8.198788166046142578e-01 -3.771047890186309814e-01 -1.331511378288269043e+00 -6.021801829338073730e-01 -2.030543424189090729e-02 -5.127921104431152344e-01
7.783727645874023438e-01 6.536210775375366211e-01 -3.394663333892822266e-01 8.537856340408325195e-01 -5.594313144683837891e-01 6.186298131942749023e-01 -9.511440992355346680e-01 -5.576626658439636230e-01 4.475472867488861084e-01
8.843426108360290527e-01 -8.519824743270874023e-01 7.346710562705993652e-01 1.101694703102111816e+00 -1.188038349151611328e+00 3.271381258964538574e-01 9.796953797340393066e-01 -1.058341979980468750e+00 1.295935392379760742e+00
1.458168148994445801e+00 -1.331549406051635742e+00 2.759522199630737305e-01 -8.676645755767822266e-01 -1.214493513107299805e+00 7.922953367233276367e-01 -6.314451694488525391e-01 -2.012110710144042969e+00 1.157113075256347656e+00
-1.403793394565582275e-01 4.259712249040603638e-02 -8.903202414512634277e-02 1.364165246486663818e-01 -1.312822550535202026e-01 8.205633163452148438e-01 1.358050942420959473e+00 1.242779418826103210e-01 -5.118187665939331055e-01
-8.489760756492614746e-01 1.110135316848754883e-01 -3.885032832622528076e-01 -8.804329633712768555e-01 7.478613853454589844e-01 -1.688897907733917236e-01 -1.840783953666687012e-01 5.948090180754661560e-02 8.130767196416854858e-02
1.096772328019142151e-01 3.986140787601470947e-01 3.249986171722412109e-01 1.279841899871826172e+00 -1.013071060180664062e+00 -2.783749997615814209e-01 -7.964680194854736328e-01 -4.593688845634460449e-01 9.896731972694396973e-01
1.060230016708374023e+00 -8.631932139396667480e-01 1.292936563491821289e+00 1.328565001487731934e+00 7.193009257316589355e-01 4.540542960166931152e-01 9.749468564987182617e-01 1.590594649314880371e-01 -5.275850892066955566e-01
-2.698222398757934570e-01 -1.047584488987922668e-01 -2.439253032207489014e-01 3.949309885501861572e-01 -1.689275741577148438e+00 1.019148707389831543e+00 8.554590940475463867e-01 5.618739724159240723e-01 -3.578278422355651855e-01
-1.417189717292785645e+00 1.714595854282379150e-01 -5.767613649368286133e-01 2.608546018600463867e-01 3.375371098518371582e-01 5.712678432464599609e-01 -1.329225897789001465e+00 -3.991872072219848633e-01 -5.259178876876831055e-01
-2.356919050216674805e-01 8.361645936965942383e-01 -8.781372904777526855e-01 3.201761245727539062e-01 -2.775127589702606201e-01 -1.921474456787109375e+00 5.609180033206939697e-02 -3.795708119869232178e-01 4.078757464885711670e-01
7.781199812889099121e-01 1.418789029121398926e+00 5.294510126113891602e-01 -1.320165991783142090e-01 -5.564612746238708496e-01 -1.274089097976684570e+00 -1.105571746826171875e+00 3.961946666240692139e-01 6.743612289428710938e-01
-5.302584767341613770e-01 5.162596106529235840e-01 7.557734251022338867e-01 2.256780713796615601e-01 -1.080683842301368713e-01 1.150676965713500977e+00 2.595507621765136719e+00 -5.511465072631835938e-01 -3.394675850868225098e-01
1.389268517494201660e+00 -4.944430887699127197e-01 1.158669114112854004e+00 -9.993602633476257324e-01 2.177813276648521423e-02 5.459331348538398743e-02 3.730524480342864990e-01 1.536193341016769409e-01 -9.266707897186279297e-01
6.757493019104003906e-01 3.895275294780731201e-02 9.132981300354003906e-01 3.414147496223449707e-01 -2.034545183181762695e+00 -1.092293381690979004e+00 -5.822275280952453613e-01 -6.787342429161071777e-01 7.059095501899719238e-01
4.230968356132507324e-01 -5.361767411231994629e-01 -1.724808663129806519e-01 -1.881773948669433594e+00 -8.748624920845031738e-01 -7.183615863323211670e-02 3.132777512073516846e-01 -1.045638203620910645e+00 1.105141639709472656e-01
5.168628692626953125e-01 9.335578680038452148e-01 8.505663275718688965e-01 1.083214402198791504e+00 -7.135472297668457031e-01 -7.903483510017395020e-01 1.372451901435852051e+00 1.587110877037048340e+00 -1.167744323611259460e-01
-1.685739994049072266e+00 3.016237318515777588e-01 -7.676973342895507812e-01 8.504377007484436035e-01 3.692115247249603271e-01 1.207253456115722656e+00 -2.737567126750946045e-01 7.846789062023162842e-02 -4.834438562393188477e-01
-4.335319399833679199e-01 -1.455273985862731934e+00 -3.268253505229949951e-01 1.222346067428588867e+00 -1.893187612295150757e-01 1.522561073303222656e+00 -3.877512812614440918e-01 1.027212023735046387e+00 2.026029974222183228e-01
-2.569199800491333008e-01 2.939374372363090515e-02 -2.817667126655578613e-01 -3.690352439880371094e-01 8.964254260063171387e-01 -2.609296739101409912e-01 -9.300822019577026367e-01 -2.510570585727691650e-01 -1.438342094421386719e+00
2.136568427085876465e-01 -9.392651319503784180e-01 -8.791006207466125488e-01 -1.487954258918762207e-01 9.159722924232482910e-01 -1.009595841169357300e-01 -1.320724248886108398e+00 -1.255378961563110352e+00 -5.216827988624572754e-01
7.527849078178405762e-01 -1.417928814888000488e+00 9.395020604133605957e-01 4.477819800376892090e-01 -1.066421270370483398e+00 2.776518583297729492e+00 1.503744959831237793e+00 -3.873499035835266113e-01 1.508072257041931152e+00
-3.119527697563171387e-01 6.772814393043518066e-01 1.499819636344909668e+00 3.208120465278625488e-01 -1.710760831832885742e+00 6.877896375954151154e-03 -6.667860597372055054e-02 2.532502889633178711e+00 5.807096958160400391e-01
5.451127886772155762e-01 8.098369240760803223e-01 -3.787571191787719727e-01 -2.053935676813125610e-01 -3.827091455459594727e-01 1.329545259475708008e+00 -4.965856373310089111e-01 6.070216894149780273e-01 5.072078704833984375e-01
-8.325958251953125000e-01 1.363740324974060059e+00 6.897474825382232666e-02 2.592995882034301758e+00 -9.888508319854736328e-01 3.058880269527435303e-01 -2.402884364128112793e-01 1.242952346801757812e+00 7.460094094276428223e-01
-6.818621158599853516e-01 1.350256562232971191e+00 1.842685788869857788e-01 9.153429418802261353e-02 5.717887282371520996e-01 3.083671629428863525e-01 1.127361774444580078e+00 1.086174488067626953e+00 1.387642383575439453e+00
-1.408970236778259277e+00 -1.768749952316284180e-01 1.158205389976501465e+00 2.283328920602798462e-01 -8.855844736099243164e-01 5.442320108413696289e-01 -3.108612000942230225e-01 9.066980481147766113e-01 -2.473683059215545654e-01
-1.769049048423767090e+00 8.203609287738800049e-02 -1.269533336162567139e-01 -3.478193879127502441e-01 -1.735655546188354492e+00 4.012078940868377686e-01 5.397567152976989746e-01 8.442292213439941406e-01 -1.706163734197616577e-01
-2.470449656248092651e-01 1.439234972000122070e+00 -2.139362335205078125e+00 -4.678615927696228027e-01 -4.823119342327117920e-01 1.824670672416687012e+00 5.521034002304077148e-01 1.282495975494384766e+00 6.053752303123474121e-01
-3.125447928905487061e-01 -2.259210646152496338e-01 1.181273341178894043e+00 -1.304079413414001465e+00 -5.795975327491760254e-01 -5.432161502540111542e-03 -4.477460384368896484e-01 -1.195376873016357422e+00 1.436330795288085938e+00
2.667145431041717529e-01 -6.761707067489624023e-01 3.393416404724121094e-01 3.452194631099700928e-01 -3.844681382179260254e-01 -1.610255241394042969e+00 9.196960926055908203e-01 -1.504363894462585449e+00 1.453649811446666718e-02
2.289542257785797119e-01 7.195271253585815430e-01 -1.349870562553405762e+00 -2.467061758041381836e+00 9.365551471710205078e-01 3.949874341487884521e-01 6.151884198188781738e-01 -9.578121900558471680e-01 1.242260932922363281e+00
-2.039843559265136719e+00 2.885114848613739014e-01 -1.349649071693420410e+00 3.523087203502655029e-01 1.587784051895141602e+00 1.379178881645202637e+00 1.174639940261840820e+00 7.912017107009887695e-01 -2.046177148818969727e+00
-1.114435672760009766e+00 -1.011945128440856934e+00 1.715137839317321777e+00 -1.331236243247985840e+00 -1.096455380320549011e-01 1.221493363380432129e+00 -6.351054906845092773e-01 2.101169973611831665e-01 1.651762053370475769e-02
1.014376044273376465e+00 -3.151254057884216309e-01 -7.092195153236389160e-01 -2.904437184333801270e-01 -9.012793302536010742e-01 -1.488131523132324219e+00 -8.867739439010620117e-01 -7.851860523223876953e-01 -1.197870373725891113e+00
1.282242834568023682e-01 8.935717940330505371e-01 -5.106355547904968262e-01 1.310301303863525391e+00 4.107594490051269531e-01 -1.210761666297912598e+00 1.632097959518432617e+00 -8.763228058815002441e-01 4.190194606781005859e-01
-4.797791838645935059e-01 -6.319791674613952637e-01 -6.935255527496337891e-01 -2.336212098598480225e-01 -1.001782417297363281e+00 1.967311739921569824e+00 -1.275342106819152832e+00 -6.751329302787780762e-01 -6.236010193824768066e-01
-8.770943284034729004e-01 -4.870352149009704590e-01 1.143274664878845215e+00 3.382742702960968018e-01 -5.211990475654602051e-01 1.099315404891967773e+00 -1.933373212814331055e+00 -1.238982155919075012e-01 -1.276282310485839844e+00
6.044804453849792480e-01 5.382458567619323730e-01 1.765999197959899902e-01 7.755532264709472656e-01 -4.843788221478462219e-02 6.905117630958557129e-02 -7.036057114601135254e-02 -3.849861025810241699e-01 5.238265991210937500e-01
1.493623971939086914e+00 1.254101656377315521e-02 8.110334873199462891e-01 -1.270262956619262695e+00 -2.196858264505863190e-02 7.435714602470397949e-01 4.520464837551116943e-01 1.271546840667724609e+00 5.614236369729042053e-02
-1.076901316642761230e+00 -1.701639965176582336e-02 2.651894688606262207e-01 -4.341566264629364014e-01 -1.961280852556228638e-01 -5.896846577525138855e-02 8.565706014633178711e-01 -1.004846096038818359e+00 -1.096599176526069641e-01
3.404884040355682373e-01 -1.169653296470642090e+00 2.881684899330139160e-01 6.228177547454833984e-01 -1.370810270309448242e+00 -1.831893026828765869e-01 -1.028416514396667480e+00 -8.203836679458618164e-01 3.820324689149856567e-02
-6.216266155242919922e-01 -1.019431799650192261e-01 1.325312554836273193e-01 -9.866371750831604004e-01 1.239875316619873047e+00 -2.794799022376537323e-02 -1.148989677429199219e+00 8.308357000350952148e-01 5.097745656967163086e-01
1.711167991161346436e-01 -8.461361378431320190e-02 -8.386165499687194824e-01 -7.873669862747192383e-01 1.928242683410644531e+00 1.047979354858398438e+00 5.535011291503906250e-01 -1.921436488628387451e-01 3.932398259639739990e-01
5.677053332328796387e-01 8.594003319740295410e-01 -6.032276749610900879e-01 -1.318714469671249390e-01 -1.583236336708068848e+00 -3.800205588340759277e-01 -5.164057612419128418e-01 8.049892783164978027e-01 -4.361096322536468506e-01
-1.766826361417770386e-01 1.938324123620986938e-01 -1.981535553932189941e+00 -1.546054482460021973e+00 -1.580178618431091309e+00 -7.415573596954345703e-01 2.030320018529891968e-01 -7.371694445610046387e-01 -5.652053952217102051e-01
-4.469582438468933105e-01 1.404939174652099609e+00 -4.327173829078674316e-01 2.826565317809581757e-02 3.798460066318511963e-01 4.513167440891265869e-01 -1.924897313117980957e+00 -2.277703583240509033e-01 1.530558586120605469e+00
4.771673306822776794e-02 3.944994211196899414e-01 5.687565803527832031e-01 2.266491353511810303e-01 2.813686616718769073e-02 1.326521039009094238e+00 1.859700441360473633e+00 5.696970820426940918e-01 2.679838538169860840e-01
-4.315559566020965576e-01 -9.159582853317260742e-01 -9.716642498970031738e-01 -8.731155991554260254e-01 -2.027805328369140625e+00 -1.638533592224121094e+00 1.183786273002624512e+00 -1.020963191986083984e+00 6.275609731674194336e-01
-1.564318776130676270e+00 1.062746882438659668e+00 1.590087890625000000e+00 6.525721549987792969e-01 1.009842634201049805e+00 3.076215088367462158e-01 5.559445172548294067e-02 -4.261017143726348877e-01 -9.177637696266174316e-01
-1.477379441261291504e+00 9.478932619094848633e-01 -2.192373991012573242e+00 2.883900403976440430e-01 -2.985892593860626221e-01 4.448415338993072510e-02 1.285597383975982666e-01 -7.052499651908874512e-01 4.047290682792663574e-01
