4.140162944793701172e+00 -2.551938056945800781e+00 1.539119362831115723e+00 1.610098838806152344e+00 -1.300615787506103516e+00 2.283913135528564453e+00 1.565086245536804199e+00 1.502789616584777832e+00 -8.752114772796630859e-01 2.891388416290283203e+00 -3.172926306724548340e-01 -3.150184631347656250e+00 -3.424858570098876953e+00 9.785671532154083252e-02 2.659744024276733398e+00 -2.522127032279968262e-01 -2.429459333419799805e+00 -5.721930861473083496e-01 1.515297651290893555e+00 5.149918794631958008e-01 1.130358457565307617e+00 1.249000310897827148e+00 1.494184732437133789e+00 -7.889534235000610352e-01 2.562035620212554932e-01 1.631840467453002930e-01 -3.579214334487915039e+00 -2.171911239624023438e+00 -8.981850147247314453e-01 7.724286913871765137e-01 2.665066719055175781e+00 2.667573213577270508e+00 -2.779546499252319336e+00
-3.149885416030883789e+00 -1.991425395011901855e+00 -4.968384504318237305e-01 1.000916719436645508e+00 -2.464444160461425781e+00 -2.084939718246459961e+00 2.779447317123413086e+00 4.968342185020446777e-01 1.287146449089050293e+00 3.250238001346588135e-01 -1.546143054962158203e+00 2.928888082504272461e+00 -2.593263864517211914e+00 -3.853284597396850586e+00 3.320382118225097656e+00 3.000057302415370941e-02 2.595844030380249023e+00 -7.834810614585876465e-01 2.582750320434570312e+00 -1.086251378059387207e+00 -1.675816774368286133e+00 1.781397581100463867e+00 2.878664493560791016e+00 -1.355509281158447266e+00 -1.915048718452453613e+00 5.709193348884582520e-01 4.626471996307373047e-01 4.045274734497070312e+00 5.514010041952133179e-02 -2.328268997371196747e-02 -7.702996730804443359e-01 -8.581082224845886230e-01 -7.398901134729385376e-02
-2.964057683944702148e+00 1.209097981452941895e+00 8.156171441078186035e-01 -6.860011816024780273e-02 -2.270119905471801758e+00 6.162179112434387207e-01 -8.168768286705017090e-01 -4.068320393562316895e-01 1.834865570068359375e+00 2.454048871994018555e+00 9.563116729259490967e-02 -3.000047206878662109e+00 2.529383182525634766e+00 3.146184206008911133e+00 3.115721225738525391e+00 1.009888529777526855e+00 -1.753557562828063965e+00 -3.142980098724365234e+00 1.946967482566833496e+00 -9.677485823631286621e-01 -5.433698296546936035e-01 -2.772184848785400391e+00 1.116080880165100098e-01 1.567859351634979248e-01 -1.191313147544860840e+00 -3.078282117843627930e+00 1.905736207962036133e+00 -2.809294760227203369e-01 -2.023889064788818359e+00 -2.543808221817016602e+00 2.928911447525024414e+00 -1.165035724639892578e+00 -1.531677842140197754e+00
-1.069544315338134766e+00 -3.501910567283630371e-01 -5.372950434684753418e-01 1.777915358543395996e+00 1.396003514528274536e-01 -3.225453376770019531e+00 -8.656010776758193970e-02 -3.057927370071411133e+00 -2.860023260116577148e+00 2.433780908584594727e+00 2.466520547866821289e+00 1.403510093688964844e+00 -8.060560226440429688e-01 1.125922322273254395e+00 -2.526233673095703125e+00 -1.483765006065368652e+00 -3.291286468505859375e+00 3.781508505344390869e-01 3.197194099426269531e+00 -8.154129981994628906e-01 1.495033740997314453e+00 2.927293777465820312e-01 2.942228555679321289e+00 1.473248958587646484e+00 -9.389886260032653809e-01 -2.227289974689483643e-01 -2.745759785175323486e-01 -5.540107935667037964e-02 4.930432796478271484e+00 -2.232520103454589844e+00 -1.945216894149780273e+00 -1.253406405448913574e+00 -8.411955237388610840e-01
-1.231760382652282715e+00 1.064568877220153809e+00 -2.247882843017578125e+00 -1.136502504348754883e+00 2.487986087799072266e+00 1.966431736946105957e+00 -2.000366449356079102e+00 -3.533293724060058594e+00 2.901306629180908203e+00 -9.127652049064636230e-01 -5.770833492279052734e-01 -1.584811806678771973e+00 3.299891471862792969e+00 -2.812936067581176758e+00 -2.514694690704345703e+00 1.377804875373840332e+00 -2.983441352844238281e-01 4.639125764369964600e-01 7.551918625831604004e-01 1.492054462432861328e+00 1.527837276458740234e+00 7.061470746994018555e-01 -4.630919918417930603e-02 5.429774522781372070e-01 3.085034132003784180e+00 -3.599184751510620117e+00 -1.334121346473693848e+00 -6.088474392890930176e-01 1.280524134635925293e+00 2.947880983352661133e+00 -2.912318408489227295e-01 -2.015608549118041992e+00 1.262068152427673340e+00
1.413039445877075195e+00 -2.447974920272827148e+00 -1.992483377456665039e+00 2.083049267530441284e-01 -1.950350284576416016e+00 2.877826392650604248e-01 -1.615957021713256836e-01 -2.909901380538940430e+00 2.445285797119140625e+00 1.086610913276672363e+00 -9.369031786918640137e-01 2.626481771469116211e+00 8.487495779991149902e-01 -2.265819549560546875e+00 2.442440509796142578e+00 -2.845622777938842773e+00 -2.829085588455200195e+00 1.188931107521057129e+00 -2.119898319244384766e+00 4.262967705726623535e-01 2.400351285934448242e+00 1.648377656936645508e+00 -3.106272459030151367e+00 -2.591882228851318359e+00 2.363489151000976562e+00 1.548671960830688477e+00 -3.883652389049530029e-01 1.859248876571655273e+00 1.641254305839538574e+00 2.916168212890625000e+00 -2.153043270111083984e+00 2.899330139160156250e+00 2.381523370742797852e+00
-2.721502780914306641e+00 -2.388235569000244141e+00 3.202172517776489258e+00 8.567620515823364258e-01 -2.554882764816284180e+00 6.522865295410156250e-01 3.276013433933258057e-01 -1.857051730155944824e+00 -2.398677110671997070e+00 1.088737368583679199e+00 -1.612595915794372559e+00 1.440657019615173340e+00 -2.277919292449951172e+00 3.615239620208740234e+00 -1.214749097824096680e+00 1.458327054977416992e+00 2.314606428146362305e+00 2.434291601181030273e+00 -3.736343681812286377e-01 2.964175939559936523e-01 2.950406312942504883e+00 -2.490952014923095703e+00 -1.470573663711547852e+00 -2.214316844940185547e+00 9.076933264732360840e-01 -1.294216513633728027e+00 2.281689643859863281e+00 1.047974824905395508e+00 -5.772139430046081543e-01 3.534113645553588867e+00 -2.349458456039428711e+00 -2.119153976440429688e+00 -1.741765260696411133e+00
1.927109956741333008e+00 2.341205596923828125e+00 1.636927366256713867e+00 -8.340992778539657593e-02 1.259952545166015625e+00 -2.855334043502807617e+00 -2.112200558185577393e-01 4.924004971981048584e-01 1.470281243324279785e+00 1.977328538894653320e+00 -2.451928377151489258e+00 -2.289582967758178711e+00 -2.463587522506713867e+00 2.019513368606567383e+00 -3.052861928939819336e+00 2.700108289718627930e-01 1.827129006385803223e+00 2.282743692398071289e+00 -2.895326375961303711e+00 6.971002221107482910e-01 -4.488372802734375000e-01 2.071879625320434570e+00 -2.235928058624267578e+00 3.120611667633056641e+00 1.199396625161170959e-01 8.458867073059082031e-01 -6.246431469917297363e-01 2.106857538223266602e+00 1.307273507118225098e+00 3.212241888046264648e+00 -4.006575345993041992e-01 -2.025784254074096680e+00 1.153732180595397949e+00
1.393344402313232422e+00 -1.113037586212158203e+00 3.802460908889770508e+00 1.552051067352294922e+00 2.635740756988525391e+00 1.852457046508789062e+00 -7.617460563778877258e-03 2.249092608690261841e-01 1.957225322723388672e+00 2.161911964416503906e+00 3.525733709335327148e+00 2.192866325378417969e+00 -1.140626311302185059e+00 1.577121615409851074e+00 -2.407635927200317383e+00 -2.455703727900981903e-02 2.656220912933349609e+00 4.842748343944549561e-01 1.017008900642395020e+00 3.705415725708007812e-01 -6.084342002868652344e-01 -1.305706739425659180e+00 7.535372376441955566e-01 5.911310762166976929e-02 -2.481411933898925781e+00 -3.853404521942138672e+00 -2.504787445068359375e+00 -4.823652505874633789e-01 -3.054884672164916992e+00 -9.960343837738037109e-01 -2.155783176422119141e+00 2.544404506683349609e+00 3.750581979751586914e+00
1.479326605796813965e+00 -5.337881445884704590e-01 -2.480735301971435547e+00 1.135424613952636719e+00 6.812887787818908691e-01 2.635551929473876953e+00 -3.103060722351074219e+00 1.307070493698120117e+00 1.837583541870117188e+00 9.431504607200622559e-01 1.613725543022155762e+00 -1.396680593490600586e+00 2.684160232543945312e+00 -3.875373840332031250e+00 -1.479963302612304688e+00 5.581893920898437500e-01 -2.170923948287963867e+00 7.561986446380615234e-01 1.122657060623168945e+00 -2.909233331680297852e+00 1.725556492805480957e+00 -7.444971799850463867e-02 3.326255321502685547e+00 1.160997748374938965e+00 -1.545904397964477539e+00 4.780971705913543701e-01 3.673851490020751953e+00 1.200811982154846191e+00 -2.813205480575561523e+00 -8.805605173110961914e-01 -4.226555824279785156e-01 -1.466690063476562500e+00 6.815981268882751465e-01
