-4.084246158599853516e+00 5.714417695999145508e-01 2.623534440994262695e+00 -1.837144136428833008e+00 6.942557692527770996e-01 -7.313753962516784668e-01 -1.726337708532810211e-02 2.090737521648406982e-01 -1.790475010871887207e+00 2.540174961090087891e+00 -6.833071708679199219e-01 3.628051280975341797e+00 -1.928395628929138184e+00 -1.752368569374084473e+00 -1.009723782539367676e+00 8.028456568717956543e-01 -3.916803121566772461e+00 -7.884908914566040039e-01 3.093862056732177734e+00 1.306452751159667969e+00 3.348375558853149414e+00 5.261836647987365723e-01 -3.848917245864868164e+00 4.418689727783203125e+00 3.003455162048339844e+00 1.016282916069030762e+00 6.884412467479705811e-02 -2.227056585252285004e-02 1.828564763069152832e+00 1.610339164733886719e+00 3.531630754470825195e+00
1.168243288993835449e+00 -6.882247328758239746e-01 -3.417825460433959961e+00 4.200712203979492188e+00 -1.982601761817932129e+00 -3.080857515335083008e+00 -1.801695108413696289e+00 3.230228662490844727e+00 -7.830510139465332031e-01 -2.468301057815551758e+00 -2.113589495420455933e-01 9.883867502212524414e-01 -1.557609558105468750e+00 5.318675637245178223e-01 3.199085712432861328e+00 -1.677014708518981934e+00 9.013173580169677734e-01 -5.654770135879516602e-01 -4.016604423522949219e+00 -6.845102310180664062e-01 4.493335247039794922e+00 8.853174746036529541e-02 -1.439194440841674805e+00 -3.777871370315551758e+00 3.484420537948608398e+00 -1.969590544700622559e+00 -2.485475838184356689e-01 -2.987625598907470703e+00 -3.251109838485717773e+00 5.093850493431091309e-01 -3.210993289947509766e+00
1.857599854469299316e+00 1.706505417823791504e-01 -7.344332933425903320e-01 -5.351659655570983887e-01 -4.369770526885986328e+00 -4.298078715801239014e-01 -1.825725793838500977e+00 -3.226462841033935547e+00 1.103352785110473633e+00 -9.180987253785133362e-03 1.532091945409774780e-01 -1.822357416152954102e+00 -2.666304826736450195e+00 1.211742639541625977e+00 3.816798925399780273e+00 -4.279351234436035156e+00 2.242512941360473633e+00 4.413143157958984375e+00 4.693282127380371094e+00 -2.236960887908935547e+00 -1.336943030357360840e+00 -2.394885301589965820e+00 -1.422752022743225098e+00 6.501869857311248779e-02 -6.281650662422180176e-01 -1.466985702514648438e+00 1.406633377075195312e+00 9.996738433837890625e-01 2.057271718978881836e+00 -7.260460257530212402e-01 2.023999541997909546e-01
2.977750539779663086e+00 1.181748986244201660e+00 2.256417512893676758e+00 -1.461174726486206055e+00 -6.535356044769287109e-01 1.581905961036682129e+00 -1.062667071819305420e-01 1.103373885154724121e+00 1.786410927772521973e+00 -4.387304782867431641e+00 6.237754225730895996e-01 -4.470654726028442383e-01 -3.153545141220092773e+00 -1.744763612747192383e+00 4.669752120971679688e+00 -4.083604335784912109e+00 -2.282392829656600952e-01 -3.335238695144653320e+00 7.352161407470703125e-02 -8.273972272872924805e-01 -2.064843416213989258e+00 -2.776299715042114258e+00 -3.533987045288085938e+00 -2.715222537517547607e-01 -3.105167627334594727e+00 -1.502615332603454590e+00 5.182475447654724121e-01 1.370793104171752930e+00 -1.023919582366943359e+00 5.588712692260742188e-01 4.574948787689208984e+00
-1.000825881958007812e+00 -7.046096026897430420e-02 5.542706489562988281e+00 3.151178359985351562e+00 -6.162721514701843262e-01 -6.214988827705383301e-01 -3.415748178958892822e-01 -1.941572546958923340e+00 1.475428104400634766e+00 -4.624992370605468750e+00 -1.031754985451698303e-01 2.602102994918823242e+00 -1.703224033117294312e-01 -4.835459887981414795e-01 -1.388829469680786133e+00 -8.836714550852775574e-03 3.497526407241821289e+00 1.339058995246887207e+00 -1.664860546588897705e-01 5.425997376441955566e-01 -2.240697145462036133e+00 3.818868845701217651e-02 -4.064951896667480469e+00 4.061395823955535889e-01 2.823879718780517578e+00 -6.108384728431701660e-01 3.867940604686737061e-02 -7.279083728790283203e-01 -2.918642282485961914e+00 -5.014951705932617188e+00 6.050552129745483398e-01
1.370442286133766174e-02 7.543598413467407227e-01 -1.245272085070610046e-01 2.712663888931274414e+00 -3.596939086914062500e+00 3.029019594192504883e+00 8.061143755912780762e-01 -1.072125673294067383e+00 2.517601728439331055e+00 -2.481341123580932617e+00 3.516190946102142334e-01 1.230434536933898926e+00 2.836846590042114258e+00 -3.245420455932617188e+00 5.952642560005187988e-01 1.483471095561981201e-01 -2.451721429824829102e+00 -4.099617481231689453e+00 -1.724385976791381836e+00 1.246236324310302734e+00 -4.843544960021972656e+00 3.228521347045898438e+00 -5.697839856147766113e-01 5.506183505058288574e-01 1.962553113698959351e-01 -3.944192171096801758e+00 -2.587644815444946289e+00 4.420608997344970703e+00 -4.345884621143341064e-01 4.448301792144775391e+00 3.378333449363708496e-01
-1.115679025650024414e+00 -3.410407781600952148e+00 -2.998341321945190430e+00 -4.090385437011718750e+00 -2.820515930652618408e-01 3.431557893753051758e+00 6.367720365524291992e-01 7.734761834144592285e-01 2.783567667007446289e+00 1.975060939788818359e+00 -1.505258321762084961e+00 2.339740037918090820e+00 3.356459379196166992e+00 5.223215818405151367e-01 -2.656350657343864441e-02 1.885661602020263672e+00 3.993788957595825195e-01 -8.813180923461914062e-01 -3.259306430816650391e+00 4.484459877014160156e+00 -1.335024356842041016e+00 -1.513413786888122559e+00 -3.730069160461425781e+00 -2.810179471969604492e+00 4.232997894287109375e+00 -1.600974798202514648e+00 -4.998774528503417969e-01 -1.938726425170898438e+00 2.715310335159301758e+00 4.354214370250701904e-01 -1.002746224403381348e+00
1.364532351493835449e+00 3.875958204269409180e+00 5.081163253635168076e-03 2.645066261291503906e+00 -9.848129153251647949e-01 -4.095129668712615967e-01 1.449270725250244141e+00 -1.034536242485046387e+00 -2.006260633468627930e+00 5.679191946983337402e-01 -6.014621257781982422e-01 7.859594821929931641e-01 4.243937492370605469e+00 -4.278758168220520020e-01 -1.149296045303344727e+00 -1.247636795043945312e+00 1.842203140258789062e+00 -4.492863655090332031e+00 4.480673074722290039e-01 -2.194828838109970093e-01 2.131488084793090820e+00 2.385835647583007812e+00 1.154657602310180664e+00 -3.009446620941162109e+00 -3.494187593460083008e-01 2.705272138118743896e-01 3.176833152770996094e+00 4.966161251068115234e+00 8.983244746923446655e-02 -3.621439933776855469e+00 -4.126708507537841797e+00
-3.761373758316040039e+00 -1.950019598007202148e-01 4.262543201446533203e+00 -2.451801002025604248e-01 3.606076478958129883e+00 -3.517964363098144531e+00 -2.428493976593017578e+00 1.188958406448364258e+00 8.318532705307006836e-01 -2.486951112747192383e+00 -1.111957281827926636e-01 -1.450552463531494141e+00 4.472702980041503906e+00 -1.127520799636840820e+00 1.063935607671737671e-01 -3.520454168319702148e-01 2.679091393947601318e-01 1.747951388359069824e+00 -2.921250343322753906e+00 7.870172262191772461e-01 -1.046479940414428711e+00 -2.603688240051269531e+00 2.831469058990478516e+00 -2.751920461654663086e+00 1.569786787033081055e+00 -1.290314197540283203e+00 5.860916376113891602e-01 1.182157635688781738e+00 1.467838168144226074e+00 -1.323168039321899414e+00 -4.175325870513916016e+00
4.938758611679077148e-01 4.317928791046142578e+00 -9.480974674224853516e-01 2.905751943588256836e+00 -4.941385686397552490e-01 -2.953307628631591797e+00 -6.706894636154174805e-01 2.735104560852050781e-01 5.718805193901062012e-01 -5.089826583862304688e+00 4.700420379638671875e+00 2.338248789310455322e-01 2.384814023971557617e+00 -5.616559386253356934e-01 -2.378808259963989258e+00 1.493538022041320801e+00 2.087147474288940430e+00 3.294642269611358643e-01 -6.668119430541992188e-01 -2.808889150619506836e-01 1.772041082382202148e+00 3.503156185150146484e+00 -1.245778918266296387e+00 1.957801580429077148e+00 1.220629334449768066e+00 -4.038431346416473389e-01 1.334543228149414062e-01 -3.070447921752929688e+00 2.012292623519897461e+00 8.357254862785339355e-01 3.748500585556030273e+00
