2.255502462387084961e+00 -3.069315671920776367e+00 -9.064140319824218750e-01 3.834276199340820312e+00 -3.420350074768066406e+00 1.398000270128250122e-01 -1.009114027023315430e+00 3.232246339321136475e-01 -1.952883839607238770e+00 4.098217189311981201e-01 7.423808574676513672e-01 2.586963653564453125e+00 1.605109691619873047e+00 -2.276376008987426758e+00 -8.381652086973190308e-02 -1.287265270948410034e-01 2.651595592498779297e+00 -2.174982786178588867e+00 2.514952182769775391e+00 -2.227232694625854492e+00 -3.023007392883300781e+00 8.233681917190551758e-01 -3.530817985534667969e+00 -3.749960899353027344e+00 2.660902976989746094e+00 3.446092605590820312e+00 -2.550652027130126953e-01
-3.458402633666992188e+00 -6.180563569068908691e-01 -2.342709779739379883e+00 -1.037283658981323242e+00 -3.359822511672973633e+00 -2.343951225280761719e+00 -1.499425172805786133e+00 -1.660771489143371582e+00 -1.768779754638671875e+00 -1.053858637809753418e+00 -1.396155714988708496e+00 2.698319673538208008e+00 3.721519470214843750e+00 -1.195619344711303711e+00 3.036404848098754883e+00 -2.089873552322387695e+00 -1.332942485809326172e+00 1.555483937263488770e+00 -1.710573792457580566e+00 4.790920317173004150e-01 2.385693788528442383e+00 -1.340767860412597656e+00 1.558084845542907715e+00 3.641558289527893066e-01 -2.708445787429809570e+00 -9.886466860771179199e-01 4.292553424835205078e+00
1.976716220378875732e-01 2.616556167602539062e+00 3.156693279743194580e-02 -6.623392701148986816e-01 -6.596758961677551270e-01 4.592008113861083984e+00 2.474992513656616211e+00 2.181126356124877930e+00 3.152873516082763672e+00 -1.309494972229003906e+00 -2.970168113708496094e+00 1.268458247184753418e+00 3.879310190677642822e-01 8.608979582786560059e-01 -1.996168494224548340e-01 -2.311215251684188843e-01 6.838104128837585449e-02 -4.053604602813720703e+00 4.707219898700714111e-01 -4.205949783325195312e+00 -2.121334552764892578e+00 4.005125537514686584e-02 -2.621750116348266602e+00 -2.448307514190673828e+00 1.583768963813781738e+00 5.904525518417358398e-01 2.117424964904785156e+00
2.374467849731445312e+00 -2.550694227218627930e+00 2.167078495025634766e+00 -1.947182536125183105e+00 2.777730941772460938e+00 -3.820039272308349609e+00 -3.354937314987182617e+00 3.236377716064453125e+00 1.457085371017456055e+00 8.423052728176116943e-03 -1.515815615653991699e+00 3.178349018096923828e+00 -2.639424085617065430e+00 -1.233060598373413086e+00 1.404325485229492188e+00 2.149280548095703125e+00 -1.390609979629516602e+00 -4.428683817386627197e-01 5.325544252991676331e-02 -3.427946865558624268e-01 -1.921462118625640869e-01 -3.967910289764404297e+00 -3.324918746948242188e-01 1.642885923385620117e+00 -9.823800921440124512e-01 8.082064986228942871e-01 1.030686974525451660e+00
-4.818326234817504883e-01 -3.298708438873291016e+00 -1.631272673606872559e+00 -3.888256549835205078e+00 1.781504154205322266e+00 -1.747928977012634277e+00 2.357892513275146484e+00 -1.039514303207397461e+00 4.055855274200439453e-01 -1.631421446800231934e+00 2.505368947982788086e+00 -1.370698213577270508e-01 1.926478743553161621e+00 -1.791112780570983887e+00 -6.822646260261535645e-01 2.936011314392089844e+00 2.619966268539428711e+00 -3.881923675537109375e+00 4.116322040557861328e+00 2.446305006742477417e-01 -7.663276791572570801e-01 -7.178860902786254883e-01 -8.915008902549743652e-01 2.080926895141601562e+00 -1.476023197174072266e+00 -4.097681045532226562e+00 5.625553429126739502e-02
9.737424850463867188e-01 -2.117228031158447266e+00 3.338291406631469727e+00 2.667104959487915039e+00 7.684571743011474609e-01 1.300508856773376465e+00 -1.195682883262634277e+00 -1.774066090583801270e+00 -2.075428485870361328e+00 3.278803348541259766e+00 -2.809330463409423828e+00 6.559818387031555176e-01 3.431502819061279297e+00 1.837637782096862793e+00 3.440141677856445312e+00 -1.382792234420776367e+00 6.290922760963439941e-01 -5.418760776519775391e-01 -3.026967525482177734e+00 -1.198518395423889160e+00 -1.309999942779541016e+00 5.813330411911010742e-02 3.875124692916870117e+00 2.840480804443359375e+00 -3.336014747619628906e-01 2.002930343151092529e-01 -7.684556841850280762e-01
3.343112468719482422e-01 2.961404919624328613e-01 1.956285834312438965e+00 -4.000894069671630859e+00 -1.169242620468139648e+00 1.892992973327636719e+00 -2.407083749771118164e+00 -5.574515461921691895e-01 -9.692325592041015625e-01 -8.683946728706359863e-01 2.265848368406295776e-01 -2.896449804306030273e+00 1.731368064880371094e+00 4.649308681488037109e+00 1.206850647926330566e+00 -3.951962471008300781e+00 -3.045034170150756836e+00 -6.043190360069274902e-01 -2.050755769014358521e-01 -1.985109448432922363e+00 -2.693766117095947266e+00 6.506674885749816895e-01 -2.336681783199310303e-01 4.066207408905029297e+00 3.470184087753295898e+00 1.495324224233627319e-01 4.487153053283691406e+00
3.315298795700073242e+00 -1.366408824920654297e+00 -1.662450551986694336e+00 -4.111043214797973633e-01 -3.431532979011535645e-01 2.629041194915771484e+00 -2.571845531463623047e+00 -2.446971088647842407e-01 -4.644278883934020996e-01 2.823615789413452148e+00 -1.062371535226702690e-03 1.229790687561035156e+00 2.187377214431762695e+00 3.596240043640136719e+00 -1.966677188873291016e+00 1.178965449333190918e+00 -3.064061403274536133e+00 -7.936814427375793457e-01 9.338185787200927734e-01 -1.165197253227233887e+00 4.472735881805419922e+00 -2.647105455398559570e+00 1.599882364273071289e+00 -8.483912348747253418e-01 1.468972444534301758e+00 -9.940695762634277344e-02 -3.833171606063842773e+00
-2.327667474746704102e+00 -1.166875839233398438e+00 2.051400423049926758e+00 5.093861818313598633e-01 4.258409500122070312e+00 -2.449738740921020508e+00 -3.251784324645996094e+00 -1.062656164169311523e+00 -1.740694761276245117e+00 2.206786394119262695e+00 4.019779682159423828e+00 2.035588264465332031e+00 -1.083011984825134277e+00 -1.269037604331970215e+00 2.835489034652709961e+00 -8.208965659141540527e-01 -1.057793140411376953e+00 -2.347958803176879883e+00 -1.866711020469665527e+00 -3.130011081695556641e+00 -5.743850469589233398e-01 -5.349408984184265137e-01 1.401717185974121094e+00 -3.267088174819946289e+00 3.718206405639648438e+00 -1.717109084129333496e+00 -2.674520015716552734e+00
-1.293422222137451172e+00 2.865689992904663086e+00 -9.716871380805969238e-01 2.560446023941040039e+00 -1.364846587181091309e+00 2.741745948791503906e+00 4.056838154792785645e-02 1.694434285163879395e+00 3.258147001266479492e+00 -1.907552838325500488e+00 9.148882627487182617e-01 2.358812808990478516e+00 -5.338736176490783691e-01 3.686184883117675781e-01 3.068920373916625977e+00 2.924669981002807617e-01 -4.056623935699462891e+00 -3.283664941787719727e+00 1.033757209777832031e+00 3.146901607513427734e+00 1.002644896507263184e+00 -2.547146081924438477e+00 -3.228907823562622070e+00 3.101624250411987305e+00 -1.396055698394775391e+00 -6.763370037078857422e-01 7.490907907485961914e-01
