-4.896694719791412354e-01 -1.047152757644653320e+00 1.566900610923767090e+00
5.316994190216064453e-01 1.356101036071777344e+00 9.580399990081787109e-01
9.004647731781005859e-01 -4.467733800411224365e-01 3.907758891582489014e-01
2.186252921819686890e-01 -7.977147698402404785e-01 2.790222644805908203e+00
1.045358646661043167e-02 -3.767191171646118164e-01 3.937286436557769775e-01
-1.766754686832427979e-01 -1.572277769446372986e-02 -8.839984536170959473e-01
-6.147680878639221191e-01 -1.088909387588500977e+00 -8.869807720184326172e-01
3.722186088562011719e-01 -1.043661236763000488e+00 -4.922986403107643127e-02
5.435558035969734192e-02 -2.230248600244522095e-02 1.119493365287780762e+00
-1.673436313867568970e-01 2.689715027809143066e-01 7.763762474060058594e-01
5.303029417991638184e-01 -9.878485798835754395e-01 1.278783679008483887e+00
1.584107615053653717e-02 4.304470121860504150e-02 1.680565595626831055e+00
6.841046810150146484e-01 -6.513518095016479492e-01 -6.544629335403442383e-01
-5.262824296951293945e-01 1.499416977167129517e-01 4.993392467498779297e+00
-1.117367148399353027e+00 -1.422156095504760742e+00 2.601617574691772461e-01
1.348646432161331177e-01 -1.033266186714172363e+00 3.141367435455322266e-01
-3.837247192859649658e-02 3.462346553802490234e+00 -2.260684490203857422e+00
-3.544892549514770508e+00 5.276674270629882812e+00 -1.509707927703857422e+00
2.221784740686416626e-02 -2.759833335876464844e-01 1.427092909812927246e+00
-1.624754905700683594e+00 1.383548259735107422e+00 -1.488606095314025879e+00
8.170591294765472412e-02 5.184650421142578125e-02 -9.905034303665161133e-01
1.504268288612365723e+00 -3.634482860565185547e+00 -2.242496490478515625e+00
1.078836560249328613e+00 4.535561054944992065e-02 6.176609396934509277e-01
-4.340214729309082031e+00 8.957539200782775879e-01 -1.614720106124877930e+00
2.466514348983764648e+00 4.089212894439697266e+00 -9.932415187358856201e-02
3.947099208831787109e+00 4.110023498535156250e+00 -2.189831972122192383e+00
3.103570699691772461e+00 -3.552318334579467773e+00 -4.991705894470214844e+00
-2.522328615188598633e+00 -1.060252904891967773e+00 -1.483240008354187012e+00
5.130048394203186035e-01 -2.339867651462554932e-01 -1.193560659885406494e-02
-8.305390477180480957e-01 -1.910678595304489136e-01 -8.728887140750885010e-02
-8.961371332406997681e-02 -1.523961722850799561e-01 1.577608942985534668e+00
1.380758881568908691e+00 -3.081029176712036133e+00 3.997951745986938477e+00
-9.905622601509094238e-01 1.732066154479980469e+00 -1.713095545768737793e+00
4.286091029644012451e-01 -1.386305987834930420e-01 1.721355691552162170e-02
-4.454346179962158203e+00 3.431841850280761719e+00 -1.263786196708679199e+00
-5.049901828169822693e-02 5.474580287933349609e+00 -9.270675778388977051e-01
1.231552839279174805e+00 -3.871768474578857422e+00 8.861335515975952148e-01
3.645102977752685547e-01 -1.146574541926383972e-01 1.056832313537597656e+00
-3.219431877136230469e+00 -4.190431118011474609e+00 -8.531439900398254395e-01
-1.745737493038177490e-01 6.754195317625999451e-03 2.685826420783996582e-01
