-6.751869320869445801e-01 -4.741482436656951904e-01 -3.901723384857177734e+00 1.836938142776489258e+00 -2.936063766479492188e+00 2.449170351028442383e+00 2.097063302993774414e+00 -1.240208387374877930e+00 3.050577640533447266e+00 1.231517493724822998e-01 -1.968079447746276855e+00 -3.436811685562133789e+00 1.353053689002990723e+00 3.353600502014160156e+00 -1.564335703849792480e+00 4.326485633850097656e+00 -2.889417648315429688e+00 -6.339879035949707031e-01 -2.960994243621826172e+00 3.204040765762329102e+00 8.138092160224914551e-01 3.657588958740234375e+00
3.687732219696044922e+00 8.927810192108154297e-01 2.025299310684204102e+00 -3.413082122802734375e+00 -6.658000946044921875e-01 1.049090504646301270e+00 -3.780076265335083008e+00 -5.316177010536193848e-01 5.582288503646850586e-01 -3.063798248767852783e-01 -7.339335232973098755e-02 -1.785575985908508301e+00 6.704899072647094727e-01 -2.433958530426025391e+00 4.225071907043457031e+00 2.921148300170898438e+00 2.424176216125488281e+00 3.390648126602172852e+00 -6.005410104990005493e-02 -2.437816619873046875e+00 3.795742988586425781e+00 1.134101375937461853e-01
3.749391734600067139e-01 2.985033750534057617e+00 -3.978075265884399414e+00 1.652504801750183105e+00 3.005078315734863281e+00 -1.817062497138977051e+00 4.546632766723632812e+00 -4.608443260192871094e+00 -1.456896305084228516e+00 -6.236081123352050781e-01 -3.755745410919189453e+00 1.581765651702880859e+00 -3.063997507095336914e+00 -2.288770675659179688e+00 -2.777715682983398438e+00 7.732843756675720215e-01 -1.000636100769042969e+00 4.095309734344482422e+00 1.589967727661132812e+00 -1.892845332622528076e-02 1.047034025192260742e+00 -1.009519934654235840e+00
-4.901086330413818359e+00 -1.439631104469299316e+00 3.059105634689331055e+00 -3.456525564193725586e+00 1.176354765892028809e+00 -3.645284414291381836e+00 1.141672730445861816e+00 2.011819839477539062e+00 -1.556699156761169434e+00 -9.540016055107116699e-01 -4.696139693260192871e-02 5.231126546859741211e-01 4.635537147521972656e+00 -6.108673810958862305e-01 -8.105553984642028809e-01 4.127859115600585938e+00 -1.295404434204101562e-01 3.684146404266357422e+00 2.256820201873779297e+00 -1.840576648712158203e+00 1.429350614547729492e+00 2.530182600021362305e+00
7.127352356910705566e-01 -3.381521463394165039e+00 9.419407248497009277e-01 -1.234267234802246094e+00 3.478771448135375977e+00 -2.150699138641357422e+00 3.483061313629150391e+00 -5.378271341323852539e-01 -3.764446258544921875e+00 1.471972942352294922e+00 4.290956497192382812e+00 6.397997140884399414e-01 -2.118518829345703125e+00 1.766874313354492188e+00 1.314962029457092285e+00 -4.472772777080535889e-01 -3.630241870880126953e+00 -1.299289345741271973e+00 1.177668571472167969e+00 -1.238179683685302734e+00 -4.047466754913330078e+00 -7.252764105796813965e-01
9.007123112678527832e-02 -7.267369627952575684e-01 -3.071416914463043213e-01 3.191741406917572021e-01 2.359388351440429688e+00 7.867094129323959351e-03 -3.621404647827148438e+00 -5.172168016433715820e-01 -2.892662763595581055e+00 1.261469721794128418e+00 -8.461055159568786621e-01 -4.095799446105957031e+00 3.337454319000244141e+00 4.446255683898925781e+00 4.381472587585449219e+00 -1.251153349876403809e-01 3.292928934097290039e+00 3.719414710998535156e+00 -1.301081538200378418e+00 5.071153044700622559e-01 -3.285020351409912109e+00 -2.366224050521850586e+00
9.754393100738525391e-01 -4.010996818542480469e+00 -3.489906072616577148e+00 4.203809261322021484e+00 -6.901802122592926025e-02 -2.915378808975219727e+00 -1.398844599723815918e+00 2.451288461685180664e+00 -1.342237949371337891e+00 -1.148730278015136719e+00 6.398078799247741699e-01 2.016328096389770508e+00 -8.489317446947097778e-02 2.143914461135864258e+00 1.650649905204772949e+00 -2.648228168487548828e+00 1.422111153602600098e+00 1.950004577636718750e+00 -1.041538715362548828e+00 -3.192054510116577148e+00 3.873438596725463867e+00 4.662802219390869141e+00
-3.603869915008544922e+00 -1.640307545661926270e+00 -1.886577844619750977e+00 -5.012901425361633301e-01 -1.096587419509887695e+00 -3.084478616714477539e+00 -7.532036304473876953e-01 -2.025848925113677979e-01 1.298238933086395264e-01 4.415237426757812500e+00 3.573513746261596680e+00 1.766360402107238770e+00 -9.815055727958679199e-01 -1.173113584518432617e+00 9.020645022392272949e-01 -1.747574210166931152e+00 3.524653196334838867e+00 -4.371719360351562500e+00 9.377073049545288086e-01 7.287497632205486298e-03 3.186849117279052734e+00 6.327102184295654297e-01
1.665664672851562500e+00 7.457225918769836426e-01 -3.792783975601196289e+00 -9.971078634262084961e-01 1.840934753417968750e+00 5.149004459381103516e+00 1.549992710351943970e-01 -6.345221400260925293e-01 8.529328554868698120e-02 -1.158041283488273621e-01 -1.452387332916259766e+00 3.834633588790893555e+00 1.574783086776733398e+00 3.254900217056274414e+00 -3.384432792663574219e+00 -2.487126588821411133e+00 2.051990777254104614e-01 -2.847496986389160156e+00 3.425744533538818359e+00 -1.043331503868103027e+00 2.545866727828979492e+00 4.127028942108154297e+00
-3.107783794403076172e-01 3.064392805099487305e+00 4.332497596740722656e+00 -4.285923480987548828e+00 3.536933660507202148e+00 3.775423526763916016e+00 1.803834438323974609e+00 -9.936249256134033203e-01 -2.201780080795288086e+00 -2.240604877471923828e+00 -1.463145017623901367e+00 -7.244678586721420288e-02 -3.390872955322265625e+00 4.356350421905517578e+00 -8.822160959243774414e-01 3.528394937515258789e+00 8.198946118354797363e-01 -1.877609252929687500e+00 2.463640451431274414e+00 -2.311739921569824219e+00 9.948841333389282227e-01 -4.494858905673027039e-02
3.868289232254028320e+00 3.329748868942260742e+00 -2.738054275512695312e+00 -4.114407539367675781e+00 -2.064436674118041992e+00 1.943735122680664062e+00 4.883391380310058594e+00 6.136230006814002991e-02 -2.828200459480285645e-01 -3.262896537780761719e-01 -3.264687061309814453e-01 3.615147590637207031e+00 -3.211429119110107422e+00 -2.622601509094238281e+00 -2.315156698226928711e+00 3.800126552581787109e+00 7.618178129196166992e-01 7.541859149932861328e-01 -1.253670811653137207e+00 2.954754419624805450e-02 -2.315455675125122070e+00 2.249521255493164062e+00
-2.711599111557006836e+00 2.207950204610824585e-01 -1.265750050544738770e+00 3.423788785934448242e+00 2.520788908004760742e+00 -3.304343461990356445e+00 1.915417432785034180e+00 2.174362421035766602e+00 -3.373244524002075195e+00 8.953515291213989258e-01 -3.086728096008300781e+00 2.595400810241699219e+00 3.250495195388793945e+00 -1.763241738080978394e-01 -2.125499963760375977e+00 -2.913275480270385742e+00 -6.628255546092987061e-02 -3.125755310058593750e+00 -3.743189334869384766e+00 -4.156754493713378906e+00 -5.710478425025939941e-01 -3.529080390930175781e+00
-6.047820448875427246e-01 1.323673725128173828e-01 -9.118656516075134277e-01 4.005052566528320312e+00 -4.105807304382324219e+00 -4.112536430358886719e+00 1.287837386131286621e+00 -1.063933491706848145e+00 5.407318472862243652e-01 8.215804100036621094e-01 -3.524087602272629738e-03 -8.188907504081726074e-01 -3.239112615585327148e+00 1.334100723266601562e+00 -1.311447381973266602e+00 1.245888590812683105e+00 4.283292293548583984e+00 2.537641286849975586e+00 5.111654996871948242e-01 -4.490184783935546875e+00 2.766986131668090820e+00 -3.289291143417358398e+00
1.476500988006591797e+00 3.471693992614746094e+00 1.806056380271911621e+00 2.672542333602905273e+00 -1.368994593620300293e+00 -7.585458159446716309e-01 -3.089452981948852539e+00 1.197431921958923340e+00 -7.904710769653320312e-01 -2.699625253677368164e+00 -3.734630107879638672e+00 1.721785068511962891e+00 -1.999495625495910645e+00 2.252272218465805054e-01 4.933352470397949219e+00 -1.110588550567626953e+00 2.116705894470214844e+00 -1.761100411415100098e+00 -2.249492406845092773e+00 -8.491830229759216309e-01 -1.828186392784118652e+00 -2.351942062377929688e+00
5.506043434143066406e-01 -1.729773402214050293e+00 2.470920085906982422e+00 3.976409196853637695e+00 -1.914274692535400391e+00 2.916840076446533203e+00 2.666537523269653320e+00 6.022055745124816895e-01 -1.671189308166503906e+00 -8.777844309806823730e-01 3.319718837738037109e+00 -3.472993135452270508e+00 8.419392257928848267e-02 1.779862642288208008e-01 -3.923543691635131836e+00 -3.063136577606201172e+00 -3.632500648498535156e+00 4.447725296020507812e+00 1.027104020118713379e+00 7.222291827201843262e-01 2.337170362472534180e+00 2.518113613128662109e+00
