-5.378149747848510742e-01 8.922977447509765625e-01 3.805943012237548828e+00 -2.364438772201538086e+00 1.348192244768142700e-02 5.206225514411926270e-01 3.044994473457336426e-01 4.532683849334716797e+00 3.870129585266113281e+00 -2.983254380524158478e-02 8.357433080673217773e-01 2.490463972091674805e+00 -2.677521109580993652e-01 2.148766040802001953e+00 -5.071263313293457031e+00 1.627674251794815063e-01 -8.389415740966796875e-01 4.661660194396972656e+00
-2.939062595367431641e+00 -2.782890796661376953e+00 2.423630952835083008e+00 1.743886828422546387e+00 3.295441389083862305e+00 -4.305466651916503906e+00 -8.633449673652648926e-01 -1.977190524339675903e-01 3.619937896728515625e+00 2.400869846343994141e+00 -8.264985084533691406e-01 1.130263924598693848e+00 4.504789829254150391e+00 -1.754027724266052246e+00 5.746200680732727051e-01 -4.222677707672119141e+00 3.045836925506591797e+00 -4.036838054656982422e+00
2.494630336761474609e+00 2.212830781936645508e+00 -1.278301239013671875e+00 1.374800086021423340e+00 4.062967300415039062e+00 1.119848132133483887e+00 -5.001430511474609375e+00 4.569283485412597656e+00 3.495702743530273438e-01 2.597135305404663086e+00 1.984402656555175781e+00 1.012809991836547852e+00 -3.973138093948364258e+00 -1.965948700904846191e+00 -2.041659355163574219e-01 -2.597592115402221680e+00 -3.791188478469848633e+00 1.954731822013854980e+00
5.339922428131103516e+00 3.081815004348754883e+00 3.997870922088623047e+00 -3.898874521255493164e+00 3.573134422302246094e+00 7.954170107841491699e-01 1.851032495498657227e+00 -6.714308261871337891e-02 -9.705384969711303711e-01 -1.860641360282897949e+00 -3.857413768768310547e+00 -1.711776494979858398e+00 3.769397974014282227e+00 -2.980418920516967773e+00 1.057417631149291992e+00 6.782437562942504883e-01 -1.400484561920166016e+00 1.068642735481262207e+00
-4.181861877441406250e+00 5.279651284217834473e-01 -4.197318630758672953e-04 -5.575620532035827637e-01 -2.078660011291503906e+00 1.883310317993164062e+00 4.246319532394409180e-01 2.848736763000488281e+00 -3.048396825790405273e+00 -3.870675563812255859e+00 5.601472854614257812e+00 -3.891075372695922852e+00 3.546096086502075195e+00 -9.504614472389221191e-01 3.050485849380493164e+00 1.565426141023635864e-01 -3.765094995498657227e+00 7.346363663673400879e-01
1.367986202239990234e+00 2.696637868881225586e+00 3.757540225982666016e+00 -4.055919051170349121e-01 1.807128667831420898e+00 -1.454547882080078125e+00 -3.429538726806640625e+00 -1.813349485397338867e+00 2.636260986328125000e-01 -2.863815307617187500e+00 -4.470276355743408203e+00 5.017846584320068359e+00 4.579489529132843018e-01 2.499885082244873047e+00 5.430015549063682556e-02 3.678623676300048828e+00 2.420057535171508789e+00 -1.962213158607482910e+00
2.791944742202758789e+00 5.007057189941406250e+00 -1.896598219871520996e+00 2.288474559783935547e+00 1.669864654541015625e-01 3.966006040573120117e+00 1.087043762207031250e+00 -1.169285297393798828e+00 -7.446982860565185547e-01 1.613505959510803223e+00 -1.075081110000610352e+00 4.534187793731689453e+00 1.671485304832458496e+00 -4.147609233856201172e+00 -2.791238307952880859e+00 -8.212732076644897461e-01 -6.573351025581359863e-01 -4.473754882812500000e+00
2.022304534912109375e+00 -3.517250537872314453e+00 3.464109182357788086e+00 5.367904901504516602e-01 3.169501543045043945e+00 4.503560543060302734e+00 1.431279659271240234e+00 -2.385687112808227539e+00 3.367688417434692383e+00 1.261343598365783691e+00 1.059256911277770996e+00 7.418903112411499023e-01 -5.922212004661560059e-01 2.209678173065185547e+00 3.249691054224967957e-02 2.278984069824218750e+00 -4.701636314392089844e+00 -3.398988246917724609e-01
-1.001902818679809570e+00 2.866397619247436523e+00 6.099249124526977539e-01 -3.328749895095825195e+00 -3.983909606933593750e+00 3.028072595596313477e+00 1.733993411064147949e+00 -4.647885799407958984e+00 1.231842637062072754e+00 -3.235321998596191406e+00 -5.114172935485839844e+00 8.395039439201354980e-01 -2.905415058135986328e+00 1.138517498970031738e+00 -4.158283233642578125e+00 7.309345602989196777e-01 2.807499170303344727e-01 1.083528637886047363e+00
-5.505406260490417480e-01 1.448501110076904297e+00 -2.912618160247802734e+00 6.632925271987915039e-01 3.206452131271362305e+00 -3.010265111923217773e+00 -2.738874197006225586e+00 2.511128902435302734e+00 -7.703858017921447754e-01 3.138677835464477539e+00 -3.349539518356323242e+00 -3.038359165191650391e+00 4.647973060607910156e+00 4.226418972015380859e+00 -5.620915070176124573e-02 -9.770750403404235840e-01 -4.975533485412597656e+00 -8.183929324150085449e-01
