4.449526309967041016e+00 3.526369094848632812e+00 4.668614864349365234e-01 3.868093788623809814e-01 -1.151513457298278809e+00 -3.385952711105346680e+00 -1.706539839506149292e-01 -4.807093441486358643e-01 6.202932000160217285e-01 -4.431125640869140625e+00 -2.510367393493652344e+00 -2.601774454116821289e+00 6.280083656311035156e-01 -4.271225333213806152e-01
-3.984662890434265137e-01 2.226605415344238281e-01 -3.407196521759033203e+00 -4.793549701571464539e-02 1.776403546333312988e+00 4.224794864654541016e+00 2.012009859085083008e+00 7.411912679672241211e-01 2.780363082885742188e+00 -3.862162351608276367e+00 -4.193054139614105225e-01 -3.709063529968261719e+00 4.127985477447509766e+00 -7.767468690872192383e-01
1.324280947446823120e-01 -6.053918600082397461e-01 4.264686584472656250e+00 -1.563706994056701660e-01 3.765648901462554932e-01 3.427720963954925537e-01 -7.874556183815002441e-01 3.832775592803955078e+00 -1.951668381690979004e+00 -8.105544745922088623e-02 8.824859857559204102e-01 3.899224281311035156e+00 -3.454011917114257812e+00 -2.019531965255737305e+00
1.364932179450988770e+00 1.484894156455993652e+00 3.410692453384399414e+00 -1.514172911643981934e+00 2.804667711257934570e+00 -3.089995384216308594e-01 -5.265070796012878418e-01 -2.844554901123046875e+00 -6.633325219154357910e-01 -3.632269382476806641e+00 -1.563680768013000488e+00 2.759813785552978516e+00 1.166191577911376953e+00 -4.424584507942199707e-01
1.272516101598739624e-01 -8.397575616836547852e-01 -2.190832376480102539e+00 -1.308228731155395508e+00 1.089301586151123047e+00 -6.553258746862411499e-02 1.519297719001770020e+00 4.253681302070617676e-01 -3.144839406013488770e-01 7.064470648765563965e-02 -8.402546644210815430e-01 -7.085297703742980957e-01 -4.646246433258056641e-01 -1.537657380104064941e+00
3.796498179435729980e-01 -9.093233942985534668e-01 -8.869946002960205078e-01 -4.723840653896331787e-01 -4.319615364074707031e+00 -2.164376229047775269e-01 -7.852867245674133301e-02 -7.002791762351989746e-01 -1.571556180715560913e-02 3.237543821334838867e+00 4.868631362915039062e+00 -7.003264427185058594e-01 1.106158852577209473e+00 -2.748792171478271484e-01
2.429447919130325317e-01 -5.788222551345825195e-01 -1.142318964004516602e+00 -1.208198785781860352e+00 9.137322902679443359e-01 4.251258075237274170e-02 1.847195029258728027e+00 4.714831709861755371e-01 2.902776002883911133e-01 -6.684436798095703125e-01 1.194366335868835449e+00 8.955776691436767578e-01 9.915935397148132324e-01 -1.332456946372985840e+00
-3.859956264495849609e+00 -4.148207008838653564e-01 -2.005829334259033203e+00 -2.620901107788085938e+00 -4.707731246948242188e+00 -4.723873615264892578e+00 5.916453599929809570e-01 1.706437021493911743e-01 -1.135506272315979004e+00 -1.201644837856292725e-01 -5.008065223693847656e+00 4.035996198654174805e-01 -2.733426332473754883e+00 -1.277415990829467773e+00
-1.068916559219360352e+00 1.352694869041442871e+00 -4.173847675323486328e+00 -3.818130254745483398e+00 2.095827817916870117e+00 -1.832433193922042847e-01 -3.207080960273742676e-01 1.156177163124084473e+00 3.235922753810882568e-01 3.748856306076049805e+00 1.091180294752120972e-01 4.337081432342529297e+00 6.569510102272033691e-01 7.371571660041809082e-01
-1.399979829788208008e+00 -1.230435848236083984e+00 4.558626711368560791e-01 4.453594684600830078e-01 4.086612701416015625e+00 3.977506235241889954e-02 5.175457477569580078e+00 4.459584712982177734e+00 -7.327470183372497559e-01 1.208421826362609863e+00 -3.061102628707885742e-01 -1.010340094566345215e+00 -1.203852891921997070e+00 -2.989813685417175293e-01
